\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),24.24719667,1
Cell 33 rooted in Path (33),2.644230896,1
Cell 5 rooted in Path (5),1.431643078,1
Cell 34 rooted in Path (34),3.565819766,1
Cell 2 rooted in Path (2),35.60182174,1
Cell 31 rooted in Path (31),12.43889329,1
Cell 3 rooted in Path (3),2.817918326,1
Cell 32 rooted in Path (32),28.71581333,1
Cell 1 rooted in Path (1),18.97752685,1
Cell 30 rooted in Path (30),26.84605973,1
Cell 8 rooted in Path (8),1.650698338,1
Cell 9 rooted in Path (9),1.760225968,1
Cell 6 rooted in Path (6),11.93662297,1
Cell 7 rooted in Path (7),14.48233432,1
Cell 28 rooted in Path (28),18.34693693,1
Cell 29 rooted in Path (29),3.766083055,1
Cell 26 rooted in Path (26),2.334439977,1
Cell 27 rooted in Path (27),2.289072147,1
Cell 24 rooted in Path (24),18.65672785,1
Cell 25 rooted in Path (25),4.997462844,1
Cell 22 rooted in Path (22),4.887935214,1
Cell 23 rooted in Path (23),4.049298115,1
Cell 20 rooted in Path (20),4.714247784,1
Cell 21 rooted in Path (21),9.538023197,1
Cell 60 rooted in Path (60),2.443967607,1
Cell 61 rooted in Path (61),3.966346345,1
Cell 19 rooted in Path (19),44.05557672,1
Cell 17 rooted in Path (17),9.118704648,1
Cell 18 rooted in Path (18),2.863286156,1
Cell 15 rooted in Path (15),6.757688812,1
Cell 59 rooted in Path (59),2.553495237,1
Cell 16 rooted in Path (16),3.830242855,1
Cell 13 rooted in Path (13),26.17010198,1
Cell 57 rooted in Path (57),18.52062436,1
Cell 14 rooted in Path (14),18.89457508,1
Cell 58 rooted in Path (58),5.088198503,1
Cell 11 rooted in Path (11),14.79990913,1
Cell 55 rooted in Path (55),3.191869046,1
Cell 12 rooted in Path (12),5.261885933,1
Cell 56 rooted in Path (56),2.179544517,1
Cell 53 rooted in Path (53),4.952095014,1
Cell 10 rooted in Path (10),1.276747618,1
Cell 54 rooted in Path (54),7.46800631,1
Cell 51 rooted in Path (51),3.036973586,1
Cell 52 rooted in Path (52),6.893792301,1
Cell 50 rooted in Path (50),6.976744071,1
Cell 48 rooted in Path (48),5.790732113,1
Cell 49 rooted in Path (49),3.784875025,1
Cell 46 rooted in Path (46),1.805593798,1
Cell 47 rooted in Path (47),4.842567384,1
Cell 44 rooted in Path (44),3.237236876,1
Cell 45 rooted in Path (45),1.805593798,1
Cell 42 rooted in Path (42),20.47332972,1
Cell 43 rooted in Path (43),3.501659965,1
Cell 40 rooted in Path (40),10.04029352,1
Cell 41 rooted in Path (41),5.416781393,1
Cell 39 rooted in Path (39),18.65672785,1
Cell 37 rooted in Path (37),3.456292136,1
Cell 38 rooted in Path (38),10.72403516,1
Cell 35 rooted in Path (35),6.803056641,1
Cell 36 rooted in Path (36),4.513984494,1
,565.8501681,
