\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),6.629369211,1
Cell 11 rooted in Path (11),20.37158598,1
Cell 33 rooted in Path (33),5.326045733,1
Cell 5 rooted in Path (5),9.292392078,1
Cell 12 rooted in Path (12),16.22376832,1
Cell 34 rooted in Path (34),12.48426112,1
Cell 2 rooted in Path (2),50.39072279,1
Cell 31 rooted in Path (31),2.024649058,1
Cell 3 rooted in Path (3),4.185401604,1
Cell 10 rooted in Path (10),7.26774302,1
Cell 32 rooted in Path (32),3.720715225,1
Cell 1 rooted in Path (1),19.3968454,1
Cell 30 rooted in Path (30),2.224912347,1
Cell 8 rooted in Path (8),14.29763881,1
Cell 9 rooted in Path (9),19.57831671,1
Cell 6 rooted in Path (6),20.04300309,1
Cell 7 rooted in Path (7),18.1090897,1
Cell 28 rooted in Path (28),3.811450885,1
Cell 29 rooted in Path (29),7.441430451,1
Cell 26 rooted in Path (26),10.25934878,1
Cell 27 rooted in Path (27),6.364946122,1
Cell 24 rooted in Path (24),2.443967607,1
Cell 25 rooted in Path (25),7.59632591,1
Cell 22 rooted in Path (22),5.371413563,1
Cell 23 rooted in Path (23),5.945627572,1
Cell 20 rooted in Path (20),3.547027795,1
Cell 21 rooted in Path (21),3.830242855,1
Cell 19 rooted in Path (19),7.048687761,1
Cell 17 rooted in Path (17),3.920978515,1
Cell 18 rooted in Path (18),7.7965892,1
Cell 15 rooted in Path (15),4.869143243,1
Cell 16 rooted in Path (16),18.67551982,1
Cell 13 rooted in Path (13),4.933303044,1
Cell 35 rooted in Path (35),5.745364283,1
Cell 14 rooted in Path (14),4.030506145,1
,345.1983338,
