\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),21.62954163,1
Cell 11 rooted in Path (11),25.02167397,1
Cell 33 rooted in Path (33),57.32988292,1
Cell 5 rooted in Path (5),14.7545413,1
Cell 12 rooted in Path (12),18.80383942,1
Cell 34 rooted in Path (34),14.25227098,1
Cell 2 rooted in Path (2),21.99570846,1
Cell 31 rooted in Path (31),9.228232278,1
Cell 3 rooted in Path (3),23.60882286,1
Cell 10 rooted in Path (10),39.24736909,1
Cell 32 rooted in Path (32),12.66573244,1
Cell 1 rooted in Path (1),37.94404561,1
Cell 30 rooted in Path (30),27.53758526,1
Cell 8 rooted in Path (8),25.66004778,1
Cell 9 rooted in Path (9),17.59903549,1
Cell 6 rooted in Path (6),26.20768593,1
Cell 7 rooted in Path (7),14.79990913,1
Cell 28 rooted in Path (28),43.08862003,1
Cell 29 rooted in Path (29),18.34693693,1
Cell 26 rooted in Path (26),13.94248006,1
Cell 27 rooted in Path (27),11.87246317,1
Cell 24 rooted in Path (24),17.02482148,1
Cell 25 rooted in Path (25),34.11380276,1
Cell 22 rooted in Path (22),14.42595841,1
Cell 44 rooted in Path (44),4.997462844,1
Cell 23 rooted in Path (23),5.617044683,1
Cell 20 rooted in Path (20),12.1744702,1
Cell 42 rooted in Path (42),10.17639701,1
Cell 21 rooted in Path (21),22.44160287,1
Cell 43 rooted in Path (43),14.64501367,1
Cell 40 rooted in Path (40),14.09737552,1
Cell 41 rooted in Path (41),13.83295243,1
Cell 19 rooted in Path (19),16.16739241,1
Cell 17 rooted in Path (17),40.97001112,1
Cell 39 rooted in Path (39),23.99055747,1
Cell 18 rooted in Path (18),25.28609706,1
Cell 15 rooted in Path (15),30.23819207,1
Cell 37 rooted in Path (37),21.22901505,1
Cell 16 rooted in Path (16),26.18111007,1
Cell 38 rooted in Path (38),14.70917347,1
Cell 13 rooted in Path (13),32.59920791,1
Cell 35 rooted in Path (35),15.70270603,1
Cell 14 rooted in Path (14),27.97569578,1
Cell 36 rooted in Path (36),11.917831,1
,946.050316,
