\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.443967607,1
Cell 33 rooted in Path (33),7.441430451,1
Cell 5 rooted in Path (5),5.526309023,1
Cell 34 rooted in Path (34),6.602793352,1
Cell 2 rooted in Path (2),6.519841581,1
Cell 31 rooted in Path (31),4.842567384,1
Cell 3 rooted in Path (3),2.024649058,1
Cell 32 rooted in Path (32),1.760225968,1
Cell 1 rooted in Path (1),27.43906571,1
Cell 30 rooted in Path (30),10.87893062,1
Cell 8 rooted in Path (8),2.289072147,1
Cell 9 rooted in Path (9),2.663022867,1
Cell 6 rooted in Path (6),3.501659965,1
Cell 7 rooted in Path (7),5.745364283,1
Cell 28 rooted in Path (28),10.70524319,1
Cell 29 rooted in Path (29),3.784875025,1
Cell 26 rooted in Path (26),12.81284401,1
Cell 27 rooted in Path (27),17.79151489,1
Cell 24 rooted in Path (24),3.939770485,1
Cell 25 rooted in Path (25),4.733039754,1
Cell 22 rooted in Path (22),2.024649058,1
Cell 23 rooted in Path (23),32.8590713,1
Cell 20 rooted in Path (20),5.545100993,1
Cell 21 rooted in Path (21),5.152358303,1
Cell 19 rooted in Path (19),4.623512124,1
Cell 17 rooted in Path (17),2.598863067,1
Cell 18 rooted in Path (18),3.830242855,1
Cell 15 rooted in Path (15),3.456292136,1
Cell 16 rooted in Path (16),1.915121428,1
Cell 13 rooted in Path (13),3.565819766,1
Cell 14 rooted in Path (14),3.191869046,1
Cell 55 rooted in Path (55),6.712320982,1
Cell 56 rooted in Path (56),3.191869046,1
Cell 53 rooted in Path (53),1.650698338,1
Cell 54 rooted in Path (54),6.274210462,1
Cell 100 rooted in Path (100),10.10445332,1
Cell 51 rooted in Path (51),12.20104606,1
Cell 101 rooted in Path (101),13.16800276,1
Cell 52 rooted in Path (52),3.146501216,1
Cell 102 rooted in Path (102),14.59964584,1
Cell 103 rooted in Path (103),6.364946122,1
Cell 50 rooted in Path (50),3.282604706,1
Cell 104 rooted in Path (104),2.708390697,1
Cell 105 rooted in Path (105),2.972813786,1
Cell 106 rooted in Path (106),5.771940142,1
Cell 107 rooted in Path (107),4.997462844,1
Cell 108 rooted in Path (108),5.526309023,1
Cell 109 rooted in Path (109),9.930765887,1
Cell 48 rooted in Path (48),4.842567384,1
Cell 49 rooted in Path (49),3.875610685,1
Cell 46 rooted in Path (46),3.456292136,1
Cell 47 rooted in Path (47),5.699996453,1
Cell 44 rooted in Path (44),10.08566135,1
Cell 45 rooted in Path (45),12.71110027,1
Cell 42 rooted in Path (42),2.598863067,1
Cell 43 rooted in Path (43),2.224912347,1
Cell 40 rooted in Path (40),9.685134768,1
Cell 41 rooted in Path (41),8.563282609,1
Cell 39 rooted in Path (39),6.493265722,1
Cell 37 rooted in Path (37),9.420711678,1
Cell 38 rooted in Path (38),2.070016887,1
Cell 35 rooted in Path (35),1.760225968,1
Cell 36 rooted in Path (36),4.313721205,1
Cell 77 rooted in Path (77),4.423248835,1
Cell 78 rooted in Path (78),5.726572312,1
Cell 75 rooted in Path (75),3.611187595,1
Cell 76 rooted in Path (76),6.784264671,1
Cell 73 rooted in Path (73),24.46625193,1
Cell 74 rooted in Path (74),25.60689606,1
Cell 71 rooted in Path (71),7.286534991,1
Cell 72 rooted in Path (72),1.805593798,1
Cell 70 rooted in Path (70),21.19143111,1
Cell 68 rooted in Path (68),4.313721205,1
Cell 69 rooted in Path (69),33.63810829,1
Cell 66 rooted in Path (66),3.346764506,1
Cell 67 rooted in Path (67),7.64169374,1
Cell 64 rooted in Path (64),13.1414269,1
Cell 65 rooted in Path (65),2.663022867,1
Cell 62 rooted in Path (62),18.1732495,1
Cell 63 rooted in Path (63),8.170539919,1
Cell 60 rooted in Path (60),13.05069124,1
Cell 61 rooted in Path (61),40.69780414,1
Cell 59 rooted in Path (59),4.842567384,1
Cell 57 rooted in Path (57),22.82656167,1
Cell 58 rooted in Path (58),3.811450885,1
Cell 11 rooted in Path (11),8.389595179,1
Cell 99 rooted in Path (99),16.14081655,1
Cell 12 rooted in Path (12),4.404456864,1
Cell 97 rooted in Path (97),2.972813786,1
Cell 10 rooted in Path (10),2.224912347,1
Cell 98 rooted in Path (98),20.96459196,1
Cell 95 rooted in Path (95),4.140033775,1
Cell 96 rooted in Path (96),2.553495237,1
Cell 93 rooted in Path (93),21.11948742,1
Cell 94 rooted in Path (94),5.990995402,1
Cell 91 rooted in Path (91),2.817918326,1
Cell 92 rooted in Path (92),8.873073529,1
Cell 90 rooted in Path (90),3.985138315,1
Cell 88 rooted in Path (88),2.863286156,1
Cell 89 rooted in Path (89),12.61258072,1
Cell 86 rooted in Path (86),3.346764506,1
Cell 87 rooted in Path (87),6.319578292,1
Cell 84 rooted in Path (84),10.22176484,1
Cell 85 rooted in Path (85),47.79185973,1
Cell 82 rooted in Path (82),8.434963009,1
Cell 83 rooted in Path (83),29.15392385,1
Cell 80 rooted in Path (80),6.493265722,1
Cell 81 rooted in Path (81),12.94116361,1
Cell 79 rooted in Path (79),5.307253763,1
,939.8977477,
