\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.237236876,1
Cell 33 rooted in Path (33),2.927445956,1
Cell 77 rooted in Path (77),5.726572312,1
Cell 5 rooted in Path (5),10.6974593,1
Cell 34 rooted in Path (34),8.280067549,1
Cell 78 rooted in Path (78),2.972813786,1
Cell 2 rooted in Path (2),4.559352324,1
Cell 31 rooted in Path (31),4.687671924,1
Cell 75 rooted in Path (75),28.03207169,1
Cell 3 rooted in Path (3),3.784875025,1
Cell 32 rooted in Path (32),4.578144294,1
Cell 76 rooted in Path (76),10.08566135,1
Cell 73 rooted in Path (73),7.64169374,1
Cell 1 rooted in Path (1),16.26913615,1
Cell 30 rooted in Path (30),7.177007361,1
Cell 74 rooted in Path (74),21.11170353,1
Cell 71 rooted in Path (71),7.48679828,1
Cell 72 rooted in Path (72),16.41302353,1
Cell 70 rooted in Path (70),4.997462844,1
Cell 8 rooted in Path (8),2.243704317,1
Cell 9 rooted in Path (9),2.070016887,1
Cell 6 rooted in Path (6),4.797199554,1
Cell 7 rooted in Path (7),0.902796899,1
Cell 28 rooted in Path (28),3.191869046,1
Cell 29 rooted in Path (29),4.204193575,1
Cell 26 rooted in Path (26),15.28338748,1
Cell 27 rooted in Path (27),11.60804008,1
Cell 24 rooted in Path (24),4.140033775,1
Cell 68 rooted in Path (68),4.714247784,1
Cell 25 rooted in Path (25),3.675347396,1
Cell 69 rooted in Path (69),3.237236876,1
Cell 22 rooted in Path (22),3.766083055,1
Cell 66 rooted in Path (66),8.480330839,1
Cell 23 rooted in Path (23),8.234699719,1
Cell 67 rooted in Path (67),15.21922768,1
Cell 20 rooted in Path (20),10.30471661,1
Cell 64 rooted in Path (64),7.112847561,1
Cell 21 rooted in Path (21),9.666342798,1
Cell 65 rooted in Path (65),2.070016887,1
Cell 62 rooted in Path (62),9.466079508,1
Cell 63 rooted in Path (63),9.375343849,1
Cell 60 rooted in Path (60),8.20812386,1
Cell 61 rooted in Path (61),2.489335437,1
Cell 19 rooted in Path (19),10.47840404,1
Cell 17 rooted in Path (17),1.541170708,1
Cell 18 rooted in Path (18),8.170539919,1
Cell 15 rooted in Path (15),2.070016887,1
Cell 59 rooted in Path (59),4.578144294,1
Cell 16 rooted in Path (16),3.920978515,1
Cell 13 rooted in Path (13),3.784875025,1
Cell 57 rooted in Path (57),28.21676721,1
Cell 14 rooted in Path (14),6.757688812,1
Cell 58 rooted in Path (58),3.501659965,1
Cell 11 rooted in Path (11),6.073947173,1
Cell 55 rooted in Path (55),4.623512124,1
Cell 12 rooted in Path (12),3.082341416,1
Cell 56 rooted in Path (56),2.024649058,1
Cell 53 rooted in Path (53),2.817918326,1
Cell 10 rooted in Path (10),17.88225055,1
Cell 54 rooted in Path (54),13.36826605,1
Cell 51 rooted in Path (51),3.939770485,1
Cell 52 rooted in Path (52),1.650698338,1
Cell 50 rooted in Path (50),1.915121428,1
Cell 48 rooted in Path (48),22.40724312,1
Cell 49 rooted in Path (49),8.325435379,1
Cell 46 rooted in Path (46),7.26774302,1
Cell 47 rooted in Path (47),3.720715225,1
Cell 44 rooted in Path (44),13.65148111,1
Cell 45 rooted in Path (45),6.693529011,1
Cell 42 rooted in Path (42),2.289072147,1
Cell 43 rooted in Path (43),7.84195703,1
Cell 40 rooted in Path (40),14.61843781,1
Cell 84 rooted in Path (84),1.696066168,1
Cell 41 rooted in Path (41),2.598863067,1
Cell 82 rooted in Path (82),3.146501216,1
Cell 83 rooted in Path (83),2.179544517,1
Cell 80 rooted in Path (80),2.817918326,1
Cell 81 rooted in Path (81),4.933303044,1
Cell 39 rooted in Path (39),2.598863067,1
Cell 37 rooted in Path (37),2.024649058,1
Cell 38 rooted in Path (38),11.22630548,1
Cell 35 rooted in Path (35),3.346764506,1
Cell 79 rooted in Path (79),7.131639531,1
Cell 36 rooted in Path (36),5.480941193,1
,591.5231126,
