\,Branch length (µm) [Single value],No. of compartments
Cell 33 rooted in Path (33),17.70856312,1
Cell 44 rooted in Path (44),14.29763881,1
Cell 34 rooted in Path (34),3.018181616,1
Cell 45 rooted in Path (45),10.86013865,1
Cell 42 rooted in Path (42),10.76940299,1
Cell 43 rooted in Path (43),5.243093963,1
Cell 40 rooted in Path (40),2.598863067,1
Cell 51 rooted in Path (51),33.19999778,1
Cell 41 rooted in Path (41),11.11677785,1
Cell 52 rooted in Path (52),8.571066498,1
Cell 50 rooted in Path (50),2.379807807,1
Cell 39 rooted in Path (39),3.173077076,1
Cell 37 rooted in Path (37),18.52840824,1
Cell 48 rooted in Path (48),12.22762192,1
Cell 38 rooted in Path (38),2.489335437,1
Cell 49 rooted in Path (49),19.69562823,1
Cell 35 rooted in Path (35),28.84090874,1
Cell 46 rooted in Path (46),27.80200835,1
Cell 36 rooted in Path (36),11.18872154,1
Cell 47 rooted in Path (47),3.811450885,1
,247.5206926,
