\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),11.09798588,1
Cell 33 rooted in Path (33),10.17639701,1
Cell 5 rooted in Path (5),15.03775636,1
Cell 34 rooted in Path (34),4.030506145,1
Cell 2 rooted in Path (2),20.84728044,1
Cell 31 rooted in Path (31),12.77526007,1
Cell 3 rooted in Path (3),10.92429845,1
Cell 32 rooted in Path (32),19.80515586,1
Cell 1 rooted in Path (1),51.44841515,1
Cell 30 rooted in Path (30),11.09798588,1
Cell 8 rooted in Path (8),18.3015691,1
Cell 9 rooted in Path (9),10.94309042,1
Cell 6 rooted in Path (6),10.65987536,1
Cell 7 rooted in Path (7),35.81765281,1
Cell 28 rooted in Path (28),80.17979626,1
Cell 29 rooted in Path (29),11.69099186,1
Cell 26 rooted in Path (26),5.042830673,1
Cell 27 rooted in Path (27),4.075873974,1
Cell 24 rooted in Path (24),8.763545899,1
Cell 25 rooted in Path (25),7.131639531,1
Cell 22 rooted in Path (22),21.18364722,1
Cell 23 rooted in Path (23),10.00270958,1
Cell 20 rooted in Path (20),11.4719366,1
Cell 21 rooted in Path (21),45.17420469,1
Cell 19 rooted in Path (19),13.0131073,1
Cell 17 rooted in Path (17),45.95969007,1
Cell 18 rooted in Path (18),9.711710627,1
Cell 15 rooted in Path (15),12.66573244,1
Cell 16 rooted in Path (16),13.32289822,1
Cell 13 rooted in Path (13),47.97333105,1
Cell 14 rooted in Path (14),10.92429845,1
Cell 11 rooted in Path (11),39.02052994,1
Cell 12 rooted in Path (12),15.6573382,1
Cell 10 rooted in Path (10),10.64108339,1
Cell 51 rooted in Path (51),6.803056641,1
Cell 50 rooted in Path (50),5.261885933,1
Cell 48 rooted in Path (48),11.58146423,1
Cell 49 rooted in Path (49),5.171150274,1
Cell 46 rooted in Path (46),7.158215391,1
Cell 47 rooted in Path (47),18.93994291,1
Cell 44 rooted in Path (44),27.83959229,1
Cell 45 rooted in Path (45),11.4719366,1
Cell 42 rooted in Path (42),3.301396676,1
Cell 43 rooted in Path (43),12.26520586,1
Cell 40 rooted in Path (40),42.57534162,1
Cell 41 rooted in Path (41),19.75978803,1
Cell 39 rooted in Path (39),5.088198503,1
Cell 37 rooted in Path (37),14.09737552,1
Cell 38 rooted in Path (38),7.26774302,1
Cell 35 rooted in Path (35),5.088198503,1
Cell 36 rooted in Path (36),1.431643078,1
,871.67226,
