\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.96127203,1
Cell 33 rooted in Path (33),16.09544872,1
Cell 5 rooted in Path (5),3.784875025,1
Cell 34 rooted in Path (34),4.468616664,1
Cell 2 rooted in Path (2),13.30410625,1
Cell 31 rooted in Path (31),21.07411959,1
Cell 3 rooted in Path (3),3.456292136,1
Cell 32 rooted in Path (32),5.152358303,1
Cell 1 rooted in Path (1),19.08705448,1
Cell 30 rooted in Path (30),8.499122809,1
Cell 70 rooted in Path (70),2.179544517,1
Cell 8 rooted in Path (8),3.784875025,1
Cell 9 rooted in Path (9),9.401919708,1
Cell 6 rooted in Path (6),9.757078457,1
Cell 7 rooted in Path (7),3.346764506,1
Cell 28 rooted in Path (28),3.875610685,1
Cell 29 rooted in Path (29),11.6002562,1
Cell 26 rooted in Path (26),6.210050662,1
Cell 27 rooted in Path (27),2.863286156,1
Cell 24 rooted in Path (24),8.854281558,1
Cell 68 rooted in Path (68),2.708390697,1
Cell 25 rooted in Path (25),13.69684894,1
Cell 69 rooted in Path (69),2.708390697,1
Cell 22 rooted in Path (22),2.553495237,1
Cell 66 rooted in Path (66),1.915121428,1
Cell 23 rooted in Path (23),22.11301998,1
Cell 67 rooted in Path (67),1.960489257,1
Cell 20 rooted in Path (20),4.778407584,1
Cell 64 rooted in Path (64),3.191869046,1
Cell 21 rooted in Path (21),3.018181616,1
Cell 65 rooted in Path (65),2.817918326,1
Cell 62 rooted in Path (62),5.125782444,1
Cell 63 rooted in Path (63),3.127709246,1
Cell 60 rooted in Path (60),3.256028846,1
Cell 61 rooted in Path (61),12.94116361,1
Cell 19 rooted in Path (19),4.359089034,1
Cell 17 rooted in Path (17),9.620974968,1
Cell 18 rooted in Path (18),3.036973586,1
Cell 15 rooted in Path (15),3.985138315,1
Cell 59 rooted in Path (59),8.827705699,1
Cell 16 rooted in Path (16),3.082341416,1
Cell 13 rooted in Path (13),18.41109673,1
Cell 57 rooted in Path (57),4.952095014,1
Cell 14 rooted in Path (14),4.313721205,1
Cell 58 rooted in Path (58),8.09859623,1
Cell 11 rooted in Path (11),2.289072147,1
Cell 55 rooted in Path (55),9.730502598,1
Cell 12 rooted in Path (12),1.915121428,1
Cell 56 rooted in Path (56),10.98067436,1
Cell 53 rooted in Path (53),11.00725022,1
Cell 10 rooted in Path (10),1.541170708,1
Cell 54 rooted in Path (54),3.410924306,1
Cell 51 rooted in Path (51),1.696066168,1
Cell 52 rooted in Path (52),20.14474683,1
Cell 50 rooted in Path (50),4.842567384,1
Cell 48 rooted in Path (48),3.939770485,1
Cell 49 rooted in Path (49),8.963809188,1
Cell 46 rooted in Path (46),24.02035752,1
Cell 47 rooted in Path (47),16.6884547,1
Cell 44 rooted in Path (44),3.127709246,1
Cell 45 rooted in Path (45),1.915121428,1
Cell 42 rooted in Path (42),18.46747264,1
Cell 43 rooted in Path (43),4.049298115,1
Cell 40 rooted in Path (40),14.86406893,1
Cell 41 rooted in Path (41),5.900259743,1
Cell 39 rooted in Path (39),6.602793352,1
Cell 37 rooted in Path (37),37.53251095,1
Cell 38 rooted in Path (38),3.830242855,1
Cell 35 rooted in Path (35),2.753758526,1
Cell 36 rooted in Path (36),2.708390697,1
,548.2795972,
