\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.191869046,1
Cell 33 rooted in Path (33),17.81030686,1
Cell 77 rooted in Path (77),1.960489257,1
Cell 5 rooted in Path (5),22.35086721,1
Cell 34 rooted in Path (34),4.094665945,1
Cell 78 rooted in Path (78),4.449824694,1
Cell 2 rooted in Path (2),22.15060392,1
Cell 31 rooted in Path (31),5.854891913,1
Cell 75 rooted in Path (75),4.294929234,1
Cell 3 rooted in Path (3),3.985138315,1
Cell 32 rooted in Path (32),12.52962895,1
Cell 76 rooted in Path (76),4.377881005,1
Cell 73 rooted in Path (73),7.77001334,1
Cell 1 rooted in Path (1),26.2906377,1
Cell 30 rooted in Path (30),25.58810409,1
Cell 74 rooted in Path (74),5.480941193,1
Cell 71 rooted in Path (71),11.5360964,1
Cell 72 rooted in Path (72),5.326045733,1
Cell 70 rooted in Path (70),4.313721205,1
Cell 8 rooted in Path (8),6.757688812,1
Cell 9 rooted in Path (9),5.216518104,1
Cell 6 rooted in Path (6),8.40838715,1
Cell 7 rooted in Path (7),5.854891913,1
Cell 28 rooted in Path (28),2.379807807,1
Cell 29 rooted in Path (29),2.598863067,1
Cell 26 rooted in Path (26),5.526309023,1
Cell 27 rooted in Path (27),8.01564446,1
Cell 24 rooted in Path (24),3.875610685,1
Cell 68 rooted in Path (68),1.057692359,1
Cell 25 rooted in Path (25),10.24055681,1
Cell 69 rooted in Path (69),0.638373809,1
Cell 22 rooted in Path (22),7.259959131,1
Cell 66 rooted in Path (66),4.359089034,1
Cell 23 rooted in Path (23),3.256028846,1
Cell 67 rooted in Path (67),3.392132335,1
Cell 20 rooted in Path (20),16.26913615,1
Cell 64 rooted in Path (64),5.507517053,1
Cell 21 rooted in Path (21),4.204193575,1
Cell 65 rooted in Path (65),3.127709246,1
Cell 62 rooted in Path (62),2.024649058,1
Cell 63 rooted in Path (63),14.26327906,1
Cell 60 rooted in Path (60),3.146501216,1
Cell 61 rooted in Path (61),5.526309023,1
Cell 19 rooted in Path (19),2.334439977,1
Cell 17 rooted in Path (17),2.398599777,1
Cell 18 rooted in Path (18),2.972813786,1
Cell 15 rooted in Path (15),2.863286156,1
Cell 59 rooted in Path (59),20.71896084,1
Cell 16 rooted in Path (16),3.784875025,1
Cell 13 rooted in Path (13),2.817918326,1
Cell 57 rooted in Path (57),16.07665675,1
Cell 14 rooted in Path (14),3.456292136,1
Cell 58 rooted in Path (58),6.912584271,1
Cell 11 rooted in Path (11),3.346764506,1
Cell 55 rooted in Path (55),32.37236876,1
Cell 12 rooted in Path (12),4.668879954,1
Cell 56 rooted in Path (56),18.4298887,1
Cell 53 rooted in Path (53),1.650698338,1
Cell 10 rooted in Path (10),37.09762462,1
Cell 54 rooted in Path (54),44.18389632,1
Cell 51 rooted in Path (51),6.648161182,1
Cell 52 rooted in Path (52),6.138106973,1
Cell 50 rooted in Path (50),2.553495237,1
Cell 48 rooted in Path (48),1.805593798,1
Cell 49 rooted in Path (49),11.42656877,1
Cell 46 rooted in Path (46),2.598863067,1
Cell 47 rooted in Path (47),3.720715225,1
Cell 44 rooted in Path (44),2.443967607,1
Cell 45 rooted in Path (45),3.501659965,1
Cell 42 rooted in Path (42),2.379807807,1
Cell 86 rooted in Path (86),1.541170708,1
Cell 43 rooted in Path (43),5.654628623,1
Cell 87 rooted in Path (87),2.289072147,1
Cell 40 rooted in Path (40),5.507517053,1
Cell 84 rooted in Path (84),1.276747618,1
Cell 41 rooted in Path (41),5.990995402,1
Cell 85 rooted in Path (85),2.927445956,1
Cell 82 rooted in Path (82),1.167219988,1
Cell 83 rooted in Path (83),4.359089034,1
Cell 80 rooted in Path (80),3.611187595,1
Cell 81 rooted in Path (81),1.915121428,1
Cell 39 rooted in Path (39),4.075873974,1
Cell 37 rooted in Path (37),5.480941193,1
Cell 38 rooted in Path (38),6.957952101,1
Cell 35 rooted in Path (35),3.146501216,1
Cell 79 rooted in Path (79),3.565819766,1
Cell 36 rooted in Path (36),3.018181616,1
,638.052457,
