\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),16.99824562,1
Cell 33 rooted in Path (33),19.26074191,1
Cell 5 rooted in Path (5),21.55759794,1
Cell 34 rooted in Path (34),6.073947173,1
Cell 2 rooted in Path (2),5.507517053,1
Cell 31 rooted in Path (31),34.01205901,1
Cell 75 rooted in Path (75),2.334439977,1
Cell 3 rooted in Path (3),14.77333327,1
Cell 32 rooted in Path (32),9.337759908,1
Cell 73 rooted in Path (73),3.191869046,1
Cell 1 rooted in Path (1),44.98494948,1
Cell 30 rooted in Path (30),14.20690315,1
Cell 74 rooted in Path (74),11.05261805,1
Cell 71 rooted in Path (71),3.656555425,1
Cell 72 rooted in Path (72),10.43303621,1
Cell 70 rooted in Path (70),2.289072147,1
Cell 8 rooted in Path (8),5.152358303,1
Cell 9 rooted in Path (9),39.93111073,1
Cell 6 rooted in Path (6),22.46039484,1
Cell 7 rooted in Path (7),7.9249088,1
Cell 28 rooted in Path (28),14.03321572,1
Cell 29 rooted in Path (29),16.29571201,1
Cell 26 rooted in Path (26),13.25873842,1
Cell 27 rooted in Path (27),23.56345503,1
Cell 24 rooted in Path (24),18.21083344,1
Cell 68 rooted in Path (68),6.976744071,1
Cell 25 rooted in Path (25),15.92176129,1
Cell 69 rooted in Path (69),7.75122137,1
Cell 22 rooted in Path (22),41.91039196,1
Cell 66 rooted in Path (66),7.788805311,1
Cell 23 rooted in Path (23),3.392132335,1
Cell 67 rooted in Path (67),4.158825745,1
Cell 20 rooted in Path (20),21.1304955,1
Cell 64 rooted in Path (64),6.410313951,1
Cell 21 rooted in Path (21),14.28985492,1
Cell 65 rooted in Path (65),42.78983719,1
Cell 62 rooted in Path (62),21.48565425,1
Cell 63 rooted in Path (63),3.920978515,1
Cell 60 rooted in Path (60),18.56599219,1
Cell 61 rooted in Path (61),16.40523964,1
Cell 19 rooted in Path (19),17.13434911,1
Cell 17 rooted in Path (17),13.25873842,1
Cell 18 rooted in Path (18),14.8828609,1
Cell 15 rooted in Path (15),16.65087076,1
Cell 59 rooted in Path (59),47.77629195,1
Cell 16 rooted in Path (16),72.05006448,1
Cell 13 rooted in Path (13),3.611187595,1
Cell 57 rooted in Path (57),2.070016887,1
Cell 14 rooted in Path (14),21.24780702,1
Cell 58 rooted in Path (58),2.289072147,1
Cell 11 rooted in Path (11),3.146501216,1
Cell 55 rooted in Path (55),4.449824694,1
Cell 12 rooted in Path (12),4.869143243,1
Cell 56 rooted in Path (56),3.675347396,1
Cell 53 rooted in Path (53),8.01564446,1
Cell 10 rooted in Path (10),3.392132335,1
Cell 54 rooted in Path (54),18.83041528,1
Cell 51 rooted in Path (51),18.80383942,1
Cell 52 rooted in Path (52),22.41502701,1
Cell 50 rooted in Path (50),50.63179422,1
Cell 48 rooted in Path (48),24.55698759,1
Cell 49 rooted in Path (49),53.5450079,1
Cell 46 rooted in Path (46),19.75200414,1
Cell 47 rooted in Path (47),13.21337059,1
Cell 44 rooted in Path (44),25.01389008,1
Cell 45 rooted in Path (45),19.98985137,1
Cell 42 rooted in Path (42),11.00725022,1
Cell 43 rooted in Path (43),67.08696138,1
Cell 40 rooted in Path (40),12.00078277,1
Cell 41 rooted in Path (41),8.589858469,1
Cell 39 rooted in Path (39),17.15314108,1
Cell 37 rooted in Path (37),39.51501637,1
Cell 38 rooted in Path (38),16.05008089,1
Cell 35 rooted in Path (35),31.72621106,1
Cell 36 rooted in Path (36),6.519841581,1
,1328.320805,
