\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),1.541170708,1
Cell 11 rooted in Path (11),10.36887641,1
Cell 5 rooted in Path (5),14.98138045,1
Cell 12 rooted in Path (12),2.134176687,1
Cell 2 rooted in Path (2),7.003319931,1
Cell 3 rooted in Path (3),3.301396676,1
Cell 10 rooted in Path (10),5.216518104,1
Cell 1 rooted in Path (1),5.526309023,1
Cell 8 rooted in Path (8),4.140033775,1
Cell 9 rooted in Path (9),3.392132335,1
Cell 6 rooted in Path (6),2.115384717,1
Cell 7 rooted in Path (7),4.887935214,1
Cell 15 rooted in Path (15),4.049298115,1
Cell 13 rooted in Path (13),2.708390697,1
Cell 14 rooted in Path (14),8.937233329,1
,80.30355617,
