\,Branch length (µm) [Single value],No. of compartments
Cell 73 rooted in Path (73),4.559352324,1
Cell 74 rooted in Path (74),3.410924306,1
Cell 71 rooted in Path (71),7.75122137,1
Cell 72 rooted in Path (72),5.571676853,1
Cell 70 rooted in Path (70),3.036973586,1
Cell 68 rooted in Path (68),9.073336818,1
Cell 69 rooted in Path (69),3.811450885,1
Cell 66 rooted in Path (66),26.86485171,1
Cell 67 rooted in Path (67),11.01503411,1
Cell 64 rooted in Path (64),7.26774302,1
Cell 65 rooted in Path (65),5.635836653,1
Cell 62 rooted in Path (62),15.96712912,1
Cell 63 rooted in Path (63),10.76940299,1
Cell 60 rooted in Path (60),4.513984494,1
Cell 61 rooted in Path (61),3.501659965,1
Cell 59 rooted in Path (59),5.042830673,1
Cell 57 rooted in Path (57),11.917831,1
Cell 58 rooted in Path (58),3.565819766,1
Cell 11 rooted in Path (11),1.541170708,1
Cell 99 rooted in Path (99),2.863286156,1
Cell 12 rooted in Path (12),4.030506145,1
Cell 97 rooted in Path (97),14.8828609,1
Cell 10 rooted in Path (10),1.960489257,1
Cell 98 rooted in Path (98),7.158215391,1
Cell 95 rooted in Path (95),14.33522275,1
Cell 96 rooted in Path (96),7.996852489,1
Cell 93 rooted in Path (93),13.87053637,1
Cell 94 rooted in Path (94),4.933303044,1
Cell 91 rooted in Path (91),2.817918326,1
Cell 92 rooted in Path (92),14.50891018,1
Cell 90 rooted in Path (90),5.809524083,1
Cell 88 rooted in Path (88),4.423248835,1
Cell 89 rooted in Path (89),4.513984494,1
Cell 86 rooted in Path (86),3.830242855,1
Cell 87 rooted in Path (87),1.650698338,1
Cell 84 rooted in Path (84),6.164682832,1
Cell 85 rooted in Path (85),3.456292136,1
Cell 82 rooted in Path (82),7.46800631,1
Cell 83 rooted in Path (83),2.243704317,1
Cell 80 rooted in Path (80),9.620974968,1
Cell 81 rooted in Path (81),3.127709246,1
Cell 79 rooted in Path (79),3.784875025,1
,801.0796321,
