\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),10.08566135,1
Cell 33 rooted in Path (33),15.36633925,1
Cell 5 rooted in Path (5),14.19911926,1
Cell 34 rooted in Path (34),11.54388028,1
Cell 2 rooted in Path (2),1.696066168,1
Cell 31 rooted in Path (31),41.43792169,1
Cell 3 rooted in Path (3),10.78819496,1
Cell 32 rooted in Path (32),20.28863421,1
Cell 1 rooted in Path (1),40.34264539,1
Cell 30 rooted in Path (30),18.53941633,1
Cell 8 rooted in Path (8),13.10384296,1
Cell 9 rooted in Path (9),15.14728399,1
Cell 6 rooted in Path (6),13.9159042,1
Cell 7 rooted in Path (7),30.61214279,1
Cell 28 rooted in Path (28),10.55034773,1
Cell 29 rooted in Path (29),19.61590066,1
Cell 26 rooted in Path (26),14.25227098,1
Cell 27 rooted in Path (27),32.76511145,1
Cell 24 rooted in Path (24),12.83941987,1
Cell 25 rooted in Path (25),12.31057369,1
Cell 22 rooted in Path (22),14.07079966,1
Cell 66 rooted in Path (66),17.02482148,1
Cell 23 rooted in Path (23),37.32446377,1
Cell 67 rooted in Path (67),8.12517209,1
Cell 20 rooted in Path (20),30.5401991,1
Cell 64 rooted in Path (64),12.00078277,1
Cell 21 rooted in Path (21),23.73714246,1
Cell 65 rooted in Path (65),1.586538538,1
Cell 62 rooted in Path (62),11.42656877,1
Cell 63 rooted in Path (63),11.34361699,1
Cell 60 rooted in Path (60),16.76039839,1
Cell 61 rooted in Path (61),15.6573382,1
Cell 19 rooted in Path (19),19.81616394,1
Cell 17 rooted in Path (17),9.182864448,1
Cell 18 rooted in Path (18),4.468616664,1
Cell 15 rooted in Path (15),14.66380564,1
Cell 59 rooted in Path (59),11.67219988,1
Cell 16 rooted in Path (16),30.23040818,1
Cell 13 rooted in Path (13),30.6043589,1
Cell 57 rooted in Path (57),43.70041797,1
Cell 14 rooted in Path (14),25.66004778,1
Cell 58 rooted in Path (58),6.210050662,1
Cell 11 rooted in Path (11),5.836099942,1
Cell 55 rooted in Path (55),1.650698338,1
Cell 12 rooted in Path (12),3.720715225,1
Cell 56 rooted in Path (56),15.54002668,1
Cell 53 rooted in Path (53),2.972813786,1
Cell 10 rooted in Path (10),18.02936212,1
Cell 54 rooted in Path (54),1.386275248,1
Cell 51 rooted in Path (51),12.63915658,1
Cell 52 rooted in Path (52),3.410924306,1
Cell 50 rooted in Path (50),2.334439977,1
Cell 48 rooted in Path (48),11.4719366,1
Cell 49 rooted in Path (49),26.7365321,1
Cell 46 rooted in Path (46),8.854281558,1
Cell 47 rooted in Path (47),42.25776682,1
Cell 44 rooted in Path (44),13.38705802,1
Cell 45 rooted in Path (45),10.70524319,1
Cell 42 rooted in Path (42),13.93469617,1
Cell 43 rooted in Path (43),13.65148111,1
Cell 40 rooted in Path (40),10.72403516,1
Cell 41 rooted in Path (41),33.69448421,1
Cell 39 rooted in Path (39),9.073336818,1
Cell 37 rooted in Path (37),48.09386676,1
Cell 38 rooted in Path (38),30.72167042,1
Cell 35 rooted in Path (35),16.89650188,1
Cell 36 rooted in Path (36),9.073336818,1
,1122.004193,
