\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),6.119315002,1
Cell 11 rooted in Path (11),9.311184048,1
Cell 5 rooted in Path (5),5.990995402,1
Cell 12 rooted in Path (12),27.77543249,1
Cell 2 rooted in Path (2),4.185401604,1
Cell 3 rooted in Path (3),11.16214568,1
Cell 10 rooted in Path (10),5.042830673,1
Cell 1 rooted in Path (1),41.45348947,1
Cell 8 rooted in Path (8),4.359089034,1
Cell 9 rooted in Path (9),3.237236876,1
Cell 6 rooted in Path (6),33.33932546,1
Cell 7 rooted in Path (7),4.185401604,1
Cell 17 rooted in Path (17),18.73189573,1
Cell 15 rooted in Path (15),25.45978449,1
Cell 16 rooted in Path (16),12.45768526,1
Cell 13 rooted in Path (13),10.08566135,1
Cell 14 rooted in Path (14),19.89911572,1
,242.7959899,
