\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),11.4719366,1
Cell 33 rooted in Path (33),19.44221323,1
Cell 77 rooted in Path (77),1.541170708,1
Cell 5 rooted in Path (5),6.319578292,1
Cell 34 rooted in Path (34),3.410924306,1
Cell 78 rooted in Path (78),2.115384717,1
Cell 2 rooted in Path (2),36.01013221,1
Cell 31 rooted in Path (31),7.26774302,1
Cell 75 rooted in Path (75),1.541170708,1
Cell 3 rooted in Path (3),21.27438288,1
Cell 32 rooted in Path (32),15.63854623,1
Cell 76 rooted in Path (76),1.805593798,1
Cell 73 rooted in Path (73),3.191869046,1
Cell 1 rooted in Path (1),18.08251384,1
Cell 30 rooted in Path (30),34.33285802,1
Cell 74 rooted in Path (74),3.611187595,1
Cell 71 rooted in Path (71),14.05200769,1
Cell 72 rooted in Path (72),30.2835599,1
Cell 70 rooted in Path (70),4.249561405,1
Cell 8 rooted in Path (8),38.38994002,1
Cell 9 rooted in Path (9),14.41817452,1
Cell 6 rooted in Path (6),43.09640391,1
Cell 7 rooted in Path (7),21.66712557,1
Cell 28 rooted in Path (28),6.720104871,1
Cell 29 rooted in Path (29),40.82612374,1
Cell 26 rooted in Path (26),9.383127738,1
Cell 27 rooted in Path (27),7.158215391,1
Cell 24 rooted in Path (24),26.70217236,1
Cell 68 rooted in Path (68),7.48679828,1
Cell 25 rooted in Path (25),8.14396406,1
Cell 69 rooted in Path (69),3.237236876,1
Cell 22 rooted in Path (22),3.191869046,1
Cell 66 rooted in Path (66),7.7965892,1
Cell 23 rooted in Path (23),34.72560071,1
Cell 67 rooted in Path (67),7.75122137,1
Cell 20 rooted in Path (20),7.57753394,1
Cell 64 rooted in Path (64),20.49990558,1
Cell 21 rooted in Path (21),2.817918326,1
Cell 65 rooted in Path (65),34.64264893,1
Cell 62 rooted in Path (62),3.985138315,1
Cell 63 rooted in Path (63),15.76686583,1
Cell 60 rooted in Path (60),48.15802656,1
Cell 61 rooted in Path (61),2.753758526,1
Cell 19 rooted in Path (19),6.036363232,1
Cell 17 rooted in Path (17),5.416781393,1
Cell 18 rooted in Path (18),9.911973917,1
Cell 15 rooted in Path (15),38.91100231,1
Cell 59 rooted in Path (59),1.386275248,1
Cell 16 rooted in Path (16),14.64501367,1
Cell 13 rooted in Path (13),15.08312419,1
Cell 57 rooted in Path (57),0.26442309,1
Cell 14 rooted in Path (14),12.74868421,1
Cell 58 rooted in Path (58),1.850961627,1
Cell 11 rooted in Path (11),36.0179161,1
Cell 55 rooted in Path (55),3.565819766,1
Cell 12 rooted in Path (12),30.14745641,1
Cell 56 rooted in Path (56),2.443967607,1
Cell 53 rooted in Path (53),4.778407584,1
Cell 10 rooted in Path (10),2.553495237,1
Cell 54 rooted in Path (54),5.926835602,1
Cell 51 rooted in Path (51),15.94055326,1
Cell 52 rooted in Path (52),16.23155221,1
Cell 50 rooted in Path (50),52.10558093,1
Cell 48 rooted in Path (48),4.204193575,1
Cell 49 rooted in Path (49),2.443967607,1
Cell 46 rooted in Path (46),26.00742264,1
Cell 47 rooted in Path (47),3.237236876,1
Cell 44 rooted in Path (44),3.346764506,1
Cell 45 rooted in Path (45),5.836099942,1
Cell 42 rooted in Path (42),5.726572312,1
Cell 43 rooted in Path (43),4.140033775,1
Cell 40 rooted in Path (40),17.55366766,1
Cell 41 rooted in Path (41),23.60882286,1
Cell 39 rooted in Path (39),28.41703049,1
Cell 37 rooted in Path (37),36.05094035,1
Cell 38 rooted in Path (38),13.69684894,1
Cell 35 rooted in Path (35),18.44868067,1
Cell 36 rooted in Path (36),6.693529011,1
,1127.916797,
