\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),5.990995402,1
Cell 33 rooted in Path (33),3.811450885,1
Cell 5 rooted in Path (5),11.01503411,1
Cell 34 rooted in Path (34),1.805593798,1
Cell 2 rooted in Path (2),1.696066168,1
Cell 31 rooted in Path (31),9.247024248,1
Cell 3 rooted in Path (3),12.26520586,1
Cell 32 rooted in Path (32),10.58793167,1
Cell 1 rooted in Path (1),6.274210462,1
Cell 30 rooted in Path (30),9.620974968,1
Cell 8 rooted in Path (8),5.617044683,1
Cell 9 rooted in Path (9),4.204193575,1
Cell 6 rooted in Path (6),3.985138315,1
Cell 7 rooted in Path (7),3.346764506,1
Cell 28 rooted in Path (28),19.88032374,1
Cell 29 rooted in Path (29),27.21222657,1
Cell 26 rooted in Path (26),3.346764506,1
Cell 27 rooted in Path (27),11.97420692,1
Cell 24 rooted in Path (24),4.075873974,1
Cell 25 rooted in Path (25),8.29885952,1
Cell 22 rooted in Path (22),14.26327906,1
Cell 23 rooted in Path (23),11.42656877,1
Cell 20 rooted in Path (20),2.443967607,1
Cell 21 rooted in Path (21),1.805593798,1
Cell 19 rooted in Path (19),2.443967607,1
Cell 17 rooted in Path (17),16.4959753,1
Cell 18 rooted in Path (18),9.401919708,1
Cell 15 rooted in Path (15),5.881467772,1
Cell 16 rooted in Path (16),19.60489257,1
Cell 13 rooted in Path (13),2.863286156,1
Cell 57 rooted in Path (57),4.404456864,1
Cell 14 rooted in Path (14),17.30803654,1
Cell 11 rooted in Path (11),4.294929234,1
Cell 55 rooted in Path (55),6.319578292,1
Cell 12 rooted in Path (12),3.720715225,1
Cell 56 rooted in Path (56),25.43320863,1
Cell 53 rooted in Path (53),13.43242585,1
Cell 10 rooted in Path (10),3.146501216,1
Cell 54 rooted in Path (54),4.952095014,1
Cell 51 rooted in Path (51),1.696066168,1
Cell 52 rooted in Path (52),2.070016887,1
Cell 50 rooted in Path (50),5.088198503,1
Cell 48 rooted in Path (48),4.842567384,1
Cell 49 rooted in Path (49),3.410924306,1
Cell 46 rooted in Path (46),26.92901151,1
Cell 47 rooted in Path (47),12.13688626,1
Cell 44 rooted in Path (44),3.456292136,1
Cell 45 rooted in Path (45),31.77936278,1
Cell 42 rooted in Path (42),10.04029352,1
Cell 43 rooted in Path (43),4.714247784,1
Cell 40 rooted in Path (40),4.404456864,1
Cell 41 rooted in Path (41),9.311184048,1
Cell 39 rooted in Path (39),2.927445956,1
Cell 37 rooted in Path (37),9.885398057,1
Cell 38 rooted in Path (38),3.127709246,1
Cell 35 rooted in Path (35),4.313721205,1
Cell 36 rooted in Path (36),4.204193575,1
,478.2367253,
