\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),25.42220055,1
Cell 33 rooted in Path (33),9.511447338,1
Cell 77 rooted in Path (77),8.525698669,1
Cell 5 rooted in Path (5),14.11616749,1
Cell 34 rooted in Path (34),4.313721205,1
Cell 78 rooted in Path (78),9.976133717,1
Cell 2 rooted in Path (2),4.668879954,1
Cell 31 rooted in Path (31),5.326045733,1
Cell 75 rooted in Path (75),4.842567384,1
Cell 3 rooted in Path (3),3.082341416,1
Cell 32 rooted in Path (32),5.016254814,1
Cell 76 rooted in Path (76),21.18364722,1
Cell 73 rooted in Path (73),11.917831,1
Cell 1 rooted in Path (1),29.78451377,1
Cell 30 rooted in Path (30),21.00995979,1
Cell 74 rooted in Path (74),2.070016887,1
Cell 71 rooted in Path (71),40.04063836,1
Cell 72 rooted in Path (72),14.35401472,1
Cell 70 rooted in Path (70),2.224912347,1
Cell 8 rooted in Path (8),8.12517209,1
Cell 9 rooted in Path (9),4.049298115,1
Cell 6 rooted in Path (6),4.778407584,1
Cell 7 rooted in Path (7),7.131639531,1
Cell 28 rooted in Path (28),4.185401604,1
Cell 29 rooted in Path (29),20.43574578,1
Cell 26 rooted in Path (26),2.024649058,1
Cell 27 rooted in Path (27),9.073336818,1
Cell 24 rooted in Path (24),2.708390697,1
Cell 68 rooted in Path (68),10.5691397,1
Cell 25 rooted in Path (25),4.952095014,1
Cell 69 rooted in Path (69),10.34230055,1
Cell 22 rooted in Path (22),4.423248835,1
Cell 66 rooted in Path (66),8.654018269,1
Cell 23 rooted in Path (23),0.638373809,1
Cell 67 rooted in Path (67),1.760225968,1
Cell 20 rooted in Path (20),7.94370077,1
Cell 64 rooted in Path (64),12.35594152,1
Cell 21 rooted in Path (21),3.611187595,1
Cell 65 rooted in Path (65),25.40663277,1
Cell 62 rooted in Path (62),1.012324529,1
Cell 63 rooted in Path (63),9.092128789,1
Cell 60 rooted in Path (60),10.35008444,1
Cell 61 rooted in Path (61),2.334439977,1
Cell 19 rooted in Path (19),7.996852489,1
Cell 17 rooted in Path (17),4.359089034,1
Cell 18 rooted in Path (18),36.26354722,1
Cell 15 rooted in Path (15),11.62683205,1
Cell 59 rooted in Path (59),1.276747618,1
Cell 16 rooted in Path (16),2.972813786,1
Cell 13 rooted in Path (13),26.08259052,1
Cell 57 rooted in Path (57),11.99299889,1
Cell 14 rooted in Path (14),7.003319931,1
Cell 58 rooted in Path (58),4.423248835,1
Cell 11 rooted in Path (11),17.3346124,1
Cell 55 rooted in Path (55),4.623512124,1
Cell 12 rooted in Path (12),5.926835602,1
Cell 56 rooted in Path (56),4.952095014,1
Cell 53 rooted in Path (53),1.915121428,1
Cell 10 rooted in Path (10),1.167219988,1
Cell 54 rooted in Path (54),3.985138315,1
Cell 51 rooted in Path (51),2.289072147,1
Cell 52 rooted in Path (52),4.313721205,1
Cell 50 rooted in Path (50),2.224912347,1
Cell 91 rooted in Path (91),4.094665945,1
Cell 90 rooted in Path (90),3.146501216,1
Cell 48 rooted in Path (48),8.635226298,1
Cell 49 rooted in Path (49),15.95934523,1
Cell 46 rooted in Path (46),7.834173141,1
Cell 47 rooted in Path (47),6.410313951,1
Cell 44 rooted in Path (44),3.501659965,1
Cell 88 rooted in Path (88),2.708390697,1
Cell 45 rooted in Path (45),11.32482502,1
Cell 89 rooted in Path (89),2.817918326,1
Cell 42 rooted in Path (42),3.675347396,1
Cell 86 rooted in Path (86),6.364946122,1
Cell 43 rooted in Path (43),6.693529011,1
Cell 87 rooted in Path (87),7.505590251,1
Cell 40 rooted in Path (40),4.423248835,1
Cell 84 rooted in Path (84),4.623512124,1
Cell 41 rooted in Path (41),4.377881005,1
Cell 85 rooted in Path (85),2.553495237,1
Cell 82 rooted in Path (82),4.578144294,1
Cell 83 rooted in Path (83),3.456292136,1
Cell 80 rooted in Path (80),7.9249088,1
Cell 81 rooted in Path (81),18.00278626,1
Cell 39 rooted in Path (39),11.05261805,1
Cell 37 rooted in Path (37),2.443967607,1
Cell 38 rooted in Path (38),4.140033775,1
Cell 35 rooted in Path (35),2.598863067,1
Cell 79 rooted in Path (79),10.10445332,1
Cell 36 rooted in Path (36),13.89711223,1
,760.9249064,
