\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),30.40409561,1
Cell 33 rooted in Path (33),12.65794855,1
Cell 77 rooted in Path (77),2.708390697,1
Cell 5 rooted in Path (5),3.830242855,1
Cell 34 rooted in Path (34),13.95348814,1
Cell 78 rooted in Path (78),3.875610685,1
Cell 2 rooted in Path (2),3.920978515,1
Cell 31 rooted in Path (31),20.88164019,1
Cell 75 rooted in Path (75),4.468616664,1
Cell 3 rooted in Path (3),7.460222421,1
Cell 32 rooted in Path (32),11.89125514,1
Cell 76 rooted in Path (76),2.817918326,1
Cell 73 rooted in Path (73),8.763545899,1
Cell 1 rooted in Path (1),27.32953808,1
Cell 30 rooted in Path (30),11.86467929,1
Cell 74 rooted in Path (74),3.410924306,1
Cell 71 rooted in Path (71),2.289072147,1
Cell 72 rooted in Path (72),2.863286156,1
Cell 70 rooted in Path (70),5.197726133,1
Cell 8 rooted in Path (8),7.53216611,1
Cell 9 rooted in Path (9),2.489335437,1
Cell 6 rooted in Path (6),29.47472285,1
Cell 7 rooted in Path (7),20.71896084,1
Cell 28 rooted in Path (28),20.5530573,1
Cell 29 rooted in Path (29),15.36633925,1
Cell 26 rooted in Path (26),5.945627572,1
Cell 27 rooted in Path (27),10.59571556,1
Cell 24 rooted in Path (24),10.55034773,1
Cell 68 rooted in Path (68),2.817918326,1
Cell 25 rooted in Path (25),7.70585354,1
Cell 69 rooted in Path (69),2.443967607,1
Cell 22 rooted in Path (22),28.88950076,1
Cell 66 rooted in Path (66),6.584001382,1
Cell 23 rooted in Path (23),8.18933189,1
Cell 67 rooted in Path (67),2.663022867,1
Cell 20 rooted in Path (20),2.708390697,1
Cell 64 rooted in Path (64),1.322115448,1
Cell 21 rooted in Path (21),3.766083055,1
Cell 65 rooted in Path (65),4.249561405,1
Cell 62 rooted in Path (62),5.726572312,1
Cell 63 rooted in Path (63),6.693529011,1
Cell 60 rooted in Path (60),9.375343849,1
Cell 61 rooted in Path (61),25.08583377,1
Cell 19 rooted in Path (19),8.763545899,1
Cell 17 rooted in Path (17),9.447287538,1
Cell 18 rooted in Path (18),9.092128789,1
Cell 15 rooted in Path (15),3.127709246,1
Cell 59 rooted in Path (59),2.553495237,1
Cell 16 rooted in Path (16),2.398599777,1
Cell 13 rooted in Path (13),24.46625193,1
Cell 57 rooted in Path (57),0.528846179,1
Cell 14 rooted in Path (14),9.401919708,1
Cell 58 rooted in Path (58),21.87839694,1
Cell 11 rooted in Path (11),2.024649058,1
Cell 55 rooted in Path (55),11.91004711,1
Cell 12 rooted in Path (12),3.456292136,1
Cell 56 rooted in Path (56),1.276747618,1
Cell 53 rooted in Path (53),3.127709246,1
Cell 10 rooted in Path (10),18.98531074,1
Cell 54 rooted in Path (54),3.036973586,1
Cell 51 rooted in Path (51),6.912584271,1
Cell 95 rooted in Path (95),3.875610685,1
Cell 52 rooted in Path (52),2.553495237,1
Cell 93 rooted in Path (93),3.720715225,1
Cell 50 rooted in Path (50),3.501659965,1
Cell 94 rooted in Path (94),2.598863067,1
Cell 91 rooted in Path (91),2.863286156,1
Cell 92 rooted in Path (92),3.346764506,1
Cell 90 rooted in Path (90),1.586538538,1
Cell 48 rooted in Path (48),5.326045733,1
Cell 49 rooted in Path (49),7.35847868,1
Cell 46 rooted in Path (46),7.177007361,1
Cell 47 rooted in Path (47),2.024649058,1
Cell 44 rooted in Path (44),9.492655368,1
Cell 88 rooted in Path (88),0.638373809,1
Cell 45 rooted in Path (45),3.501659965,1
Cell 89 rooted in Path (89),1.431643078,1
Cell 42 rooted in Path (42),8.151747949,1
Cell 86 rooted in Path (86),5.106990474,1
Cell 43 rooted in Path (43),1.167219988,1
Cell 87 rooted in Path (87),4.668879954,1
Cell 40 rooted in Path (40),6.912584271,1
Cell 84 rooted in Path (84),7.66048571,1
Cell 41 rooted in Path (41),14.28985492,1
Cell 85 rooted in Path (85),14.27106295,1
Cell 82 rooted in Path (82),17.19850891,1
Cell 83 rooted in Path (83),5.809524083,1
Cell 80 rooted in Path (80),4.513984494,1
Cell 81 rooted in Path (81),3.875610685,1
Cell 39 rooted in Path (39),5.261885933,1
Cell 37 rooted in Path (37),11.27945719,1
Cell 38 rooted in Path (38),4.140033775,1
Cell 35 rooted in Path (35),3.146501216,1
Cell 79 rooted in Path (79),5.152358303,1
Cell 36 rooted in Path (36),1.431643078,1
,749.4607537,
