\,Branch length (µm) [Single value],No. of compartments
Cell 55 rooted in Path (55),2.334439977,1
Cell 45 rooted in Path (45),6.648161182,1
Cell 56 rooted in Path (56),2.753758526,1
Cell 53 rooted in Path (53),21.98470038,1
Cell 54 rooted in Path (54),3.127709246,1
Cell 51 rooted in Path (51),18.92115093,1
Cell 52 rooted in Path (52),71.40524228,1
Cell 50 rooted in Path (50),6.036363232,1
Cell 48 rooted in Path (48),9.976133717,1
Cell 49 rooted in Path (49),28.30427867,1
Cell 46 rooted in Path (46),3.501659965,1
Cell 47 rooted in Path (47),41.37053769,1
,216.3641358,
