\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),6.803056641,1
Cell 33 rooted in Path (33),13.25873842,1
Cell 77 rooted in Path (77),8.03443643,1
Cell 5 rooted in Path (5),17.24387674,1
Cell 34 rooted in Path (34),32.68215968,1
Cell 2 rooted in Path (2),3.437500165,1
Cell 31 rooted in Path (31),12.66573244,1
Cell 75 rooted in Path (75),4.049298115,1
Cell 3 rooted in Path (3),14.8187011,1
Cell 32 rooted in Path (32),2.489335437,1
Cell 76 rooted in Path (76),4.249561405,1
Cell 73 rooted in Path (73),1.386275248,1
Cell 1 rooted in Path (1),54.73101986,1
Cell 30 rooted in Path (30),13.74221677,1
Cell 74 rooted in Path (74),6.538633552,1
Cell 71 rooted in Path (71),3.018181616,1
Cell 72 rooted in Path (72),2.179544517,1
Cell 70 rooted in Path (70),11.25288134,1
Cell 8 rooted in Path (8),23.3897676,1
Cell 9 rooted in Path (9),60.4388002,1
Cell 6 rooted in Path (6),4.030506145,1
Cell 7 rooted in Path (7),5.197726133,1
Cell 28 rooted in Path (28),8.654018269,1
Cell 29 rooted in Path (29),56.27219057,1
Cell 26 rooted in Path (26),18.53941633,1
Cell 27 rooted in Path (27),6.757688812,1
Cell 24 rooted in Path (24),3.920978515,1
Cell 68 rooted in Path (68),17.66319529,1
Cell 25 rooted in Path (25),34.70680873,1
Cell 69 rooted in Path (69),9.447287538,1
Cell 22 rooted in Path (22),13.21337059,1
Cell 66 rooted in Path (66),24.4850439,1
Cell 23 rooted in Path (23),7.003319931,1
Cell 67 rooted in Path (67),17.61782746,1
Cell 20 rooted in Path (20),4.778407584,1
Cell 64 rooted in Path (64),7.20358322,1
Cell 21 rooted in Path (21),3.784875025,1
Cell 65 rooted in Path (65),28.38723044,1
Cell 62 rooted in Path (62),5.817307972,1
Cell 63 rooted in Path (63),6.720104871,1
Cell 60 rooted in Path (60),79.59001448,1
Cell 61 rooted in Path (61),2.772550497,1
Cell 19 rooted in Path (19),6.803056641,1
Cell 17 rooted in Path (17),8.061012289,1
Cell 18 rooted in Path (18),9.337759908,1
Cell 15 rooted in Path (15),1.696066168,1
Cell 59 rooted in Path (59),22.88749728,1
Cell 16 rooted in Path (16),2.708390697,1
Cell 13 rooted in Path (13),17.92761838,1
Cell 57 rooted in Path (57),1.696066168,1
Cell 14 rooted in Path (14),16.54134313,1
Cell 58 rooted in Path (58),15.37412314,1
Cell 11 rooted in Path (11),15.92176129,1
Cell 55 rooted in Path (55),3.237236876,1
Cell 12 rooted in Path (12),17.24387674,1
Cell 56 rooted in Path (56),1.586538538,1
Cell 53 rooted in Path (53),4.513984494,1
Cell 10 rooted in Path (10),11.27945719,1
Cell 54 rooted in Path (54),2.927445956,1
Cell 51 rooted in Path (51),4.906727184,1
Cell 52 rooted in Path (52),4.158825745,1
Cell 50 rooted in Path (50),9.447287538,1
Cell 48 rooted in Path (48),17.90882641,1
Cell 49 rooted in Path (49),25.4520006,1
Cell 46 rooted in Path (46),35.500078,1
Cell 47 rooted in Path (47),21.53880597,1
Cell 44 rooted in Path (44),13.19457862,1
Cell 45 rooted in Path (45),6.493265722,1
Cell 42 rooted in Path (42),91.99132383,1
Cell 43 rooted in Path (43),20.35279401,1
Cell 40 rooted in Path (40),17.44414003,1
Cell 41 rooted in Path (41),18.28277713,1
Cell 39 rooted in Path (39),31.01266937,1
Cell 37 rooted in Path (37),3.282604706,1
Cell 38 rooted in Path (38),58.25469599,1
Cell 35 rooted in Path (35),7.112847561,1
Cell 36 rooted in Path (36),3.282604706,1
,1212.333258,
