\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),14.7545413,1
Cell 33 rooted in Path (33),22.15838781,1
Cell 5 rooted in Path (5),12.66573244,1
Cell 34 rooted in Path (34),45.90331416,1
Cell 2 rooted in Path (2),8.480330839,1
Cell 31 rooted in Path (31),8.434963009,1
Cell 3 rooted in Path (3),13.40584999,1
Cell 32 rooted in Path (32),19.37805342,1
Cell 1 rooted in Path (1),40.2707017,1
Cell 30 rooted in Path (30),59.67533098,1
Cell 8 rooted in Path (8),14.31643078,1
Cell 9 rooted in Path (9),17.5912516,1
Cell 6 rooted in Path (6),20.08058703,1
Cell 7 rooted in Path (7),50.13730779,1
Cell 28 rooted in Path (28),20.66258493,1
Cell 29 rooted in Path (29),2.553495237,1
Cell 26 rooted in Path (26),30.95951765,1
Cell 27 rooted in Path (27),18.21083344,1
Cell 24 rooted in Path (24),13.56852934,1
Cell 25 rooted in Path (25),13.83295243,1
Cell 22 rooted in Path (22),42.19360702,1
Cell 23 rooted in Path (23),20.40916992,1
Cell 20 rooted in Path (20),34.61607308,1
Cell 21 rooted in Path (21),20.73775281,1
Cell 62 rooted in Path (62),18.92115093,1
Cell 63 rooted in Path (63),19.95226743,1
Cell 60 rooted in Path (60),17.02482148,1
Cell 61 rooted in Path (61),3.127709246,1
Cell 19 rooted in Path (19),19.4610052,1
Cell 17 rooted in Path (17),17.94641035,1
Cell 18 rooted in Path (18),23.75593443,1
Cell 15 rooted in Path (15),11.09798588,1
Cell 59 rooted in Path (59),27.1934346,1
Cell 16 rooted in Path (16),49.37061438,1
Cell 13 rooted in Path (13),14.52770215,1
Cell 57 rooted in Path (57),5.106990474,1
Cell 14 rooted in Path (14),5.964419543,1
Cell 58 rooted in Path (58),43.62525009,1
Cell 11 rooted in Path (11),18.22962541,1
Cell 55 rooted in Path (55),23.40077568,1
Cell 12 rooted in Path (12),4.249561405,1
Cell 56 rooted in Path (56),9.228232278,1
Cell 53 rooted in Path (53),2.289072147,1
Cell 10 rooted in Path (10),2.708390697,1
Cell 54 rooted in Path (54),43.78014555,1
Cell 51 rooted in Path (51),6.164682832,1
Cell 52 rooted in Path (52),5.526309023,1
Cell 50 rooted in Path (50),18.58478416,1
Cell 48 rooted in Path (48),28.67822939,1
Cell 49 rooted in Path (49),16.12202458,1
Cell 46 rooted in Path (46),21.84859689,1
Cell 47 rooted in Path (47),43.49693049,1
Cell 44 rooted in Path (44),18.65672785,1
Cell 45 rooted in Path (45),27.42027374,1
Cell 42 rooted in Path (42),8.434963009,1
Cell 43 rooted in Path (43),19.95226743,1
Cell 40 rooted in Path (40),6.410313951,1
Cell 41 rooted in Path (41),14.58085387,1
Cell 39 rooted in Path (39),60.81275092,1
Cell 37 rooted in Path (37),18.47525653,1
Cell 38 rooted in Path (38),27.06511499,1
Cell 35 rooted in Path (35),4.513984494,1
Cell 36 rooted in Path (36),35.84745286,1
,1328.550315,
