\,Branch length (µm) [Single value],No. of compartments
Cell 88 rooted in Path (88),15.09090808,1
Cell 89 rooted in Path (89),14.23347901,1
Cell 86 rooted in Path (86),5.352621593,1
Cell 87 rooted in Path (87),3.173077076,1
Cell 84 rooted in Path (84),6.565209411,1
Cell 95 rooted in Path (95),11.34361699,1
Cell 85 rooted in Path (85),13.30410625,1
Cell 93 rooted in Path (93),37.16634412,1
Cell 83 rooted in Path (83),13.28531428,1
Cell 94 rooted in Path (94),29.47928255,1
Cell 91 rooted in Path (91),44.460663,1
Cell 92 rooted in Path (92),11.80830337,1
Cell 90 rooted in Path (90),14.51669407,1
,219.7796198,
