\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),7.222375191,1
Cell 11 rooted in Path (11),2.863286156,1
Cell 33 rooted in Path (33),2.753758526,1
Cell 5 rooted in Path (5),10.47840404,1
Cell 12 rooted in Path (12),7.131639531,1
Cell 34 rooted in Path (34),0.638373809,1
Cell 2 rooted in Path (2),23.67298266,1
Cell 31 rooted in Path (31),3.720715225,1
Cell 3 rooted in Path (3),4.933303044,1
Cell 10 rooted in Path (10),11.11677785,1
Cell 32 rooted in Path (32),5.900259743,1
Cell 1 rooted in Path (1),32.62900796,1
Cell 30 rooted in Path (30),4.075873974,1
Cell 8 rooted in Path (8),3.036973586,1
Cell 9 rooted in Path (9),20.9380161,1
Cell 6 rooted in Path (6),5.326045733,1
Cell 7 rooted in Path (7),4.140033775,1
Cell 28 rooted in Path (28),2.243704317,1
Cell 29 rooted in Path (29),12.20104606,1
Cell 26 rooted in Path (26),1.760225968,1
Cell 27 rooted in Path (27),3.191869046,1
Cell 24 rooted in Path (24),5.307253763,1
Cell 25 rooted in Path (25),7.81538117,1
Cell 22 rooted in Path (22),3.985138315,1
Cell 23 rooted in Path (23),2.817918326,1
Cell 20 rooted in Path (20),12.52962895,1
Cell 21 rooted in Path (21),3.920978515,1
Cell 19 rooted in Path (19),7.84195703,1
Cell 17 rooted in Path (17),11.29824917,1
Cell 18 rooted in Path (18),3.127709246,1
Cell 15 rooted in Path (15),4.668879954,1
Cell 16 rooted in Path (16),4.094665945,1
Cell 13 rooted in Path (13),28.54990979,1
Cell 14 rooted in Path (14),10.55034773,1
,276.4826902,
