\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.830242855,1
Cell 11 rooted in Path (11),3.830242855,1
Cell 5 rooted in Path (5),20.83627236,1
Cell 12 rooted in Path (12),3.018181616,1
Cell 2 rooted in Path (2),11.18872154,1
Cell 3 rooted in Path (3),8.12517209,1
Cell 10 rooted in Path (10),4.687671924,1
Cell 1 rooted in Path (1),56.78546897,1
Cell 8 rooted in Path (8),2.289072147,1
Cell 9 rooted in Path (9),2.179544517,1
Cell 6 rooted in Path (6),2.334439977,1
Cell 7 rooted in Path (7),4.204193575,1
Cell 13 rooted in Path (13),6.584001382,1
,129.8932258,
