\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),15.355331169259202,1
Cell 11 rooted in Path (11),6.210050661940521,1
Cell 33 rooted in Path (33),2.772550496676078,1
Cell 5 rooted in Path (5),4.513984494194457,1
Cell 12 rooted in Path (12),6.519841581348544,1
Cell 34 rooted in Path (34),24.337932327875812,1
Cell 2 rooted in Path (2),1.760225967905483,1
Cell 31 rooted in Path (31),2.817918326448384,1
Cell 3 rooted in Path (3),23.608822859128043,1
Cell 10 rooted in Path (10),1.91512142760949,1
Cell 32 rooted in Path (32),3.830242855218992,1
Cell 1 rooted in Path (1),13.103842962856506,1
Cell 30 rooted in Path (30),24.802618706987833,1
Cell 8 rooted in Path (8),8.234699719481723,1
Cell 9 rooted in Path (9),6.738896841211976,1
Cell 6 rooted in Path (6),20.37158598333992,1
Cell 7 rooted in Path (7),3.501659965423848,1
Cell 28 rooted in Path (28),1.805593797677768,1
Cell 29 rooted in Path (29),13.670273082902197,1
Cell 26 rooted in Path (26),27.730064663367934,1
Cell 27 rooted in Path (27),3.256028846175238,1
Cell 24 rooted in Path (24),13.587321312355643,1
Cell 46 rooted in Path (46),12.877003813995017,1
Cell 25 rooted in Path (25),1.7602259679054795,1
Cell 22 rooted in Path (22),9.775870427523785,1
Cell 44 rooted in Path (44),2.115384717085803,1
Cell 23 rooted in Path (23),3.018181615924699,1
Cell 45 rooted in Path (45),4.978670873306486,1
Cell 20 rooted in Path (20),8.854281558297785,1
Cell 42 rooted in Path (42),3.9209785147635783,1
Cell 21 rooted in Path (21),5.26188593332933,1
Cell 43 rooted in Path (43),2.0700168873135096,1
Cell 40 rooted in Path (40),7.094055590392292,1
Cell 41 rooted in Path (41),5.371413563261068,1
Cell 19 rooted in Path (19),29.81108963207053,1
Cell 17 rooted in Path (17),28.069655634552134,1
Cell 39 rooted in Path (39),6.912584271303111,1
Cell 18 rooted in Path (18),3.018181615924685,1
Cell 15 rooted in Path (15),9.575607138047479,1
Cell 37 rooted in Path (37),2.753758526288969,1
Cell 16 rooted in Path (16),4.823775413602473,1
Cell 38 rooted in Path (38),10.988458245770703,1
Cell 13 rooted in Path (13),12.729892243289068,1
Cell 35 rooted in Path (35),14.070799661854807,1
Cell 14 rooted in Path (14),15.985921089464298,1
Cell 36 rooted in Path (36),3.784875025446699,1
