\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),10.38766838,1
Cell 33 rooted in Path (33),2.508127407,1
Cell 5 rooted in Path (5),1.167219988,1
Cell 34 rooted in Path (34),11.18872154,1
Cell 2 rooted in Path (2),3.127709246,1
Cell 31 rooted in Path (31),5.197726133,1
Cell 3 rooted in Path (3),3.392132335,1
Cell 32 rooted in Path (32),1.850961627,1
Cell 1 rooted in Path (1),13.45121782,1
Cell 30 rooted in Path (30),6.648161182,1
Cell 8 rooted in Path (8),10.02150155,1
Cell 9 rooted in Path (9),5.699996453,1
Cell 6 rooted in Path (6),28.9270847,1
Cell 7 rooted in Path (7),18.38452087,1
Cell 28 rooted in Path (28),6.803056641,1
Cell 29 rooted in Path (29),6.493265722,1
Cell 26 rooted in Path (26),1.167219988,1
Cell 27 rooted in Path (27),1.586538538,1
Cell 24 rooted in Path (24),9.420711678,1
Cell 25 rooted in Path (25),1.495802878,1
Cell 22 rooted in Path (22),7.97027663,1
Cell 23 rooted in Path (23),5.590468823,1
Cell 20 rooted in Path (20),7.460222421,1
Cell 21 rooted in Path (21),7.158215391,1
Cell 19 rooted in Path (19),17.28146068,1
Cell 17 rooted in Path (17),10.89772259,1
Cell 18 rooted in Path (18),15.51022663,1
Cell 15 rooted in Path (15),2.289072147,1
Cell 16 rooted in Path (16),3.501659965,1
Cell 13 rooted in Path (13),7.9249088,1
Cell 14 rooted in Path (14),0.37395072,1
Cell 55 rooted in Path (55),13.61389717,1
Cell 56 rooted in Path (56),6.893792301,1
Cell 53 rooted in Path (53),9.466079508,1
Cell 54 rooted in Path (54),9.930765887,1
Cell 51 rooted in Path (51),15.19265182,1
Cell 52 rooted in Path (52),22.50576267,1
Cell 50 rooted in Path (50),2.334439977,1
Cell 48 rooted in Path (48),2.334439977,1
Cell 49 rooted in Path (49),1.167219988,1
Cell 46 rooted in Path (46),2.179544517,1
Cell 47 rooted in Path (47),7.75122137,1
Cell 44 rooted in Path (44),3.675347396,1
Cell 45 rooted in Path (45),2.134176687,1
Cell 42 rooted in Path (42),6.821848612,1
Cell 43 rooted in Path (43),5.809524083,1
Cell 40 rooted in Path (40),4.359089034,1
Cell 41 rooted in Path (41),3.191869046,1
Cell 39 rooted in Path (39),2.817918326,1
Cell 37 rooted in Path (37),11.51730443,1
Cell 38 rooted in Path (38),5.681204483,1
Cell 35 rooted in Path (35),20.46232164,1
Cell 36 rooted in Path (36),4.377881005,1
Cell 77 rooted in Path (77),3.082341416,1
Cell 78 rooted in Path (78),6.255418492,1
Cell 75 rooted in Path (75),5.681204483,1
Cell 76 rooted in Path (76),10.86013865,1
Cell 73 rooted in Path (73),2.927445956,1
Cell 74 rooted in Path (74),4.377881005,1
Cell 71 rooted in Path (71),2.863286156,1
Cell 72 rooted in Path (72),15.96712912,1
Cell 70 rooted in Path (70),16.76039839,1
Cell 68 rooted in Path (68),10.5691397,1
Cell 69 rooted in Path (69),32.57263205,1
Cell 66 rooted in Path (66),1.322115448,1
Cell 67 rooted in Path (67),9.164072478,1
Cell 64 rooted in Path (64),1.805593798,1
Cell 65 rooted in Path (65),1.650698338,1
Cell 62 rooted in Path (62),2.398599777,1
Cell 63 rooted in Path (63),2.398599777,1
Cell 60 rooted in Path (60),23.69177463,1
Cell 61 rooted in Path (61),22.5511305,1
Cell 59 rooted in Path (59),5.699996453,1
Cell 57 rooted in Path (57),15.45707491,1
Cell 58 rooted in Path (58),4.513984494,1
Cell 11 rooted in Path (11),2.553495237,1
Cell 12 rooted in Path (12),5.106990474,1
Cell 97 rooted in Path (97),2.753758526,1
Cell 10 rooted in Path (10),4.861359354,1
Cell 95 rooted in Path (95),0.528846179,1
Cell 96 rooted in Path (96),2.334439977,1
Cell 93 rooted in Path (93),16.57114318,1
Cell 94 rooted in Path (94),4.049298115,1
Cell 91 rooted in Path (91),3.146501216,1
Cell 92 rooted in Path (92),3.939770485,1
Cell 90 rooted in Path (90),7.860749,1
Cell 88 rooted in Path (88),16.34107984,1
Cell 89 rooted in Path (89),8.434963009,1
Cell 86 rooted in Path (86),3.036973586,1
Cell 87 rooted in Path (87),9.775870428,1
Cell 84 rooted in Path (84),5.681204483,1
Cell 85 rooted in Path (85),4.404456864,1
Cell 82 rooted in Path (82),10.5691397,1
Cell 83 rooted in Path (83),2.817918326,1
Cell 80 rooted in Path (80),5.809524083,1
Cell 81 rooted in Path (81),5.926835602,1
Cell 79 rooted in Path (79),23.60103897,1
,751.771842,
