\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),5.416781393,1
Cell 33 rooted in Path (33),14.50891018,1
Cell 5 rooted in Path (5),4.668879954,1
Cell 34 rooted in Path (34),1.057692359,1
Cell 2 rooted in Path (2),18.71310376,1
Cell 31 rooted in Path (31),4.887935214,1
Cell 3 rooted in Path (3),7.26774302,1
Cell 32 rooted in Path (32),6.803056641,1
Cell 1 rooted in Path (1),55.25986604,1
Cell 30 rooted in Path (30),8.635226298,1
Cell 8 rooted in Path (8),9.575607138,1
Cell 9 rooted in Path (9),7.241167161,1
Cell 6 rooted in Path (6),2.398599777,1
Cell 7 rooted in Path (7),16.22376832,1
Cell 28 rooted in Path (28),5.990995402,1
Cell 29 rooted in Path (29),6.648161182,1
Cell 26 rooted in Path (26),1.805593798,1
Cell 27 rooted in Path (27),9.511447338,1
Cell 24 rooted in Path (24),4.094665945,1
Cell 25 rooted in Path (25),28.36065458,1
Cell 22 rooted in Path (22),3.282604706,1
Cell 23 rooted in Path (23),2.908653986,1
Cell 20 rooted in Path (20),7.022111901,1
Cell 21 rooted in Path (21),11.62683205,1
Cell 60 rooted in Path (60),3.830242855,1
Cell 61 rooted in Path (61),2.398599777,1
Cell 19 rooted in Path (19),46.98302268,1
Cell 17 rooted in Path (17),2.598863067,1
Cell 18 rooted in Path (18),2.882078127,1
Cell 15 rooted in Path (15),3.766083055,1
Cell 59 rooted in Path (59),3.237236876,1
Cell 16 rooted in Path (16),1.431643078,1
Cell 13 rooted in Path (13),2.179544517,1
Cell 57 rooted in Path (57),6.867216442,1
Cell 14 rooted in Path (14),3.082341416,1
Cell 58 rooted in Path (58),2.070016887,1
Cell 11 rooted in Path (11),1.057692359,1
Cell 55 rooted in Path (55),6.228842632,1
Cell 12 rooted in Path (12),1.541170708,1
Cell 56 rooted in Path (56),4.294929234,1
Cell 53 rooted in Path (53),15.52123471,1
Cell 10 rooted in Path (10),2.024649058,1
Cell 54 rooted in Path (54),5.462149223,1
Cell 51 rooted in Path (51),14.72796544,1
Cell 52 rooted in Path (52),1.960489257,1
Cell 50 rooted in Path (50),1.012324529,1
Cell 48 rooted in Path (48),4.933303044,1
Cell 49 rooted in Path (49),7.66048571,1
Cell 46 rooted in Path (46),37.80794212,1
Cell 47 rooted in Path (47),18.56599219,1
Cell 44 rooted in Path (44),20.26205835,1
Cell 45 rooted in Path (45),13.13041882,1
Cell 42 rooted in Path (42),5.699996453,1
Cell 43 rooted in Path (43),2.863286156,1
Cell 40 rooted in Path (40),5.836099942,1
Cell 41 rooted in Path (41),6.848424471,1
Cell 39 rooted in Path (39),13.8517444,1
Cell 37 rooted in Path (37),4.359089034,1
Cell 38 rooted in Path (38),13.52316151,1
Cell 35 rooted in Path (35),21.56538183,1
Cell 36 rooted in Path (36),16.34107984,1
,572.316858,
