\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),18.12788167,1
Cell 33 rooted in Path (33),1.805593798,1
Cell 77 rooted in Path (77),1.805593798,1
Cell 5 rooted in Path (5),4.797199554,1
Cell 34 rooted in Path (34),6.712320982,1
Cell 78 rooted in Path (78),1.386275248,1
Cell 2 rooted in Path (2),1.386275248,1
Cell 31 rooted in Path (31),11.917831,1
Cell 75 rooted in Path (75),10.05908549,1
Cell 3 rooted in Path (3),5.635836653,1
Cell 32 rooted in Path (32),4.158825745,1
Cell 76 rooted in Path (76),1.960489257,1
Cell 73 rooted in Path (73),8.744753928,1
Cell 1 rooted in Path (1),25.18757751,1
Cell 30 rooted in Path (30),11.38120094,1
Cell 74 rooted in Path (74),4.978670873,1
Cell 71 rooted in Path (71),8.589858469,1
Cell 72 rooted in Path (72),4.340297064,1
Cell 70 rooted in Path (70),20.32621815,1
Cell 8 rooted in Path (8),3.456292136,1
Cell 9 rooted in Path (9),2.224912347,1
Cell 6 rooted in Path (6),2.070016887,1
Cell 7 rooted in Path (7),12.36694961,1
Cell 28 rooted in Path (28),3.191869046,1
Cell 29 rooted in Path (29),2.972813786,1
Cell 26 rooted in Path (26),4.313721205,1
Cell 27 rooted in Path (27),4.733039754,1
Cell 24 rooted in Path (24),6.338370262,1
Cell 68 rooted in Path (68),3.082341416,1
Cell 25 rooted in Path (25),6.100523032,1
Cell 69 rooted in Path (69),8.0532284,1
Cell 22 rooted in Path (22),11.73635968,1
Cell 66 rooted in Path (66),2.334439977,1
Cell 23 rooted in Path (23),9.175080559,1
Cell 67 rooted in Path (67),7.57753394,1
Cell 20 rooted in Path (20),8.01564446,1
Cell 64 rooted in Path (64),3.830242855,1
Cell 21 rooted in Path (21),3.875610685,1
Cell 65 rooted in Path (65),5.216518104,1
Cell 62 rooted in Path (62),2.179544517,1
Cell 63 rooted in Path (63),21.09291156,1
Cell 60 rooted in Path (60),3.611187595,1
Cell 61 rooted in Path (61),3.784875025,1
Cell 19 rooted in Path (19),2.553495237,1
Cell 17 rooted in Path (17),5.088198503,1
Cell 18 rooted in Path (18),12.32936566,1
Cell 15 rooted in Path (15),2.243704317,1
Cell 59 rooted in Path (59),10.94309042,1
Cell 16 rooted in Path (16),4.513984494,1
Cell 13 rooted in Path (13),2.243704317,1
Cell 57 rooted in Path (57),2.708390697,1
Cell 14 rooted in Path (14),2.224912347,1
Cell 58 rooted in Path (58),3.410924306,1
Cell 11 rooted in Path (11),9.292392078,1
Cell 55 rooted in Path (55),3.784875025,1
Cell 12 rooted in Path (12),16.25034418,1
Cell 56 rooted in Path (56),3.939770485,1
Cell 53 rooted in Path (53),4.030506145,1
Cell 10 rooted in Path (10),0.793269269,1
Cell 54 rooted in Path (54),2.772550497,1
Cell 51 rooted in Path (51),1.696066168,1
Cell 52 rooted in Path (52),14.95480459,1
Cell 50 rooted in Path (50),2.398599777,1
Cell 48 rooted in Path (48),8.40838715,1
Cell 49 rooted in Path (49),1.012324529,1
Cell 46 rooted in Path (46),6.493265722,1
Cell 47 rooted in Path (47),4.687671924,1
Cell 44 rooted in Path (44),1.167219988,1
Cell 45 rooted in Path (45),2.663022867,1
Cell 42 rooted in Path (42),5.571676853,1
Cell 43 rooted in Path (43),5.900259743,1
Cell 40 rooted in Path (40),9.492655368,1
Cell 84 rooted in Path (84),1.167219988,1
Cell 41 rooted in Path (41),2.817918326,1
Cell 82 rooted in Path (82),5.945627572,1
Cell 83 rooted in Path (83),7.37727065,1
Cell 80 rooted in Path (80),0.747901439,1
Cell 81 rooted in Path (81),10.76940299,1
Cell 39 rooted in Path (39),2.224912347,1
Cell 37 rooted in Path (37),9.711710627,1
Cell 38 rooted in Path (38),5.088198503,1
Cell 35 rooted in Path (35),64.65856155,1
Cell 79 rooted in Path (79),2.024649058,1
Cell 36 rooted in Path (36),19.9710594,1
,580.7096773,
