\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),6.784264671,1
Cell 33 rooted in Path (33),16.48819141,1
Cell 77 rooted in Path (77),6.621585322,1
Cell 5 rooted in Path (5),13.96127203,1
Cell 34 rooted in Path (34),4.313721205,1
Cell 78 rooted in Path (78),4.423248835,1
Cell 2 rooted in Path (2),2.972813786,1
Cell 31 rooted in Path (31),25.16100165,1
Cell 75 rooted in Path (75),6.255418492,1
Cell 3 rooted in Path (3),19.6502604,1
Cell 32 rooted in Path (32),33.30174152,1
Cell 76 rooted in Path (76),9.575607138,1
Cell 73 rooted in Path (73),8.18933189,1
Cell 1 rooted in Path (1),13.7875846,1
Cell 30 rooted in Path (30),4.513984494,1
Cell 74 rooted in Path (74),23.7105666,1
Cell 71 rooted in Path (71),18.05593798,1
Cell 72 rooted in Path (72),3.784875025,1
Cell 70 rooted in Path (70),4.359089034,1
Cell 8 rooted in Path (8),11.64562403,1
Cell 9 rooted in Path (9),7.48679828,1
Cell 6 rooted in Path (6),20.01642723,1
Cell 7 rooted in Path (7),14.8828609,1
Cell 28 rooted in Path (28),4.404456864,1
Cell 29 rooted in Path (29),5.964419543,1
Cell 26 rooted in Path (26),4.887935214,1
Cell 27 rooted in Path (27),3.127709246,1
Cell 24 rooted in Path (24),4.204193575,1
Cell 68 rooted in Path (68),10.27814075,1
Cell 25 rooted in Path (25),1.586538538,1
Cell 69 rooted in Path (69),3.127709246,1
Cell 22 rooted in Path (22),22.51354656,1
Cell 66 rooted in Path (66),9.866606087,1
Cell 23 rooted in Path (23),21.44807031,1
Cell 67 rooted in Path (67),27.74885663,1
Cell 20 rooted in Path (20),21.12727131,1
Cell 64 rooted in Path (64),8.01564446,1
Cell 21 rooted in Path (21),2.553495237,1
Cell 65 rooted in Path (65),6.255418492,1
Cell 62 rooted in Path (62),1.012324529,1
Cell 63 rooted in Path (63),3.720715225,1
Cell 60 rooted in Path (60),1.012324529,1
Cell 61 rooted in Path (61),2.243704317,1
Cell 19 rooted in Path (19),2.024649058,1
Cell 17 rooted in Path (17),4.030506145,1
Cell 18 rooted in Path (18),10.21398095,1
Cell 15 rooted in Path (15),18.25620127,1
Cell 59 rooted in Path (59),3.875610685,1
Cell 16 rooted in Path (16),3.018181616,1
Cell 13 rooted in Path (13),3.456292136,1
Cell 57 rooted in Path (57),8.453754979,1
Cell 14 rooted in Path (14),19.60489257,1
Cell 58 rooted in Path (58),2.024649058,1
Cell 11 rooted in Path (11),6.629369211,1
Cell 55 rooted in Path (55),2.398599777,1
Cell 12 rooted in Path (12),3.282604706,1
Cell 56 rooted in Path (56),2.334439977,1
Cell 53 rooted in Path (53),8.672810239,1
Cell 10 rooted in Path (10),2.753758526,1
Cell 54 rooted in Path (54),6.364946122,1
Cell 51 rooted in Path (51),6.693529011,1
Cell 52 rooted in Path (52),23.15514456,1
Cell 50 rooted in Path (50),2.553495237,1
Cell 48 rooted in Path (48),2.598863067,1
Cell 49 rooted in Path (49),7.64169374,1
Cell 46 rooted in Path (46),14.36179861,1
Cell 47 rooted in Path (47),7.53216611,1
Cell 44 rooted in Path (44),19.06826251,1
Cell 45 rooted in Path (45),3.875610685,1
Cell 42 rooted in Path (42),5.280677904,1
Cell 43 rooted in Path (43),2.224912347,1
Cell 40 rooted in Path (40),2.598863067,1
Cell 41 rooted in Path (41),5.416781393,1
Cell 82 rooted in Path (82),1.495802878,1
Cell 80 rooted in Path (80),2.443967607,1
Cell 81 rooted in Path (81),1.431643078,1
Cell 39 rooted in Path (39),7.59632591,1
Cell 37 rooted in Path (37),6.720104871,1
Cell 38 rooted in Path (38),14.30864689,1
Cell 35 rooted in Path (35),4.094665945,1
Cell 79 rooted in Path (79),1.386275248,1
Cell 36 rooted in Path (36),14.38059058,1
,709.2963555,
