\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),22.033292402702767,1
Cell 5 rooted in Path (5),4.140033774627016,1
Cell 2 rooted in Path (2),11.407776795110447,1
Cell 3 rooted in Path (3),12.884787702993052,1
Cell 1 rooted in Path (1),37.07883265255391,1
Cell 8 rooted in Path (8),7.505590250733956,1
Cell 6 rooted in Path (6),3.720715225287282,1
Cell 7 rooted in Path (7),12.930155532765376,1
