\,Branch length (µm) [Single value],No. of compartments
Cell 118 rooted in Path (118),15.12849202,1
Cell 119 rooted in Path (119),2.224912347,1
Cell 39 rooted in Path (39),15.79344169,1
Cell 37 rooted in Path (37),3.766083055,1
Cell 38 rooted in Path (38),3.784875025,1
Cell 35 rooted in Path (35),1.760225968,1
Cell 36 rooted in Path (36),2.817918326,1
Cell 77 rooted in Path (77),1.167219988,1
Cell 78 rooted in Path (78),2.489335437,1
Cell 120 rooted in Path (120),8.635226298,1
Cell 75 rooted in Path (75),13.47779368,1
Cell 121 rooted in Path (121),2.817918326,1
Cell 76 rooted in Path (76),2.753758526,1
Cell 122 rooted in Path (122),1.915121428,1
Cell 73 rooted in Path (73),1.322115448,1
Cell 123 rooted in Path (123),1.805593798,1
Cell 74 rooted in Path (74),13.27753039,1
Cell 71 rooted in Path (71),1.805593798,1
Cell 72 rooted in Path (72),0.902796899,1
Cell 70 rooted in Path (70),5.416781393,1
Cell 68 rooted in Path (68),3.520451936,1
Cell 69 rooted in Path (69),4.778407584,1
Cell 66 rooted in Path (66),4.623512124,1
Cell 67 rooted in Path (67),1.541170708,1
Cell 64 rooted in Path (64),3.875610685,1
Cell 65 rooted in Path (65),20.34501012,1
Cell 62 rooted in Path (62),1.696066168,1
Cell 63 rooted in Path (63),2.289072147,1
Cell 60 rooted in Path (60),2.070016887,1
Cell 61 rooted in Path (61),10.81477082,1
Cell 59 rooted in Path (59),3.392132335,1
Cell 57 rooted in Path (57),5.371413563,1
Cell 58 rooted in Path (58),25.61467995,1
Cell 11 rooted in Path (11),2.070016887,1
Cell 99 rooted in Path (99),4.778407584,1
Cell 12 rooted in Path (12),2.334439977,1
Cell 97 rooted in Path (97),2.863286156,1
Cell 10 rooted in Path (10),3.501659965,1
Cell 98 rooted in Path (98),7.860749,1
Cell 95 rooted in Path (95),4.449824694,1
Cell 96 rooted in Path (96),3.766083055,1
Cell 93 rooted in Path (93),4.423248835,1
Cell 94 rooted in Path (94),18.12788167,1
Cell 91 rooted in Path (91),3.720715225,1
Cell 92 rooted in Path (92),3.346764506,1
Cell 90 rooted in Path (90),10.04029352,1
Cell 88 rooted in Path (88),5.552884882,1
Cell 89 rooted in Path (89),10.28592464,1
Cell 86 rooted in Path (86),3.018181616,1
Cell 87 rooted in Path (87),3.127709246,1
Cell 84 rooted in Path (84),5.571676853,1
Cell 85 rooted in Path (85),4.340297064,1
Cell 82 rooted in Path (82),19.13242231,1
Cell 83 rooted in Path (83),10.13102918,1
Cell 80 rooted in Path (80),4.733039754,1
Cell 81 rooted in Path (81),3.520451936,1
Cell 79 rooted in Path (79),3.766083055,1
,920.9779322,
