\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),7.177007361,1
Cell 11 rooted in Path (11),1.431643078,1
Cell 5 rooted in Path (5),2.289072147,1
Cell 12 rooted in Path (12),2.663022867,1
Cell 2 rooted in Path (2),20.19789855,1
Cell 3 rooted in Path (3),4.030506145,1
Cell 10 rooted in Path (10),1.541170708,1
Cell 1 rooted in Path (1),43.54229832,1
Cell 8 rooted in Path (8),1.541170708,1
Cell 9 rooted in Path (9),0.902796899,1
Cell 6 rooted in Path (6),2.289072147,1
Cell 7 rooted in Path (7),7.26774302,1
Cell 13 rooted in Path (13),9.666342798,1
,104.5397448,
