\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.830242855,1
Cell 33 rooted in Path (33),13.54195348,1
Cell 77 rooted in Path (77),2.489335437,1
Cell 5 rooted in Path (5),19.77079611,1
Cell 34 rooted in Path (34),28.39501433,1
Cell 78 rooted in Path (78),17.00602951,1
Cell 2 rooted in Path (2),18.44868067,1
Cell 31 rooted in Path (31),7.37727065,1
Cell 75 rooted in Path (75),7.97027663,1
Cell 3 rooted in Path (3),15.70270603,1
Cell 32 rooted in Path (32),5.526309023,1
Cell 76 rooted in Path (76),3.501659965,1
Cell 73 rooted in Path (73),8.480330839,1
Cell 1 rooted in Path (1),42.78661299,1
Cell 30 rooted in Path (30),44.42630325,1
Cell 74 rooted in Path (74),71.55557805,1
Cell 71 rooted in Path (71),10.41424424,1
Cell 72 rooted in Path (72),10.61450753,1
Cell 70 rooted in Path (70),33.39247718,1
Cell 8 rooted in Path (8),4.268353375,1
Cell 9 rooted in Path (9),2.553495237,1
Cell 6 rooted in Path (6),10.45961207,1
Cell 7 rooted in Path (7),3.611187595,1
Cell 28 rooted in Path (28),19.79737197,1
Cell 29 rooted in Path (29),1.850961627,1
Cell 26 rooted in Path (26),19.88810763,1
Cell 27 rooted in Path (27),36.16502767,1
Cell 24 rooted in Path (24),17.81809075,1
Cell 68 rooted in Path (68),47.39133315,1
Cell 25 rooted in Path (25),17.50829983,1
Cell 69 rooted in Path (69),21.10069545,1
Cell 22 rooted in Path (22),5.261885933,1
Cell 66 rooted in Path (66),3.127709246,1
Cell 23 rooted in Path (23),48.43801743,1
Cell 67 rooted in Path (67),15.08312419,1
Cell 20 rooted in Path (20),6.191258692,1
Cell 64 rooted in Path (64),4.604720154,1
Cell 21 rooted in Path (21),9.666342798,1
Cell 65 rooted in Path (65),2.489335437,1
Cell 62 rooted in Path (62),5.681204483,1
Cell 63 rooted in Path (63),17.08898128,1
Cell 60 rooted in Path (60),8.215907749,1
Cell 61 rooted in Path (61),19.86931566,1
Cell 19 rooted in Path (19),15.23801965,1
Cell 17 rooted in Path (17),13.94248006,1
Cell 18 rooted in Path (18),14.33522275,1
Cell 15 rooted in Path (15),15.32875531,1
Cell 59 rooted in Path (59),21.69370143,1
Cell 16 rooted in Path (16),13.67805697,1
Cell 13 rooted in Path (13),14.79990913,1
Cell 57 rooted in Path (57),4.249561405,1
Cell 14 rooted in Path (14),5.416781393,1
Cell 58 rooted in Path (58),17.79929878,1
Cell 11 rooted in Path (11),2.708390697,1
Cell 55 rooted in Path (55),4.842567384,1
Cell 12 rooted in Path (12),66.86012223,1
Cell 56 rooted in Path (56),4.249561405,1
Cell 53 rooted in Path (53),6.274210462,1
Cell 10 rooted in Path (10),2.070016887,1
Cell 54 rooted in Path (54),4.359089034,1
Cell 51 rooted in Path (51),3.720715225,1
Cell 52 rooted in Path (52),3.766083055,1
Cell 50 rooted in Path (50),3.766083055,1
Cell 48 rooted in Path (48),3.830242855,1
Cell 49 rooted in Path (49),7.550958081,1
Cell 46 rooted in Path (46),4.094665945,1
Cell 47 rooted in Path (47),6.803056641,1
Cell 44 rooted in Path (44),18.34693693,1
Cell 88 rooted in Path (88),28.2854867,1
Cell 45 rooted in Path (45),52.97401808,1
Cell 89 rooted in Path (89),1.850961627,1
Cell 42 rooted in Path (42),2.070016887,1
Cell 86 rooted in Path (86),17.35340437,1
Cell 43 rooted in Path (43),3.920978515,1
Cell 87 rooted in Path (87),18.08251384,1
Cell 40 rooted in Path (40),3.939770485,1
Cell 84 rooted in Path (84),49.01223143,1
Cell 41 rooted in Path (41),20.0352192,1
Cell 85 rooted in Path (85),17.07018931,1
Cell 82 rooted in Path (82),9.976133717,1
Cell 83 rooted in Path (83),5.042830673,1
Cell 80 rooted in Path (80),17.17971694,1
Cell 81 rooted in Path (81),24.8058429,1
Cell 39 rooted in Path (39),6.036363232,1
Cell 37 rooted in Path (37),15.79344169,1
Cell 38 rooted in Path (38),10.02150155,1
Cell 35 rooted in Path (35),16.72281445,1
Cell 79 rooted in Path (79),15.61975426,1
Cell 36 rooted in Path (36),3.237236876,1
,1332.115582,
