\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),4.513984494,1
Cell 11 rooted in Path (11),3.346764506,1
Cell 5 rooted in Path (5),2.644230896,1
Cell 12 rooted in Path (12),10.39545227,1
Cell 2 rooted in Path (2),26.6723723,1
Cell 3 rooted in Path (3),15.06433222,1
Cell 10 rooted in Path (10),1.915121428,1
Cell 1 rooted in Path (1),2.817918326,1
Cell 8 rooted in Path (8),5.088198503,1
Cell 9 rooted in Path (9),3.237236876,1
Cell 6 rooted in Path (6),14.06301577,1
Cell 7 rooted in Path (7),4.359089034,1
Cell 17 rooted in Path (17),2.817918326,1
Cell 18 rooted in Path (18),4.714247784,1
Cell 15 rooted in Path (15),1.915121428,1
Cell 16 rooted in Path (16),3.018181616,1
Cell 13 rooted in Path (13),6.602793352,1
Cell 14 rooted in Path (14),17.41756417,1
,130.6035433,
