\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),5.526309022965054,1
Cell 11 rooted in Path (11),15.366339250648249,1
Cell 5 rooted in Path (5),14.799909130602574,1
Cell 12 rooted in Path (12),12.302789804951265,1
Cell 2 rooted in Path (2),2.4893354366532305,1
Cell 3 rooted in Path (3),58.651998372751684,1
Cell 10 rooted in Path (10),6.036363231849371,1
Cell 1 rooted in Path (1),36.10409206455761,1
Cell 8 rooted in Path (8),1.9604892573818034,1
Cell 9 rooted in Path (9),2.0700168873135087,1
Cell 6 rooted in Path (6),16.979453647847798,1
Cell 7 rooted in Path (7),16.405239638804066,1
Cell 26 rooted in Path (26),4.1588257450141235,1
Cell 27 rooted in Path (27),6.228842632327638,1
Cell 24 rooted in Path (24),4.0946659448547225,1
Cell 25 rooted in Path (25),9.685134767979186,1
Cell 22 rooted in Path (22),4.778407583830181,1
Cell 23 rooted in Path (23),3.7207152252872824,1
Cell 20 rooted in Path (20),2.3344399769492346,1
Cell 21 rooted in Path (21),20.435745783499353,1
Cell 19 rooted in Path (19),13.58732131235566,1
Cell 17 rooted in Path (17),8.38959517918574,1
Cell 18 rooted in Path (18),6.712320981826781,1
Cell 15 rooted in Path (15),4.778407583830181,1
Cell 16 rooted in Path (16),4.468616664422157,1
Cell 13 rooted in Path (13),28.862924903459348,1
Cell 14 rooted in Path (14),8.280067549254026,1
