\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),7.331902821,1
Cell 33 rooted in Path (33),1.805593798,1
Cell 5 rooted in Path (5),9.647550827,1
Cell 34 rooted in Path (34),18.44868067,1
Cell 2 rooted in Path (2),3.501659965,1
Cell 31 rooted in Path (31),21.07411959,1
Cell 3 rooted in Path (3),2.553495237,1
Cell 32 rooted in Path (32),1.915121428,1
Cell 1 rooted in Path (1),13.54195348,1
Cell 30 rooted in Path (30),2.334439977,1
Cell 70 rooted in Path (70),1.650698338,1
Cell 8 rooted in Path (8),5.326045733,1
Cell 9 rooted in Path (9),5.745364283,1
Cell 6 rooted in Path (6),4.559352324,1
Cell 7 rooted in Path (7),7.615117881,1
Cell 28 rooted in Path (28),10.04029352,1
Cell 29 rooted in Path (29),4.030506145,1
Cell 26 rooted in Path (26),5.371413563,1
Cell 27 rooted in Path (27),3.127709246,1
Cell 24 rooted in Path (24),7.24895105,1
Cell 68 rooted in Path (68),1.541170708,1
Cell 25 rooted in Path (25),9.602182997,1
Cell 69 rooted in Path (69),6.055155202,1
Cell 22 rooted in Path (22),6.939160131,1
Cell 66 rooted in Path (66),7.35847868,1
Cell 23 rooted in Path (23),6.602793352,1
Cell 67 rooted in Path (67),6.210050662,1
Cell 20 rooted in Path (20),1.386275248,1
Cell 64 rooted in Path (64),3.256028846,1
Cell 21 rooted in Path (21),5.771940142,1
Cell 65 rooted in Path (65),4.668879954,1
Cell 62 rooted in Path (62),1.322115448,1
Cell 63 rooted in Path (63),2.753758526,1
Cell 60 rooted in Path (60),11.32482502,1
Cell 61 rooted in Path (61),2.070016887,1
Cell 19 rooted in Path (19),1.915121428,1
Cell 17 rooted in Path (17),2.663022867,1
Cell 18 rooted in Path (18),9.685134768,1
Cell 15 rooted in Path (15),2.334439977,1
Cell 59 rooted in Path (59),10.30471661,1
Cell 16 rooted in Path (16),5.919051713,1
Cell 13 rooted in Path (13),3.282604706,1
Cell 57 rooted in Path (57),5.681204483,1
Cell 14 rooted in Path (14),6.565209411,1
Cell 58 rooted in Path (58),4.978670873,1
Cell 11 rooted in Path (11),1.960489257,1
Cell 55 rooted in Path (55),16.31450398,1
Cell 12 rooted in Path (12),9.594399108,1
Cell 56 rooted in Path (56),10.92429845,1
Cell 53 rooted in Path (53),4.468616664,1
Cell 10 rooted in Path (10),3.082341416,1
Cell 54 rooted in Path (54),3.520451936,1
Cell 51 rooted in Path (51),3.237236876,1
Cell 52 rooted in Path (52),26.94780348,1
Cell 50 rooted in Path (50),8.718178069,1
Cell 48 rooted in Path (48),26.83505165,1
Cell 49 rooted in Path (49),9.027968988,1
Cell 46 rooted in Path (46),3.656555425,1
Cell 47 rooted in Path (47),12.1103104,1
Cell 44 rooted in Path (44),4.340297064,1
Cell 45 rooted in Path (45),5.042830673,1
Cell 42 rooted in Path (42),28.42481438,1
Cell 43 rooted in Path (43),1.322115448,1
Cell 40 rooted in Path (40),8.654018269,1
Cell 41 rooted in Path (41),3.565819766,1
Cell 39 rooted in Path (39),1.012324529,1
Cell 37 rooted in Path (37),2.289072147,1
Cell 38 rooted in Path (38),2.024649058,1
Cell 35 rooted in Path (35),4.313721205,1
Cell 36 rooted in Path (36),18.1090897,1
,486.5589365,
