\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.920978515,1
Cell 33 rooted in Path (33),2.753758526,1
Cell 77 rooted in Path (77),3.410924306,1
Cell 5 rooted in Path (5),7.31311085,1
Cell 34 rooted in Path (34),7.37727065,1
Cell 78 rooted in Path (78),9.273600108,1
Cell 2 rooted in Path (2),37.08984073,1
Cell 31 rooted in Path (31),42.4612543,1
Cell 75 rooted in Path (75),6.274210462,1
Cell 3 rooted in Path (3),2.398599777,1
Cell 32 rooted in Path (32),2.379807807,1
Cell 76 rooted in Path (76),4.823775414,1
Cell 73 rooted in Path (73),2.443967607,1
Cell 1 rooted in Path (1),7.31311085,1
Cell 30 rooted in Path (30),3.392132335,1
Cell 74 rooted in Path (74),11.60804008,1
Cell 71 rooted in Path (71),4.030506145,1
Cell 72 rooted in Path (72),1.495802878,1
Cell 70 rooted in Path (70),16.64308687,1
Cell 8 rooted in Path (8),6.429105922,1
Cell 9 rooted in Path (9),12.85042795,1
Cell 6 rooted in Path (6),1.960489257,1
Cell 7 rooted in Path (7),24.93093831,1
Cell 28 rooted in Path (28),2.553495237,1
Cell 29 rooted in Path (29),1.869753598,1
Cell 26 rooted in Path (26),3.456292136,1
Cell 27 rooted in Path (27),4.733039754,1
Cell 24 rooted in Path (24),6.602793352,1
Cell 68 rooted in Path (68),7.067479731,1
Cell 25 rooted in Path (25),3.720715225,1
Cell 69 rooted in Path (69),11.65340791,1
Cell 22 rooted in Path (22),12.02735863,1
Cell 66 rooted in Path (66),29.33539517,1
Cell 23 rooted in Path (23),11.91004711,1
Cell 67 rooted in Path (67),5.326045733,1
Cell 20 rooted in Path (20),2.772550497,1
Cell 64 rooted in Path (64),27.52980137,1
Cell 21 rooted in Path (21),9.775870428,1
Cell 65 rooted in Path (65),1.960489257,1
Cell 62 rooted in Path (62),3.565819766,1
Cell 63 rooted in Path (63),5.990995402,1
Cell 60 rooted in Path (60),4.778407584,1
Cell 61 rooted in Path (61),7.241167161,1
Cell 19 rooted in Path (19),2.753758526,1
Cell 17 rooted in Path (17),5.919051713,1
Cell 18 rooted in Path (18),8.061012289,1
Cell 15 rooted in Path (15),40.06265452,1
Cell 59 rooted in Path (59),1.431643078,1
Cell 16 rooted in Path (16),2.024649058,1
Cell 13 rooted in Path (13),10.08566135,1
Cell 57 rooted in Path (57),2.598863067,1
Cell 14 rooted in Path (14),2.598863067,1
Cell 58 rooted in Path (58),1.276747618,1
Cell 11 rooted in Path (11),8.389595179,1
Cell 55 rooted in Path (55),10.5049799,1
Cell 12 rooted in Path (12),5.371413563,1
Cell 56 rooted in Path (56),8.589858469,1
Cell 53 rooted in Path (53),20.39037795,1
Cell 10 rooted in Path (10),3.675347396,1
Cell 54 rooted in Path (54),2.927445956,1
Cell 51 rooted in Path (51),6.073947173,1
Cell 52 rooted in Path (52),9.356551878,1
Cell 50 rooted in Path (50),6.410313951,1
Cell 91 rooted in Path (91),1.915121428,1
Cell 92 rooted in Path (92),1.760225968,1
Cell 90 rooted in Path (90),2.289072147,1
Cell 48 rooted in Path (48),2.024649058,1
Cell 49 rooted in Path (49),5.726572312,1
Cell 46 rooted in Path (46),18.13888975,1
Cell 47 rooted in Path (47),24.96852225,1
Cell 44 rooted in Path (44),3.766083055,1
Cell 88 rooted in Path (88),3.346764506,1
Cell 45 rooted in Path (45),7.860749,1
Cell 89 rooted in Path (89),5.617044683,1
Cell 42 rooted in Path (42),1.650698338,1
Cell 86 rooted in Path (86),4.906727184,1
Cell 43 rooted in Path (43),2.070016887,1
Cell 87 rooted in Path (87),3.237236876,1
Cell 40 rooted in Path (40),20.04300309,1
Cell 84 rooted in Path (84),2.070016887,1
Cell 41 rooted in Path (41),6.584001382,1
Cell 85 rooted in Path (85),7.067479731,1
Cell 82 rooted in Path (82),2.863286156,1
Cell 83 rooted in Path (83),4.094665945,1
Cell 80 rooted in Path (80),2.398599777,1
Cell 81 rooted in Path (81),5.125782444,1
Cell 39 rooted in Path (39),7.75122137,1
Cell 37 rooted in Path (37),7.48679828,1
Cell 38 rooted in Path (38),7.26774302,1
Cell 35 rooted in Path (35),6.666953152,1
Cell 79 rooted in Path (79),5.654628623,1
Cell 36 rooted in Path (36),8.18933189,1
,727.4902856,
