\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),1.586538538,1
Cell 33 rooted in Path (33),32.74631948,1
Cell 77 rooted in Path (77),2.927445956,1
Cell 5 rooted in Path (5),15.74028997,1
Cell 34 rooted in Path (34),4.359089034,1
Cell 78 rooted in Path (78),2.379807807,1
Cell 2 rooted in Path (2),36.91292911,1
Cell 31 rooted in Path (31),10.92429845,1
Cell 75 rooted in Path (75),6.629369211,1
Cell 3 rooted in Path (3),5.881467772,1
Cell 32 rooted in Path (32),21.60296577,1
Cell 76 rooted in Path (76),2.708390697,1
Cell 73 rooted in Path (73),3.082341416,1
Cell 1 rooted in Path (1),18.97752685,1
Cell 30 rooted in Path (30),3.191869046,1
Cell 74 rooted in Path (74),3.520451936,1
Cell 71 rooted in Path (71),3.237236876,1
Cell 72 rooted in Path (72),7.9890686,1
Cell 70 rooted in Path (70),2.443967607,1
Cell 8 rooted in Path (8),10.14982115,1
Cell 9 rooted in Path (9),4.733039754,1
Cell 6 rooted in Path (6),7.887324859,1
Cell 7 rooted in Path (7),8.061012289,1
Cell 28 rooted in Path (28),2.179544517,1
Cell 29 rooted in Path (29),2.070016887,1
Cell 26 rooted in Path (26),12.33714955,1
Cell 27 rooted in Path (27),6.519841581,1
Cell 24 rooted in Path (24),2.179544517,1
Cell 68 rooted in Path (68),12.90357967,1
Cell 25 rooted in Path (25),2.070016887,1
Cell 69 rooted in Path (69),1.960489257,1
Cell 22 rooted in Path (22),3.018181616,1
Cell 66 rooted in Path (66),9.775870428,1
Cell 23 rooted in Path (23),2.489335437,1
Cell 67 rooted in Path (67),5.635836653,1
Cell 20 rooted in Path (20),25.47079257,1
Cell 64 rooted in Path (64),7.131639531,1
Cell 21 rooted in Path (21),9.228232278,1
Cell 65 rooted in Path (65),5.042830673,1
Cell 62 rooted in Path (62),5.681204483,1
Cell 63 rooted in Path (63),4.030506145,1
Cell 60 rooted in Path (60),20.50768947,1
Cell 61 rooted in Path (61),2.863286156,1
Cell 19 rooted in Path (19),6.629369211,1
Cell 17 rooted in Path (17),2.644230896,1
Cell 18 rooted in Path (18),2.443967607,1
Cell 15 rooted in Path (15),3.811450885,1
Cell 59 rooted in Path (59),29.5090826,1
Cell 16 rooted in Path (16),2.070016887,1
Cell 13 rooted in Path (13),12.85821184,1
Cell 57 rooted in Path (57),3.701923255,1
Cell 14 rooted in Path (14),6.364946122,1
Cell 58 rooted in Path (58),2.443967607,1
Cell 11 rooted in Path (11),2.508127407,1
Cell 55 rooted in Path (55),4.687671924,1
Cell 12 rooted in Path (12),3.985138315,1
Cell 56 rooted in Path (56),1.696066168,1
Cell 53 rooted in Path (53),3.392132335,1
Cell 10 rooted in Path (10),2.863286156,1
Cell 54 rooted in Path (54),2.224912347,1
Cell 51 rooted in Path (51),3.082341416,1
Cell 52 rooted in Path (52),4.340297064,1
Cell 50 rooted in Path (50),5.945627572,1
Cell 48 rooted in Path (48),9.620974968,1
Cell 49 rooted in Path (49),5.352621593,1
Cell 46 rooted in Path (46),3.920978515,1
Cell 47 rooted in Path (47),24.47403582,1
Cell 44 rooted in Path (44),2.024649058,1
Cell 45 rooted in Path (45),2.863286156,1
Cell 42 rooted in Path (42),3.939770485,1
Cell 43 rooted in Path (43),1.915121428,1
Cell 40 rooted in Path (40),2.179544517,1
Cell 41 rooted in Path (41),1.960489257,1
Cell 39 rooted in Path (39),2.663022867,1
Cell 37 rooted in Path (37),1.431643078,1
Cell 38 rooted in Path (38),1.276747618,1
Cell 35 rooted in Path (35),2.115384717,1
Cell 36 rooted in Path (36),2.179544517,1
,535.8887427,
