\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),12.90357967,1
Cell 11 rooted in Path (11),2.334439977,1
Cell 5 rooted in Path (5),9.949557858,1
Cell 12 rooted in Path (12),13.25095453,1
Cell 2 rooted in Path (2),5.416781393,1
Cell 3 rooted in Path (3),8.12517209,1
Cell 10 rooted in Path (10),1.960489257,1
Cell 1 rooted in Path (1),50.20925147,1
Cell 8 rooted in Path (8),5.480941193,1
Cell 9 rooted in Path (9),4.933303044,1
Cell 6 rooted in Path (6),5.462149223,1
Cell 7 rooted in Path (7),18.32036107,1
Cell 17 rooted in Path (17),17.44414003,1
Cell 18 rooted in Path (18),10.32350858,1
Cell 15 rooted in Path (15),5.061622644,1
Cell 16 rooted in Path (16),1.386275248,1
Cell 13 rooted in Path (13),1.696066168,1
Cell 14 rooted in Path (14),1.850961627,1
,176.1095551,
