\,Branch length (µm) [Single value],No. of compartments
Cell 51 rooted in Path (51),10.48618793,1
Cell 50 rooted in Path (50),10.04807741,1
Cell 48 rooted in Path (48),4.030506145,1
Cell 49 rooted in Path (49),7.31311085,1
Cell 46 rooted in Path (46),11.58924811,1
Cell 47 rooted in Path (47),9.428495567,1
,52.89562601,
