\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.02089119,1
Cell 11 rooted in Path (11),3.939770485,1
Cell 33 rooted in Path (33),2.972813786,1
Cell 5 rooted in Path (5),2.443967607,1
Cell 12 rooted in Path (12),14.51669407,1
Cell 34 rooted in Path (34),2.753758526,1
Cell 2 rooted in Path (2),7.951484659,1
Cell 31 rooted in Path (31),7.64169374,1
Cell 3 rooted in Path (3),4.094665945,1
Cell 10 rooted in Path (10),3.410924306,1
Cell 32 rooted in Path (32),4.468616664,1
Cell 1 rooted in Path (1),33.84937967,1
Cell 30 rooted in Path (30),22.84212945,1
Cell 8 rooted in Path (8),2.179544517,1
Cell 9 rooted in Path (9),9.821238257,1
Cell 6 rooted in Path (6),1.167219988,1
Cell 7 rooted in Path (7),1.650698338,1
Cell 28 rooted in Path (28),14.29763881,1
Cell 29 rooted in Path (29),3.282604706,1
Cell 26 rooted in Path (26),7.75122137,1
Cell 27 rooted in Path (27),18.63015199,1
Cell 24 rooted in Path (24),15.39291511,1
Cell 25 rooted in Path (25),15.4648588,1
Cell 22 rooted in Path (22),13.21337059,1
Cell 23 rooted in Path (23),8.744753928,1
Cell 20 rooted in Path (20),22.56992247,1
Cell 21 rooted in Path (21),8.389595179,1
Cell 19 rooted in Path (19),4.249561405,1
Cell 17 rooted in Path (17),24.09230121,1
Cell 18 rooted in Path (18),9.466079508,1
Cell 15 rooted in Path (15),16.12202458,1
Cell 16 rooted in Path (16),8.782337869,1
Cell 13 rooted in Path (13),2.598863067,1
Cell 14 rooted in Path (14),12.20104606,1
,343.9747379,
