\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),4.030506145,1
Cell 11 rooted in Path (11),3.146501216,1
Cell 22 rooted in Path (22),1.760225968,1
Cell 5 rooted in Path (5),1.541170708,1
Cell 12 rooted in Path (12),3.282604706,1
Cell 23 rooted in Path (23),3.237236876,1
Cell 2 rooted in Path (2),2.243704317,1
Cell 20 rooted in Path (20),3.082341416,1
Cell 3 rooted in Path (3),11.39999291,1
Cell 10 rooted in Path (10),2.443967607,1
Cell 21 rooted in Path (21),3.985138315,1
Cell 1 rooted in Path (1),2.663022867,1
Cell 8 rooted in Path (8),6.738896841,1
Cell 9 rooted in Path (9),5.480941193,1
Cell 6 rooted in Path (6),4.204193575,1
Cell 7 rooted in Path (7),2.179544517,1
Cell 19 rooted in Path (19),12.59378875,1
Cell 17 rooted in Path (17),4.449824694,1
Cell 18 rooted in Path (18),4.468616664,1
Cell 15 rooted in Path (15),4.604720154,1
Cell 16 rooted in Path (16),2.708390697,1
Cell 13 rooted in Path (13),9.182864448,1
Cell 14 rooted in Path (14),2.224912347,1
,101.6531069,
