\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),22.7436099,1
Cell 33 rooted in Path (33),7.177007361,1
Cell 5 rooted in Path (5),29.09754794,1
Cell 34 rooted in Path (34),5.617044683,1
Cell 2 rooted in Path (2),5.088198503,1
Cell 31 rooted in Path (31),12.57499678,1
Cell 3 rooted in Path (3),16.51476727,1
Cell 32 rooted in Path (32),16.07665675,1
Cell 1 rooted in Path (1),49.0310234,1
Cell 30 rooted in Path (30),30.61992668,1
Cell 8 rooted in Path (8),11.4077768,1
Cell 9 rooted in Path (9),48.21117828,1
Cell 6 rooted in Path (6),15.19265182,1
Cell 7 rooted in Path (7),18.63015199,1
Cell 28 rooted in Path (28),9.292392078,1
Cell 29 rooted in Path (29),40.62586045,1
Cell 26 rooted in Path (26),40.76974783,1
Cell 27 rooted in Path (27),14.53548604,1
Cell 24 rooted in Path (24),7.68706157,1
Cell 25 rooted in Path (25),37.58110297,1
Cell 22 rooted in Path (22),5.216518104,1
Cell 23 rooted in Path (23),9.976133717,1
Cell 20 rooted in Path (20),12.44667718,1
Cell 21 rooted in Path (21),25.43320863,1
Cell 19 rooted in Path (19),22.32429135,1
Cell 17 rooted in Path (17),21.80322906,1
Cell 18 rooted in Path (18),27.94133603,1
Cell 15 rooted in Path (15),40.37700514,1
Cell 16 rooted in Path (16),33.47542895,1
Cell 13 rooted in Path (13),20.19789855,1
Cell 14 rooted in Path (14),29.84544938,1
Cell 11 rooted in Path (11),25.2595212,1
Cell 12 rooted in Path (12),46.38679251,1
Cell 10 rooted in Path (10),20.70016887,1
Cell 48 rooted in Path (48),28.61406959,1
Cell 49 rooted in Path (49),11.93662297,1
Cell 46 rooted in Path (46),17.462932,1
Cell 47 rooted in Path (47),15.85760149,1
Cell 44 rooted in Path (44),21.16485525,1
Cell 45 rooted in Path (45),17.37219634,1
Cell 42 rooted in Path (42),20.58285735,1
Cell 43 rooted in Path (43),40.6602202,1
Cell 40 rooted in Path (40),5.462149223,1
Cell 41 rooted in Path (41),16.45060747,1
Cell 39 rooted in Path (39),8.544490639,1
Cell 37 rooted in Path (37),17.28924457,1
Cell 38 rooted in Path (38),3.766083055,1
Cell 35 rooted in Path (35),4.140033775,1
Cell 36 rooted in Path (36),3.173077076,1
,1012.334889,
