\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.289072147,1
Cell 33 rooted in Path (33),27.48443354,1
Cell 77 rooted in Path (77),11.34361699,1
Cell 5 rooted in Path (5),2.772550497,1
Cell 34 rooted in Path (34),30.52140713,1
Cell 78 rooted in Path (78),12.1103104,1
Cell 2 rooted in Path (2),11.00725022,1
Cell 31 rooted in Path (31),31.36004423,1
Cell 75 rooted in Path (75),37.0490326,1
Cell 3 rooted in Path (3),2.553495237,1
Cell 32 rooted in Path (32),3.018181616,1
Cell 76 rooted in Path (76),8.790121758,1
Cell 73 rooted in Path (73),15.95934523,1
Cell 1 rooted in Path (1),63.95925214,1
Cell 30 rooted in Path (30),17.50829983,1
Cell 74 rooted in Path (74),4.952095014,1
Cell 71 rooted in Path (71),3.501659965,1
Cell 72 rooted in Path (72),10.4408201,1
Cell 70 rooted in Path (70),2.663022867,1
Cell 8 rooted in Path (8),7.53216611,1
Cell 9 rooted in Path (9),12.26520586,1
Cell 6 rooted in Path (6),2.334439977,1
Cell 7 rooted in Path (7),16.6242949,1
Cell 28 rooted in Path (28),2.224912347,1
Cell 29 rooted in Path (29),17.28924457,1
Cell 26 rooted in Path (26),2.489335437,1
Cell 27 rooted in Path (27),3.875610685,1
Cell 24 rooted in Path (24),3.501659965,1
Cell 68 rooted in Path (68),2.398599777,1
Cell 25 rooted in Path (25),2.443967607,1
Cell 69 rooted in Path (69),12.79405204,1
Cell 22 rooted in Path (22),3.766083055,1
Cell 66 rooted in Path (66),11.93662297,1
Cell 23 rooted in Path (23),4.842567384,1
Cell 67 rooted in Path (67),15.52123471,1
Cell 20 rooted in Path (20),5.152358303,1
Cell 64 rooted in Path (64),32.3457929,1
Cell 21 rooted in Path (21),6.164682832,1
Cell 65 rooted in Path (65),10.16861312,1
Cell 62 rooted in Path (62),13.38705802,1
Cell 63 rooted in Path (63),17.99177818,1
Cell 60 rooted in Path (60),20.25427446,1
Cell 61 rooted in Path (61),30.89535785,1
Cell 19 rooted in Path (19),8.654018269,1
Cell 17 rooted in Path (17),6.055155202,1
Cell 18 rooted in Path (18),3.036973586,1
Cell 15 rooted in Path (15),20.9380161,1
Cell 59 rooted in Path (59),20.52648144,1
Cell 16 rooted in Path (16),19.57831671,1
Cell 13 rooted in Path (13),5.088198503,1
Cell 57 rooted in Path (57),13.21337059,1
Cell 14 rooted in Path (14),31.94526632,1
Cell 58 rooted in Path (58),18.22962541,1
Cell 11 rooted in Path (11),16.79798233,1
Cell 55 rooted in Path (55),13.21337059,1
Cell 12 rooted in Path (12),11.78172751,1
Cell 56 rooted in Path (56),12.96773947,1
Cell 53 rooted in Path (53),30.63093476,1
Cell 10 rooted in Path (10),3.127709246,1
Cell 54 rooted in Path (54),5.900259743,1
Cell 51 rooted in Path (51),28.53434201,1
Cell 95 rooted in Path (95),1.805593798,1
Cell 52 rooted in Path (52),36.52018642,1
Cell 96 rooted in Path (96),1.431643078,1
Cell 93 rooted in Path (93),1.276747618,1
Cell 50 rooted in Path (50),46.54491216,1
Cell 94 rooted in Path (94),0.902796899,1
Cell 91 rooted in Path (91),11.9819908,1
Cell 92 rooted in Path (92),2.443967607,1
Cell 90 rooted in Path (90),3.766083055,1
Cell 48 rooted in Path (48),16.80576622,1
Cell 49 rooted in Path (49),23.3897676,1
Cell 46 rooted in Path (46),6.629369211,1
Cell 47 rooted in Path (47),3.018181616,1
Cell 44 rooted in Path (44),1.586538538,1
Cell 88 rooted in Path (88),5.681204483,1
Cell 45 rooted in Path (45),8.12517209,1
Cell 89 rooted in Path (89),3.565819766,1
Cell 42 rooted in Path (42),18.63015199,1
Cell 86 rooted in Path (86),21.70470951,1
Cell 43 rooted in Path (43),13.13041882,1
Cell 87 rooted in Path (87),12.96773947,1
Cell 40 rooted in Path (40),43.27009134,1
Cell 84 rooted in Path (84),22.24912347,1
Cell 41 rooted in Path (41),19.13242231,1
Cell 85 rooted in Path (85),5.416781393,1
Cell 82 rooted in Path (82),8.215907749,1
Cell 83 rooted in Path (83),24.97630614,1
Cell 80 rooted in Path (80),4.933303044,1
Cell 81 rooted in Path (81),19.68784434,1
Cell 39 rooted in Path (39),23.93740575,1
Cell 37 rooted in Path (37),18.89457508,1
Cell 38 rooted in Path (38),5.480941193,1
Cell 35 rooted in Path (35),21.35733465,1
Cell 79 rooted in Path (79),10.87893062,1
Cell 36 rooted in Path (36),43.46257074,1
,1341.505711,
