\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),11.93662297,1
Cell 33 rooted in Path (33),20.19789855,1
Cell 5 rooted in Path (5),12.48426112,1
Cell 34 rooted in Path (34),24.27377253,1
Cell 2 rooted in Path (2),14.39938255,1
Cell 31 rooted in Path (31),28.07743952,1
Cell 3 rooted in Path (3),50.28119516,1
Cell 32 rooted in Path (32),18.03714601,1
Cell 1 rooted in Path (1),39.02831383,1
Cell 30 rooted in Path (30),13.980064,1
Cell 71 rooted in Path (71),6.893792301,1
Cell 72 rooted in Path (72),6.757688812,1
Cell 70 rooted in Path (70),6.693529011,1
Cell 8 rooted in Path (8),4.623512124,1
Cell 9 rooted in Path (9),5.635836653,1
Cell 6 rooted in Path (6),12.00078277,1
Cell 7 rooted in Path (7),12.96773947,1
Cell 28 rooted in Path (28),40.09701427,1
Cell 29 rooted in Path (29),14.41817452,1
Cell 26 rooted in Path (26),2.598863067,1
Cell 27 rooted in Path (27),3.501659965,1
Cell 24 rooted in Path (24),6.319578292,1
Cell 68 rooted in Path (68),30.08329661,1
Cell 25 rooted in Path (25),0.793269269,1
Cell 69 rooted in Path (69),32.70873554,1
Cell 22 rooted in Path (22),13.05847513,1
Cell 66 rooted in Path (66),14.55427801,1
Cell 23 rooted in Path (23),3.656555425,1
Cell 67 rooted in Path (67),1.696066168,1
Cell 20 rooted in Path (20),15.45707491,1
Cell 64 rooted in Path (64),6.300786321,1
Cell 21 rooted in Path (21),15.89518543,1
Cell 65 rooted in Path (65),2.443967607,1
Cell 62 rooted in Path (62),16.61651101,1
Cell 63 rooted in Path (63),16.4318155,1
Cell 60 rooted in Path (60),8.12517209,1
Cell 61 rooted in Path (61),8.654018269,1
Cell 19 rooted in Path (19),38.75610685,1
Cell 17 rooted in Path (17),9.337759908,1
Cell 18 rooted in Path (18),12.68452441,1
Cell 15 rooted in Path (15),6.848424471,1
Cell 59 rooted in Path (59),2.598863067,1
Cell 16 rooted in Path (16),23.28023997,1
Cell 13 rooted in Path (13),41.17027441,1
Cell 57 rooted in Path (57),46.05042573,1
Cell 14 rooted in Path (14),20.52648144,1
Cell 58 rooted in Path (58),5.745364283,1
Cell 11 rooted in Path (11),12.83941987,1
Cell 55 rooted in Path (55),16.25034418,1
Cell 12 rooted in Path (12),14.00663986,1
Cell 56 rooted in Path (56),8.873073529,1
Cell 53 rooted in Path (53),6.738896841,1
Cell 10 rooted in Path (10),11.4077768,1
Cell 54 rooted in Path (54),9.994925687,1
Cell 51 rooted in Path (51),9.821238257,1
Cell 52 rooted in Path (52),38.26162042,1
Cell 50 rooted in Path (50),12.06494257,1
Cell 48 rooted in Path (48),2.070016887,1
Cell 49 rooted in Path (49),12.79405204,1
Cell 46 rooted in Path (46),10.24055681,1
Cell 47 rooted in Path (47),40.61485237,1
Cell 44 rooted in Path (44),2.070016887,1
Cell 45 rooted in Path (45),3.127709246,1
Cell 42 rooted in Path (42),5.617044683,1
Cell 43 rooted in Path (43),3.766083055,1
Cell 40 rooted in Path (40),4.423248835,1
Cell 41 rooted in Path (41),4.075873974,1
Cell 39 rooted in Path (39),6.803056641,1
Cell 37 rooted in Path (37),6.183474803,1
Cell 38 rooted in Path (38),2.972813786,1
Cell 35 rooted in Path (35),2.553495237,1
Cell 36 rooted in Path (36),46.94543874,1
,1043.194551,
