\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),4.158825745,1
Cell 33 rooted in Path (33),20.96459196,1
Cell 5 rooted in Path (5),13.62490525,1
Cell 34 rooted in Path (34),3.766083055,1
Cell 2 rooted in Path (2),5.945627572,1
Cell 31 rooted in Path (31),4.623512124,1
Cell 3 rooted in Path (3),11.27167331,1
Cell 32 rooted in Path (32),10.7616191,1
Cell 73 rooted in Path (73),3.410924306,1
Cell 1 rooted in Path (1),13.12263493,1
Cell 30 rooted in Path (30),8.234699719,1
Cell 71 rooted in Path (71),2.443967607,1
Cell 72 rooted in Path (72),4.623512124,1
Cell 70 rooted in Path (70),4.842567384,1
Cell 8 rooted in Path (8),5.106990474,1
Cell 9 rooted in Path (9),6.784264671,1
Cell 6 rooted in Path (6),7.48679828,1
Cell 7 rooted in Path (7),3.191869046,1
Cell 28 rooted in Path (28),6.557425522,1
Cell 29 rooted in Path (29),25.04046594,1
Cell 26 rooted in Path (26),6.164682832,1
Cell 27 rooted in Path (27),5.990995402,1
Cell 24 rooted in Path (24),19.37026954,1
Cell 68 rooted in Path (68),10.72403516,1
Cell 25 rooted in Path (25),12.7564681,1
Cell 69 rooted in Path (69),13.9159042,1
Cell 22 rooted in Path (22),7.37727065,1
Cell 66 rooted in Path (66),5.435573363,1
Cell 23 rooted in Path (23),8.918441358,1
Cell 67 rooted in Path (67),4.404456864,1
Cell 20 rooted in Path (20),2.708390697,1
Cell 64 rooted in Path (64),3.127709246,1
Cell 21 rooted in Path (21),2.489335437,1
Cell 65 rooted in Path (65),3.036973586,1
Cell 62 rooted in Path (62),5.590468823,1
Cell 63 rooted in Path (63),3.611187595,1
Cell 60 rooted in Path (60),1.386275248,1
Cell 61 rooted in Path (61),1.541170708,1
Cell 19 rooted in Path (19),5.243093963,1
Cell 17 rooted in Path (17),13.2697465,1
Cell 18 rooted in Path (18),26.18111007,1
Cell 15 rooted in Path (15),7.048687761,1
Cell 59 rooted in Path (59),5.900259743,1
Cell 16 rooted in Path (16),2.598863067,1
Cell 13 rooted in Path (13),5.635836653,1
Cell 57 rooted in Path (57),5.243093963,1
Cell 14 rooted in Path (14),18.40331284,1
Cell 58 rooted in Path (58),3.611187595,1
Cell 11 rooted in Path (11),8.416171039,1
Cell 55 rooted in Path (55),2.663022867,1
Cell 99 rooted in Path (99),2.991605757,1
Cell 12 rooted in Path (12),18.05593798,1
Cell 56 rooted in Path (56),3.875610685,1
Cell 53 rooted in Path (53),7.57753394,1
Cell 97 rooted in Path (97),4.623512124,1
Cell 10 rooted in Path (10),14.79212524,1
Cell 54 rooted in Path (54),4.094665945,1
Cell 98 rooted in Path (98),15.95934523,1
Cell 51 rooted in Path (51),17.85567469,1
Cell 95 rooted in Path (95),26.19990204,1
Cell 52 rooted in Path (52),3.875610685,1
Cell 96 rooted in Path (96),8.654018269,1
Cell 93 rooted in Path (93),3.784875025,1
Cell 50 rooted in Path (50),15.56660254,1
Cell 94 rooted in Path (94),2.115384717,1
Cell 91 rooted in Path (91),9.821238257,1
Cell 92 rooted in Path (92),3.920978515,1
Cell 90 rooted in Path (90),38.77167463,1
Cell 48 rooted in Path (48),1.915121428,1
Cell 49 rooted in Path (49),15.32097142,1
Cell 46 rooted in Path (46),16.42403161,1
Cell 47 rooted in Path (47),2.379807807,1
Cell 44 rooted in Path (44),9.994925687,1
Cell 88 rooted in Path (88),19.94448355,1
Cell 45 rooted in Path (45),5.836099942,1
Cell 89 rooted in Path (89),12.1103104,1
Cell 42 rooted in Path (42),2.772550497,1
Cell 86 rooted in Path (86),43.70041797,1
Cell 43 rooted in Path (43),3.237236876,1
Cell 87 rooted in Path (87),24.13766904,1
Cell 40 rooted in Path (40),2.553495237,1
Cell 84 rooted in Path (84),1.915121428,1
Cell 41 rooted in Path (41),1.760225968,1
Cell 85 rooted in Path (85),4.559352324,1
Cell 82 rooted in Path (82),10.4408201,1
Cell 83 rooted in Path (83),8.963809188,1
Cell 80 rooted in Path (80),4.714247784,1
Cell 81 rooted in Path (81),3.173077076,1
Cell 39 rooted in Path (39),1.960489257,1
Cell 37 rooted in Path (37),16.66966273,1
Cell 38 rooted in Path (38),7.222375191,1
Cell 35 rooted in Path (35),4.797199554,1
Cell 79 rooted in Path (79),3.501659965,1
Cell 36 rooted in Path (36),2.663022867,1
,823.9314341,
