\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.0131073,1
Cell 33 rooted in Path (33),14.42595841,1
Cell 5 rooted in Path (5),11.82709534,1
Cell 34 rooted in Path (34),14.33522275,1
Cell 2 rooted in Path (2),27.85838426,1
Cell 31 rooted in Path (31),13.82516854,1
Cell 3 rooted in Path (3),14.07079966,1
Cell 32 rooted in Path (32),32.37236876,1
Cell 1 rooted in Path (1),35.29203083,1
Cell 30 rooted in Path (30),12.42010132,1
Cell 71 rooted in Path (71),8.01564446,1
Cell 72 rooted in Path (72),13.87832026,1
Cell 70 rooted in Path (70),21.07411959,1
Cell 8 rooted in Path (8),12.02735863,1
Cell 9 rooted in Path (9),15.92176129,1
Cell 6 rooted in Path (6),11.87246317,1
Cell 7 rooted in Path (7),29.53565846,1
Cell 28 rooted in Path (28),2.553495237,1
Cell 29 rooted in Path (29),41.05296289,1
Cell 26 rooted in Path (26),32.26284113,1
Cell 27 rooted in Path (27),15.28338748,1
Cell 24 rooted in Path (24),13.03968316,1
Cell 68 rooted in Path (68),14.6903815,1
Cell 25 rooted in Path (25),17.3346124,1
Cell 69 rooted in Path (69),14.7545413,1
Cell 22 rooted in Path (22),16.10323261,1
Cell 66 rooted in Path (66),22.31328327,1
Cell 23 rooted in Path (23),36.01013221,1
Cell 67 rooted in Path (67),14.05200769,1
Cell 20 rooted in Path (20),35.60960563,1
Cell 64 rooted in Path (64),13.47779368,1
Cell 21 rooted in Path (21),13.56852934,1
Cell 65 rooted in Path (65),13.45900171,1
Cell 62 rooted in Path (62),18.45646456,1
Cell 63 rooted in Path (63),37.1131924,1
Cell 60 rooted in Path (60),0.793269269,1
Cell 61 rooted in Path (61),12.18225409,1
Cell 19 rooted in Path (19),1.386275248,1
Cell 17 rooted in Path (17),3.985138315,1
Cell 18 rooted in Path (18),3.282604706,1
Cell 15 rooted in Path (15),3.656555425,1
Cell 59 rooted in Path (59),8.480330839,1
Cell 16 rooted in Path (16),1.760225968,1
Cell 13 rooted in Path (13),1.760225968,1
Cell 57 rooted in Path (57),42.06528741,1
Cell 14 rooted in Path (14),3.392132335,1
Cell 58 rooted in Path (58),8.061012289,1
Cell 11 rooted in Path (11),14.27106295,1
Cell 55 rooted in Path (55),19.2685258,1
Cell 12 rooted in Path (12),0.902796899,1
Cell 56 rooted in Path (56),14.70917347,1
Cell 53 rooted in Path (53),1.915121428,1
Cell 10 rooted in Path (10),14.49011821,1
Cell 54 rooted in Path (54),15.12849202,1
Cell 51 rooted in Path (51),3.830242855,1
Cell 52 rooted in Path (52),2.024649058,1
Cell 50 rooted in Path (50),8.899649388,1
Cell 48 rooted in Path (48),15.30996334,1
Cell 49 rooted in Path (49),39.0471058,1
Cell 46 rooted in Path (46),54.26633348,1
Cell 47 rooted in Path (47),12.57499678,1
Cell 44 rooted in Path (44),2.663022867,1
Cell 45 rooted in Path (45),10.39545227,1
Cell 42 rooted in Path (42),7.158215391,1
Cell 43 rooted in Path (43),2.553495237,1
Cell 40 rooted in Path (40),5.307253763,1
Cell 41 rooted in Path (41),4.249561405,1
Cell 39 rooted in Path (39),8.918441358,1
Cell 37 rooted in Path (37),20.41695381,1
Cell 38 rooted in Path (38),24.91214634,1
Cell 35 rooted in Path (35),20.49990558,1
Cell 36 rooted in Path (36),11.71756771,1
,1099.13627,
