\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),24.28478061,1
Cell 33 rooted in Path (33),5.088198503,1
Cell 5 rooted in Path (5),3.036973586,1
Cell 34 rooted in Path (34),7.9249088,1
Cell 2 rooted in Path (2),6.145890862,1
Cell 31 rooted in Path (31),0.793269269,1
Cell 3 rooted in Path (3),30.88434977,1
Cell 32 rooted in Path (32),15.50244274,1
Cell 73 rooted in Path (73),2.024649058,1
Cell 1 rooted in Path (1),38.03800546,1
Cell 30 rooted in Path (30),1.650698338,1
Cell 74 rooted in Path (74),1.869753598,1
Cell 71 rooted in Path (71),2.927445956,1
Cell 72 rooted in Path (72),3.346764506,1
Cell 70 rooted in Path (70),3.611187595,1
Cell 8 rooted in Path (8),26.77411605,1
Cell 9 rooted in Path (9),2.972813786,1
Cell 6 rooted in Path (6),7.048687761,1
Cell 7 rooted in Path (7),2.663022867,1
Cell 28 rooted in Path (28),5.088198503,1
Cell 29 rooted in Path (29),0.793269269,1
Cell 26 rooted in Path (26),8.525698669,1
Cell 27 rooted in Path (27),6.584001382,1
Cell 24 rooted in Path (24),3.456292136,1
Cell 68 rooted in Path (68),7.951484659,1
Cell 25 rooted in Path (25),3.875610685,1
Cell 69 rooted in Path (69),11.34361699,1
Cell 22 rooted in Path (22),4.204193575,1
Cell 66 rooted in Path (66),2.617655037,1
Cell 23 rooted in Path (23),10.78819496,1
Cell 67 rooted in Path (67),2.708390697,1
Cell 20 rooted in Path (20),4.030506145,1
Cell 64 rooted in Path (64),4.185401604,1
Cell 21 rooted in Path (21),4.604720154,1
Cell 65 rooted in Path (65),1.276747618,1
Cell 62 rooted in Path (62),27.03075525,1
Cell 63 rooted in Path (63),16.25034418,1
Cell 60 rooted in Path (60),2.489335437,1
Cell 61 rooted in Path (61),2.972813786,1
Cell 19 rooted in Path (19),19.525165,1
Cell 17 rooted in Path (17),3.656555425,1
Cell 18 rooted in Path (18),1.960489257,1
Cell 15 rooted in Path (15),16.66966273,1
Cell 59 rooted in Path (59),2.115384717,1
Cell 16 rooted in Path (16),3.346764506,1
Cell 13 rooted in Path (13),15.92176129,1
Cell 57 rooted in Path (57),8.389595179,1
Cell 14 rooted in Path (14),3.920978515,1
Cell 58 rooted in Path (58),6.674737041,1
Cell 11 rooted in Path (11),16.58671096,1
Cell 55 rooted in Path (55),6.364946122,1
Cell 12 rooted in Path (12),4.733039754,1
Cell 56 rooted in Path (56),10.6974593,1
Cell 53 rooted in Path (53),2.398599777,1
Cell 10 rooted in Path (10),25.57709601,1
Cell 54 rooted in Path (54),25.29710514,1
Cell 51 rooted in Path (51),2.882078127,1
Cell 52 rooted in Path (52),5.881467772,1
Cell 50 rooted in Path (50),21.76886931,1
Cell 48 rooted in Path (48),14.47132624,1
Cell 49 rooted in Path (49),1.431643078,1
Cell 46 rooted in Path (46),3.985138315,1
Cell 47 rooted in Path (47),4.714247784,1
Cell 44 rooted in Path (44),22.38845115,1
Cell 45 rooted in Path (45),15.01896439,1
Cell 42 rooted in Path (42),28.81755707,1
Cell 43 rooted in Path (43),3.656555425,1
Cell 40 rooted in Path (40),7.887324859,1
Cell 41 rooted in Path (41),10.78819496,1
Cell 39 rooted in Path (39),6.255418492,1
Cell 37 rooted in Path (37),13.58732131,1
Cell 38 rooted in Path (38),7.460222421,1
Cell 35 rooted in Path (35),0.902796899,1
Cell 36 rooted in Path (36),12.62036461,1
,675.7191828,
