\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),5.617044683,1
Cell 11 rooted in Path (11),7.26774302,1
Cell 5 rooted in Path (5),4.140033775,1
Cell 12 rooted in Path (12),14.35401472,1
Cell 2 rooted in Path (2),23.46171129,1
Cell 3 rooted in Path (3),33.16563803,1
Cell 10 rooted in Path (10),4.933303044,1
Cell 1 rooted in Path (1),19.47979717,1
Cell 8 rooted in Path (8),5.726572312,1
Cell 9 rooted in Path (9),5.243093963,1
Cell 6 rooted in Path (6),3.018181616,1
Cell 7 rooted in Path (7),5.617044683,1
Cell 26 rooted in Path (26),12.42010132,1
Cell 27 rooted in Path (27),10.67866733,1
Cell 24 rooted in Path (24),2.598863067,1
Cell 25 rooted in Path (25),11.75515166,1
Cell 22 rooted in Path (22),3.456292136,1
Cell 23 rooted in Path (23),8.061012289,1
Cell 20 rooted in Path (20),8.763545899,1
Cell 21 rooted in Path (21),3.191869046,1
Cell 19 rooted in Path (19),2.489335437,1
Cell 17 rooted in Path (17),1.650698338,1
Cell 18 rooted in Path (18),0.793269269,1
Cell 15 rooted in Path (15),8.571066498,1
Cell 16 rooted in Path (16),11.8536712,1
Cell 13 rooted in Path (13),2.024649058,1
Cell 14 rooted in Path (14),6.364946122,1
,226.697317,
