\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),4.997462844,1
Cell 11 rooted in Path (11),6.829632501,1
Cell 22 rooted in Path (22),2.708390697,1
Cell 5 rooted in Path (5),5.900259743,1
Cell 12 rooted in Path (12),4.733039754,1
Cell 23 rooted in Path (23),3.018181616,1
Cell 2 rooted in Path (2),28.80654899,1
Cell 20 rooted in Path (20),2.508127407,1
Cell 3 rooted in Path (3),28.87070879,1
Cell 10 rooted in Path (10),3.920978515,1
Cell 21 rooted in Path (21),3.392132335,1
Cell 1 rooted in Path (1),17.79151489,1
Cell 8 rooted in Path (8),9.821238257,1
Cell 9 rooted in Path (9),20.41695381,1
Cell 6 rooted in Path (6),18.56599219,1
Cell 7 rooted in Path (7),16.29571201,1
Cell 19 rooted in Path (19),39.84037507,1
Cell 17 rooted in Path (17),13.54195348,1
Cell 18 rooted in Path (18),2.708390697,1
Cell 15 rooted in Path (15),5.326045733,1
Cell 16 rooted in Path (16),14.66380564,1
Cell 13 rooted in Path (13),11.38898482,1
Cell 14 rooted in Path (14),27.92254406,1
,293.9689739,
