\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),5.480941193,1
Cell 33 rooted in Path (33),3.875610685,1
Cell 77 rooted in Path (77),3.018181616,1
Cell 5 rooted in Path (5),6.429105922,1
Cell 34 rooted in Path (34),3.237236876,1
Cell 2 rooted in Path (2),7.067479731,1
Cell 31 rooted in Path (31),25.27831317,1
Cell 75 rooted in Path (75),1.431643078,1
Cell 3 rooted in Path (3),5.462149223,1
Cell 32 rooted in Path (32),5.243093963,1
Cell 76 rooted in Path (76),1.322115448,1
Cell 73 rooted in Path (73),2.663022867,1
Cell 1 rooted in Path (1),46.73416737,1
Cell 30 rooted in Path (30),16.6242949,1
Cell 74 rooted in Path (74),1.805593798,1
Cell 71 rooted in Path (71),2.508127407,1
Cell 72 rooted in Path (72),4.185401604,1
Cell 70 rooted in Path (70),2.863286156,1
Cell 8 rooted in Path (8),6.055155202,1
Cell 9 rooted in Path (9),2.398599777,1
Cell 6 rooted in Path (6),8.12517209,1
Cell 7 rooted in Path (7),3.920978515,1
Cell 28 rooted in Path (28),10.5691397,1
Cell 29 rooted in Path (29),2.772550497,1
Cell 26 rooted in Path (26),10.87893062,1
Cell 27 rooted in Path (27),15.12849202,1
Cell 24 rooted in Path (24),4.978670873,1
Cell 68 rooted in Path (68),12.01957474,1
Cell 25 rooted in Path (25),25.70541561,1
Cell 69 rooted in Path (69),1.431643078,1
Cell 22 rooted in Path (22),13.82516854,1
Cell 66 rooted in Path (66),20.90043216,1
Cell 23 rooted in Path (23),8.370803209,1
Cell 67 rooted in Path (67),5.571676853,1
Cell 20 rooted in Path (20),4.204193575,1
Cell 64 rooted in Path (64),2.553495237,1
Cell 21 rooted in Path (21),3.920978515,1
Cell 65 rooted in Path (65),2.508127407,1
Cell 62 rooted in Path (62),7.131639531,1
Cell 63 rooted in Path (63),5.125782444,1
Cell 60 rooted in Path (60),15.31318753,1
Cell 61 rooted in Path (61),3.675347396,1
Cell 19 rooted in Path (19),9.110920759,1
Cell 17 rooted in Path (17),20.34501012,1
Cell 18 rooted in Path (18),6.402530062,1
Cell 15 rooted in Path (15),21.57638991,1
Cell 59 rooted in Path (59),10.19518898,1
Cell 16 rooted in Path (16),2.927445956,1
Cell 13 rooted in Path (13),3.146501216,1
Cell 57 rooted in Path (57),1.167219988,1
Cell 14 rooted in Path (14),2.863286156,1
Cell 58 rooted in Path (58),24.75725088,1
Cell 11 rooted in Path (11),2.553495237,1
Cell 55 rooted in Path (55),3.875610685,1
Cell 12 rooted in Path (12),18.25620127,1
Cell 56 rooted in Path (56),2.508127407,1
Cell 53 rooted in Path (53),2.379807807,1
Cell 10 rooted in Path (10),5.900259743,1
Cell 54 rooted in Path (54),9.556815168,1
Cell 51 rooted in Path (51),12.8847877,1
Cell 52 rooted in Path (52),8.106380119,1
Cell 50 rooted in Path (50),2.334439977,1
Cell 48 rooted in Path (48),4.094665945,1
Cell 49 rooted in Path (49),2.817918326,1
Cell 46 rooted in Path (46),4.733039754,1
Cell 47 rooted in Path (47),17.8478908,1
Cell 44 rooted in Path (44),3.565819766,1
Cell 45 rooted in Path (45),0.638373809,1
Cell 42 rooted in Path (42),3.875610685,1
Cell 43 rooted in Path (43),8.07980426,1
Cell 40 rooted in Path (40),1.167219988,1
Cell 41 rooted in Path (41),2.772550497,1
Cell 39 rooted in Path (39),2.972813786,1
Cell 37 rooted in Path (37),18.64894396,1
Cell 38 rooted in Path (38),13.10384296,1
Cell 35 rooted in Path (35),8.106380119,1
Cell 36 rooted in Path (36),3.766083055,1
,609.353547,
