\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),12.51083698,1
Cell 33 rooted in Path (33),15.30217945,1
Cell 5 rooted in Path (5),22.4228109,1
Cell 34 rooted in Path (34),6.255418492,1
Cell 2 rooted in Path (2),14.95480459,1
Cell 31 rooted in Path (31),12.28399783,1
Cell 3 rooted in Path (3),5.790732113,1
Cell 32 rooted in Path (32),8.280067549,1
Cell 1 rooted in Path (1),22.30549938,1
Cell 30 rooted in Path (30),2.708390697,1
Cell 8 rooted in Path (8),1.850961627,1
Cell 9 rooted in Path (9),2.070016887,1
Cell 6 rooted in Path (6),13.0772671,1
Cell 7 rooted in Path (7),3.456292136,1
Cell 28 rooted in Path (28),18.05593798,1
Cell 29 rooted in Path (29),3.811450885,1
Cell 26 rooted in Path (26),2.224912347,1
Cell 27 rooted in Path (27),1.650698338,1
Cell 24 rooted in Path (24),1.805593798,1
Cell 25 rooted in Path (25),1.386275248,1
Cell 22 rooted in Path (22),4.030506145,1
Cell 23 rooted in Path (23),9.602182997,1
Cell 20 rooted in Path (20),3.565819766,1
Cell 21 rooted in Path (21),5.133566333,1
Cell 19 rooted in Path (19),2.663022867,1
Cell 17 rooted in Path (17),3.456292136,1
Cell 18 rooted in Path (18),4.532776465,1
Cell 15 rooted in Path (15),6.145890862,1
Cell 16 rooted in Path (16),7.241167161,1
Cell 13 rooted in Path (13),15.34754728,1
Cell 14 rooted in Path (14),6.957952101,1
Cell 55 rooted in Path (55),4.094665945,1
Cell 56 rooted in Path (56),1.650698338,1
Cell 53 rooted in Path (53),1.850961627,1
Cell 54 rooted in Path (54),15.60418648,1
Cell 100 rooted in Path (100),10.17639701,1
Cell 51 rooted in Path (51),3.018181616,1
Cell 101 rooted in Path (101),6.036363232,1
Cell 52 rooted in Path (52),3.392132335,1
Cell 50 rooted in Path (50),4.952095014,1
Cell 48 rooted in Path (48),2.663022867,1
Cell 49 rooted in Path (49),5.435573363,1
Cell 46 rooted in Path (46),4.030506145,1
Cell 47 rooted in Path (47),3.237236876,1
Cell 44 rooted in Path (44),4.468616664,1
Cell 45 rooted in Path (45),3.920978515,1
Cell 42 rooted in Path (42),8.654018269,1
Cell 43 rooted in Path (43),8.589858469,1
Cell 40 rooted in Path (40),24.6133635,1
Cell 41 rooted in Path (41),11.18093765,1
Cell 39 rooted in Path (39),4.842567384,1
Cell 37 rooted in Path (37),3.392132335,1
Cell 38 rooted in Path (38),9.337759908,1
Cell 35 rooted in Path (35),4.359089034,1
Cell 36 rooted in Path (36),8.18933189,1
Cell 77 rooted in Path (77),4.030506145,1
Cell 78 rooted in Path (78),8.654018269,1
Cell 75 rooted in Path (75),4.668879954,1
Cell 76 rooted in Path (76),4.249561405,1
Cell 73 rooted in Path (73),26.26406184,1
Cell 74 rooted in Path (74),2.553495237,1
Cell 71 rooted in Path (71),6.255418492,1
Cell 72 rooted in Path (72),5.990995402,1
Cell 70 rooted in Path (70),8.699386099,1
Cell 68 rooted in Path (68),7.222375191,1
Cell 69 rooted in Path (69),5.617044683,1
Cell 66 rooted in Path (66),6.519841581,1
Cell 67 rooted in Path (67),3.985138315,1
Cell 64 rooted in Path (64),26.47533321,1
Cell 65 rooted in Path (65),4.313721205,1
Cell 62 rooted in Path (62),3.237236876,1
Cell 63 rooted in Path (63),3.392132335,1
Cell 60 rooted in Path (60),3.082341416,1
Cell 61 rooted in Path (61),8.827705699,1
Cell 59 rooted in Path (59),2.927445956,1
Cell 57 rooted in Path (57),17.28146068,1
Cell 58 rooted in Path (58),2.708390697,1
Cell 11 rooted in Path (11),2.334439977,1
Cell 99 rooted in Path (99),7.46800631,1
Cell 12 rooted in Path (12),2.663022867,1
Cell 97 rooted in Path (97),5.462149223,1
Cell 10 rooted in Path (10),2.753758526,1
Cell 98 rooted in Path (98),3.018181616,1
Cell 95 rooted in Path (95),2.443967607,1
Cell 96 rooted in Path (96),5.061622644,1
Cell 93 rooted in Path (93),2.972813786,1
Cell 94 rooted in Path (94),2.817918326,1
Cell 91 rooted in Path (91),12.8206279,1
Cell 92 rooted in Path (92),6.519841581,1
Cell 90 rooted in Path (90),4.778407584,1
Cell 88 rooted in Path (88),7.022111901,1
Cell 89 rooted in Path (89),17.61782746,1
Cell 86 rooted in Path (86),2.443967607,1
Cell 87 rooted in Path (87),13.57953742,1
Cell 84 rooted in Path (84),15.06433222,1
Cell 85 rooted in Path (85),3.920978515,1
Cell 82 rooted in Path (82),4.249561405,1
Cell 83 rooted in Path (83),4.094665945,1
Cell 80 rooted in Path (80),2.817918326,1
Cell 81 rooted in Path (81),4.030506145,1
Cell 79 rooted in Path (79),7.112847561,1
,708.597046,
