\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.656555425,1
Cell 33 rooted in Path (33),33.1202702,1
Cell 77 rooted in Path (77),5.945627572,1
Cell 5 rooted in Path (5),6.210050662,1
Cell 34 rooted in Path (34),7.37727065,1
Cell 78 rooted in Path (78),5.243093963,1
Cell 2 rooted in Path (2),28.20575912,1
Cell 31 rooted in Path (31),2.224912347,1
Cell 75 rooted in Path (75),2.708390697,1
Cell 3 rooted in Path (3),24.3567243,1
Cell 32 rooted in Path (32),14.77333327,1
Cell 76 rooted in Path (76),9.620974968,1
Cell 73 rooted in Path (73),2.070016887,1
Cell 1 rooted in Path (1),22.46039484,1
Cell 30 rooted in Path (30),1.915121428,1
Cell 74 rooted in Path (74),3.282604706,1
Cell 71 rooted in Path (71),3.036973586,1
Cell 72 rooted in Path (72),2.224912347,1
Cell 70 rooted in Path (70),3.920978515,1
Cell 8 rooted in Path (8),7.42263848,1
Cell 9 rooted in Path (9),6.474473752,1
Cell 6 rooted in Path (6),4.249561405,1
Cell 7 rooted in Path (7),11.9819908,1
Cell 28 rooted in Path (28),9.583391027,1
Cell 29 rooted in Path (29),2.972813786,1
Cell 26 rooted in Path (26),18.63793587,1
Cell 27 rooted in Path (27),15.04554025,1
Cell 24 rooted in Path (24),2.443967607,1
Cell 68 rooted in Path (68),2.443967607,1
Cell 25 rooted in Path (25),0.747901439,1
Cell 69 rooted in Path (69),4.887935214,1
Cell 22 rooted in Path (22),16.29571201,1
Cell 66 rooted in Path (66),2.863286156,1
Cell 23 rooted in Path (23),2.379807807,1
Cell 67 rooted in Path (67),3.966346345,1
Cell 20 rooted in Path (20),2.882078127,1
Cell 64 rooted in Path (64),4.204193575,1
Cell 21 rooted in Path (21),5.854891913,1
Cell 65 rooted in Path (65),4.449824694,1
Cell 62 rooted in Path (62),1.386275248,1
Cell 63 rooted in Path (63),2.443967607,1
Cell 60 rooted in Path (60),19.57831671,1
Cell 61 rooted in Path (61),2.927445956,1
Cell 19 rooted in Path (19),4.468616664,1
Cell 17 rooted in Path (17),23.59003089,1
Cell 18 rooted in Path (18),9.775870428,1
Cell 15 rooted in Path (15),46.72638348,1
Cell 59 rooted in Path (59),2.927445956,1
Cell 16 rooted in Path (16),11.01503411,1
Cell 13 rooted in Path (13),4.294929234,1
Cell 57 rooted in Path (57),22.10523609,1
Cell 14 rooted in Path (14),3.237236876,1
Cell 58 rooted in Path (58),20.26205835,1
Cell 11 rooted in Path (11),3.392132335,1
Cell 55 rooted in Path (55),2.024649058,1
Cell 12 rooted in Path (12),2.179544517,1
Cell 56 rooted in Path (56),4.952095014,1
Cell 53 rooted in Path (53),7.550958081,1
Cell 10 rooted in Path (10),2.489335437,1
Cell 54 rooted in Path (54),7.84195703,1
Cell 51 rooted in Path (51),8.106380119,1
Cell 52 rooted in Path (52),7.84195703,1
Cell 50 rooted in Path (50),35.49229411,1
Cell 48 rooted in Path (48),15.28338748,1
Cell 49 rooted in Path (49),3.410924306,1
Cell 46 rooted in Path (46),2.663022867,1
Cell 47 rooted in Path (47),11.5360964,1
Cell 44 rooted in Path (44),10.21398095,1
Cell 45 rooted in Path (45),4.030506145,1
Cell 42 rooted in Path (42),2.179544517,1
Cell 43 rooted in Path (43),23.71835049,1
Cell 40 rooted in Path (40),5.462149223,1
Cell 41 rooted in Path (41),2.863286156,1
Cell 80 rooted in Path (80),3.611187595,1
Cell 39 rooted in Path (39),7.97027663,1
Cell 37 rooted in Path (37),5.964419543,1
Cell 38 rooted in Path (38),2.070016887,1
Cell 35 rooted in Path (35),3.456292136,1
Cell 79 rooted in Path (79),3.565819766,1
Cell 36 rooted in Path (36),8.170539919,1
,684.9221747,
