\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),7.70585354,1
Cell 33 rooted in Path (33),11.5360964,1
Cell 77 rooted in Path (77),6.009787372,1
Cell 5 rooted in Path (5),13.60611328,1
Cell 34 rooted in Path (34),3.082341416,1
Cell 78 rooted in Path (78),9.775870428,1
Cell 2 rooted in Path (2),7.48679828,1
Cell 31 rooted in Path (31),5.926835602,1
Cell 75 rooted in Path (75),2.972813786,1
Cell 3 rooted in Path (3),19.89911572,1
Cell 32 rooted in Path (32),3.985138315,1
Cell 76 rooted in Path (76),4.623512124,1
Cell 73 rooted in Path (73),1.960489257,1
Cell 1 rooted in Path (1),19.44221323,1
Cell 30 rooted in Path (30),15.17385985,1
Cell 74 rooted in Path (74),2.224912347,1
Cell 71 rooted in Path (71),2.972813786,1
Cell 72 rooted in Path (72),3.127709246,1
Cell 70 rooted in Path (70),2.598863067,1
Cell 8 rooted in Path (8),4.714247784,1
Cell 9 rooted in Path (9),5.836099942,1
Cell 6 rooted in Path (6),7.75122137,1
Cell 7 rooted in Path (7),5.964419543,1
Cell 28 rooted in Path (28),2.134176687,1
Cell 29 rooted in Path (29),9.247024248,1
Cell 26 rooted in Path (26),12.54842092,1
Cell 27 rooted in Path (27),4.887935214,1
Cell 24 rooted in Path (24),9.885398057,1
Cell 68 rooted in Path (68),4.842567384,1
Cell 25 rooted in Path (25),13.7234248,1
Cell 69 rooted in Path (69),12.8206279,1
Cell 22 rooted in Path (22),2.224912347,1
Cell 66 rooted in Path (66),2.708390697,1
Cell 23 rooted in Path (23),2.972813786,1
Cell 67 rooted in Path (67),4.094665945,1
Cell 20 rooted in Path (20),26.60042862,1
Cell 64 rooted in Path (64),6.848424471,1
Cell 21 rooted in Path (21),13.47779368,1
Cell 65 rooted in Path (65),23.60103897,1
Cell 62 rooted in Path (62),2.334439977,1
Cell 63 rooted in Path (63),4.823775414,1
Cell 60 rooted in Path (60),16.16739241,1
Cell 61 rooted in Path (61),10.79597885,1
Cell 19 rooted in Path (19),6.912584271,1
Cell 17 rooted in Path (17),6.164682832,1
Cell 18 rooted in Path (18),13.980064,1
Cell 15 rooted in Path (15),6.538633552,1
Cell 59 rooted in Path (59),5.216518104,1
Cell 16 rooted in Path (16),2.972813786,1
Cell 13 rooted in Path (13),4.404456864,1
Cell 57 rooted in Path (57),2.817918326,1
Cell 14 rooted in Path (14),13.60611328,1
Cell 58 rooted in Path (58),2.070016887,1
Cell 11 rooted in Path (11),3.191869046,1
Cell 55 rooted in Path (55),4.468616664,1
Cell 12 rooted in Path (12),11.03382608,1
Cell 56 rooted in Path (56),2.508127407,1
Cell 53 rooted in Path (53),12.26520586,1
Cell 10 rooted in Path (10),4.887935214,1
Cell 54 rooted in Path (54),15.6573382,1
Cell 51 rooted in Path (51),7.59632591,1
Cell 52 rooted in Path (52),15.19265182,1
Cell 50 rooted in Path (50),2.508127407,1
Cell 48 rooted in Path (48),2.972813786,1
Cell 49 rooted in Path (49),4.604720154,1
Cell 46 rooted in Path (46),2.772550497,1
Cell 47 rooted in Path (47),16.45060747,1
Cell 44 rooted in Path (44),1.541170708,1
Cell 45 rooted in Path (45),14.68259761,1
Cell 42 rooted in Path (42),2.134176687,1
Cell 43 rooted in Path (43),1.586538538,1
Cell 40 rooted in Path (40),2.379807807,1
Cell 41 rooted in Path (41),4.075873974,1
Cell 82 rooted in Path (82),3.191869046,1
Cell 80 rooted in Path (80),11.67219988,1
Cell 81 rooted in Path (81),3.547027795,1
Cell 39 rooted in Path (39),2.024649058,1
Cell 37 rooted in Path (37),6.912584271,1
Cell 38 rooted in Path (38),3.565819766,1
Cell 35 rooted in Path (35),1.915121428,1
Cell 79 rooted in Path (79),13.03968316,1
Cell 36 rooted in Path (36),10.01371766,1
,608.1941109,
