\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),5.571676853,1
Cell 33 rooted in Path (33),2.663022867,1
Cell 5 rooted in Path (5),14.76554938,1
Cell 34 rooted in Path (34),3.784875025,1
Cell 2 rooted in Path (2),5.790732113,1
Cell 31 rooted in Path (31),34.93687208,1
Cell 3 rooted in Path (3),8.808913729,1
Cell 32 rooted in Path (32),3.565819766,1
Cell 1 rooted in Path (1),30.90314174,1
Cell 30 rooted in Path (30),2.489335437,1
Cell 8 rooted in Path (8),9.228232278,1
Cell 9 rooted in Path (9),18.21083344,1
Cell 6 rooted in Path (6),17.85567469,1
Cell 7 rooted in Path (7),3.456292136,1
Cell 28 rooted in Path (28),2.070016887,1
Cell 29 rooted in Path (29),1.431643078,1
Cell 26 rooted in Path (26),9.647550827,1
Cell 27 rooted in Path (27),1.276747618,1
Cell 24 rooted in Path (24),12.72210835,1
Cell 25 rooted in Path (25),11.14335371,1
Cell 22 rooted in Path (22),5.771940142,1
Cell 23 rooted in Path (23),2.398599777,1
Cell 20 rooted in Path (20),20.43574578,1
Cell 21 rooted in Path (21),3.437500165,1
Cell 19 rooted in Path (19),10.65209147,1
Cell 17 rooted in Path (17),4.075873974,1
Cell 18 rooted in Path (18),6.976744071,1
Cell 15 rooted in Path (15),31.77936278,1
Cell 16 rooted in Path (16),11.89125514,1
Cell 13 rooted in Path (13),3.920978515,1
Cell 57 rooted in Path (57),5.216518104,1
Cell 14 rooted in Path (14),18.39230476,1
Cell 11 rooted in Path (11),3.410924306,1
Cell 55 rooted in Path (55),17.86668277,1
Cell 12 rooted in Path (12),10.57692359,1
Cell 56 rooted in Path (56),22.01450043,1
Cell 53 rooted in Path (53),8.499122809,1
Cell 10 rooted in Path (10),16.57892707,1
Cell 54 rooted in Path (54),18.31257718,1
Cell 51 rooted in Path (51),3.565819766,1
Cell 52 rooted in Path (52),3.830242855,1
Cell 50 rooted in Path (50),2.179544517,1
Cell 48 rooted in Path (48),2.708390697,1
Cell 49 rooted in Path (49),1.696066168,1
Cell 46 rooted in Path (46),3.146501216,1
Cell 47 rooted in Path (47),8.627442409,1
Cell 44 rooted in Path (44),3.018181616,1
Cell 45 rooted in Path (45),2.972813786,1
Cell 42 rooted in Path (42),40.98880309,1
Cell 43 rooted in Path (43),14.0442238,1
Cell 40 rooted in Path (40),3.784875025,1
Cell 41 rooted in Path (41),3.720715225,1
Cell 39 rooted in Path (39),2.070016887,1
Cell 37 rooted in Path (37),2.289072147,1
Cell 38 rooted in Path (38),24.3567243,1
Cell 35 rooted in Path (35),2.972813786,1
Cell 36 rooted in Path (36),3.437500165,1
,551.9407123,
