\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),1.057692359,1
Cell 33 rooted in Path (33),20.19011466,1
Cell 77 rooted in Path (77),4.294929234,1
Cell 5 rooted in Path (5),18.16546561,1
Cell 34 rooted in Path (34),33.78521987,1
Cell 78 rooted in Path (78),4.578144294,1
Cell 2 rooted in Path (2),3.392132335,1
Cell 31 rooted in Path (31),12.85821184,1
Cell 75 rooted in Path (75),21.35733465,1
Cell 3 rooted in Path (3),16.84335016,1
Cell 32 rooted in Path (32),2.708390697,1
Cell 76 rooted in Path (76),2.070016887,1
Cell 73 rooted in Path (73),13.57953742,1
Cell 1 rooted in Path (1),47.77306776,1
Cell 30 rooted in Path (30),43.31868337,1
Cell 74 rooted in Path (74),14.38059058,1
Cell 71 rooted in Path (71),12.57499678,1
Cell 72 rooted in Path (72),14.53548604,1
Cell 70 rooted in Path (70),23.5180872,1
Cell 8 rooted in Path (8),3.082341416,1
Cell 9 rooted in Path (9),17.06240542,1
Cell 6 rooted in Path (6),14.55427801,1
Cell 7 rooted in Path (7),29.73592175,1
Cell 28 rooted in Path (28),26.97437934,1
Cell 29 rooted in Path (29),13.58732131,1
Cell 26 rooted in Path (26),16.99824562,1
Cell 27 rooted in Path (27),29.81108963,1
Cell 24 rooted in Path (24),34.5972811,1
Cell 68 rooted in Path (68),3.082341416,1
Cell 25 rooted in Path (25),22.01450043,1
Cell 69 rooted in Path (69),16.45060747,1
Cell 22 rooted in Path (22),12.90357967,1
Cell 66 rooted in Path (66),4.668879954,1
Cell 23 rooted in Path (23),10.85235476,1
Cell 67 rooted in Path (67),2.817918326,1
Cell 20 rooted in Path (20),19.17779014,1
Cell 64 rooted in Path (64),26.80847579,1
Cell 21 rooted in Path (21),6.055155202,1
Cell 65 rooted in Path (65),18.16546561,1
Cell 62 rooted in Path (62),16.34107984,1
Cell 63 rooted in Path (63),9.401919708,1
Cell 60 rooted in Path (60),17.02482148,1
Cell 61 rooted in Path (61),0.902796899,1
Cell 19 rooted in Path (19),15.92176129,1
Cell 17 rooted in Path (17),7.003319931,1
Cell 18 rooted in Path (18),39.96091078,1
Cell 15 rooted in Path (15),6.957952101,1
Cell 59 rooted in Path (59),31.42420403,1
Cell 16 rooted in Path (16),8.344227349,1
Cell 13 rooted in Path (13),5.106990474,1
Cell 57 rooted in Path (57),6.210050662,1
Cell 14 rooted in Path (14),5.900259743,1
Cell 58 rooted in Path (58),18.3015691,1
Cell 11 rooted in Path (11),5.462149223,1
Cell 55 rooted in Path (55),17.6554114,1
Cell 12 rooted in Path (12),18.78504745,1
Cell 56 rooted in Path (56),9.182864448,1
Cell 53 rooted in Path (53),8.234699719,1
Cell 10 rooted in Path (10),17.68198726,1
Cell 54 rooted in Path (54),76.26982583,1
Cell 51 rooted in Path (51),5.571676853,1
Cell 52 rooted in Path (52),8.215907749,1
Cell 50 rooted in Path (50),28.88950076,1
Cell 48 rooted in Path (48),12.97552336,1
Cell 49 rooted in Path (49),10.02150155,1
Cell 46 rooted in Path (46),29.30103542,1
Cell 47 rooted in Path (47),23.10977673,1
Cell 44 rooted in Path (44),6.210050662,1
Cell 45 rooted in Path (45),7.396062621,1
Cell 42 rooted in Path (42),22.56992247,1
Cell 43 rooted in Path (43),9.639766938,1
Cell 40 rooted in Path (40),0.528846179,1
Cell 41 rooted in Path (41),46.93765485,1
Cell 80 rooted in Path (80),5.681204483,1
Cell 39 rooted in Path (39),21.93933255,1
Cell 37 rooted in Path (37),5.854891913,1
Cell 38 rooted in Path (38),23.36319174,1
Cell 35 rooted in Path (35),7.57753394,1
Cell 79 rooted in Path (79),0.902796899,1
Cell 36 rooted in Path (36),2.508127407,1
,1261.649938,
