\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),7.505590251,1
Cell 33 rooted in Path (33),2.708390697,1
Cell 5 rooted in Path (5),18.72088765,1
Cell 34 rooted in Path (34),2.134176687,1
Cell 2 rooted in Path (2),58.84447777,1
Cell 31 rooted in Path (31),34.86170419,1
Cell 75 rooted in Path (75),3.036973586,1
Cell 3 rooted in Path (3),14.13495946,1
Cell 32 rooted in Path (32),3.547027795,1
Cell 76 rooted in Path (76),1.012324529,1
Cell 73 rooted in Path (73),1.650698338,1
Cell 1 rooted in Path (1),25.76179152,1
Cell 30 rooted in Path (30),9.538023197,1
Cell 74 rooted in Path (74),2.070016887,1
Cell 71 rooted in Path (71),1.805593798,1
Cell 72 rooted in Path (72),2.927445956,1
Cell 70 rooted in Path (70),3.237236876,1
Cell 8 rooted in Path (8),3.675347396,1
Cell 9 rooted in Path (9),10.43303621,1
Cell 6 rooted in Path (6),5.571676853,1
Cell 7 rooted in Path (7),6.364946122,1
Cell 28 rooted in Path (28),1.541170708,1
Cell 29 rooted in Path (29),3.127709246,1
Cell 26 rooted in Path (26),3.410924306,1
Cell 27 rooted in Path (27),3.766083055,1
Cell 24 rooted in Path (24),30.20060813,1
Cell 68 rooted in Path (68),6.629369211,1
Cell 25 rooted in Path (25),2.224912347,1
Cell 69 rooted in Path (69),17.41756417,1
Cell 22 rooted in Path (22),7.112847561,1
Cell 66 rooted in Path (66),5.371413563,1
Cell 23 rooted in Path (23),14.40716644,1
Cell 67 rooted in Path (67),27.01974717,1
Cell 20 rooted in Path (20),4.869143243,1
Cell 64 rooted in Path (64),7.003319931,1
Cell 21 rooted in Path (21),43.05881997,1
Cell 65 rooted in Path (65),1.650698338,1
Cell 62 rooted in Path (62),4.075873974,1
Cell 63 rooted in Path (63),11.65340791,1
Cell 60 rooted in Path (60),26.70217236,1
Cell 61 rooted in Path (61),5.881467772,1
Cell 19 rooted in Path (19),21.520014,1
Cell 17 rooted in Path (17),4.268353375,1
Cell 18 rooted in Path (18),2.398599777,1
Cell 15 rooted in Path (15),3.036973586,1
Cell 59 rooted in Path (59),2.243704317,1
Cell 16 rooted in Path (16),5.681204483,1
Cell 13 rooted in Path (13),4.094665945,1
Cell 57 rooted in Path (57),3.520451936,1
Cell 14 rooted in Path (14),2.598863067,1
Cell 58 rooted in Path (58),2.817918326,1
Cell 11 rooted in Path (11),3.720715225,1
Cell 55 rooted in Path (55),18.01057015,1
Cell 12 rooted in Path (12),5.106990474,1
Cell 56 rooted in Path (56),5.726572312,1
Cell 53 rooted in Path (53),2.134176687,1
Cell 10 rooted in Path (10),3.082341416,1
Cell 54 rooted in Path (54),2.179544517,1
Cell 51 rooted in Path (51),1.386275248,1
Cell 52 rooted in Path (52),27.385914,1
Cell 50 rooted in Path (50),12.52962895,1
Cell 48 rooted in Path (48),9.692918657,1
Cell 49 rooted in Path (49),21.70470951,1
Cell 46 rooted in Path (46),4.359089034,1
Cell 47 rooted in Path (47),21.70470951,1
Cell 44 rooted in Path (44),2.708390697,1
Cell 45 rooted in Path (45),2.070016887,1
Cell 42 rooted in Path (42),4.733039754,1
Cell 43 rooted in Path (43),8.563282609,1
Cell 40 rooted in Path (40),3.875610685,1
Cell 41 rooted in Path (41),4.869143243,1
Cell 39 rooted in Path (39),27.96791189,1
Cell 37 rooted in Path (37),3.127709246,1
Cell 38 rooted in Path (38),4.030506145,1
Cell 35 rooted in Path (35),5.261885933,1
Cell 36 rooted in Path (36),2.927445956,1
,707.7065927,
