\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),33.90575558,1
Cell 33 rooted in Path (33),1.276747618,1
Cell 5 rooted in Path (5),12.48426112,1
Cell 34 rooted in Path (34),24.69631527,1
Cell 2 rooted in Path (2),6.738896841,1
Cell 31 rooted in Path (31),2.443967607,1
Cell 3 rooted in Path (3),3.237236876,1
Cell 32 rooted in Path (32),3.675347396,1
Cell 1 rooted in Path (1),15.10191616,1
Cell 30 rooted in Path (30),2.070016887,1
Cell 8 rooted in Path (8),3.410924306,1
Cell 9 rooted in Path (9),1.805593798,1
Cell 6 rooted in Path (6),6.557425522,1
Cell 7 rooted in Path (7),3.191869046,1
Cell 28 rooted in Path (28),2.443967607,1
Cell 29 rooted in Path (29),1.915121428,1
Cell 26 rooted in Path (26),23.05340082,1
Cell 27 rooted in Path (27),3.282604706,1
Cell 24 rooted in Path (24),5.307253763,1
Cell 25 rooted in Path (25),2.927445956,1
Cell 22 rooted in Path (22),5.216518104,1
Cell 23 rooted in Path (23),3.611187595,1
Cell 20 rooted in Path (20),14.7545413,1
Cell 64 rooted in Path (64),2.598863067,1
Cell 21 rooted in Path (21),10.5049799,1
Cell 62 rooted in Path (62),1.386275248,1
Cell 63 rooted in Path (63),1.696066168,1
Cell 60 rooted in Path (60),6.584001382,1
Cell 61 rooted in Path (61),3.346764506,1
Cell 19 rooted in Path (19),4.513984494,1
Cell 17 rooted in Path (17),1.431643078,1
Cell 18 rooted in Path (18),9.620974968,1
Cell 15 rooted in Path (15),3.985138315,1
Cell 59 rooted in Path (59),1.805593798,1
Cell 16 rooted in Path (16),34.41580979,1
Cell 13 rooted in Path (13),10.5049799,1
Cell 57 rooted in Path (57),2.817918326,1
Cell 14 rooted in Path (14),6.538633552,1
Cell 58 rooted in Path (58),6.803056641,1
Cell 11 rooted in Path (11),8.736970039,1
Cell 55 rooted in Path (55),19.92569157,1
Cell 12 rooted in Path (12),3.985138315,1
Cell 56 rooted in Path (56),2.334439977,1
Cell 53 rooted in Path (53),6.784264671,1
Cell 10 rooted in Path (10),6.666953152,1
Cell 54 rooted in Path (54),18.75847159,1
Cell 51 rooted in Path (51),6.429105922,1
Cell 52 rooted in Path (52),6.145890862,1
Cell 50 rooted in Path (50),13.45121782,1
Cell 48 rooted in Path (48),2.134176687,1
Cell 49 rooted in Path (49),13.2055867,1
Cell 46 rooted in Path (46),2.708390697,1
Cell 47 rooted in Path (47),2.489335437,1
Cell 44 rooted in Path (44),7.7324294,1
Cell 45 rooted in Path (45),19.6502604,1
Cell 42 rooted in Path (42),6.976744071,1
Cell 43 rooted in Path (43),7.68706157,1
Cell 40 rooted in Path (40),4.030506145,1
Cell 41 rooted in Path (41),1.495802878,1
Cell 39 rooted in Path (39),2.134176687,1
Cell 37 rooted in Path (37),6.712320982,1
Cell 38 rooted in Path (38),12.59378875,1
Cell 35 rooted in Path (35),15.7856578,1
Cell 36 rooted in Path (36),7.331902821,1
,497.5492834,
