\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.392132335492124,1
Cell 33 rooted in Path (33),1.8055937976777803,1
Cell 5 rooted in Path (5),2.289072147176944,1
Cell 34 rooted in Path (34),7.751221369982558,1
Cell 2 rooted in Path (2),21.71249340190566,1
Cell 31 rooted in Path (31),5.945627572304801,1
Cell 3 rooted in Path (3),6.073947172623628,1
Cell 32 rooted in Path (32),4.842567383989598,1
Cell 1 rooted in Path (1),2.708390696516654,1
Cell 30 rooted in Path (30),7.195799331325958,1
Cell 8 rooted in Path (8),11.071410016317232,1
Cell 9 rooted in Path (9),3.7660830550595756,1
Cell 6 rooted in Path (6),17.13434910755182,1
Cell 7 rooted in Path (7),6.474473751576223,1
Cell 28 rooted in Path (28),3.456292135651546,1
Cell 29 rooted in Path (29),3.985138314923,1
Cell 26 rooted in Path (26),5.1069904736253235,1
Cell 27 rooted in Path (27),2.8820781266078104,1
Cell 24 rooted in Path (24),12.000782774541305,1
Cell 25 rooted in Path (25),6.4932657219633745,1
Cell 22 rooted in Path (22),5.771940142213671,1
Cell 23 rooted in Path (23),2.5988630665849595,1
Cell 20 rooted in Path (20),19.38906150634551,1
Cell 21 rooted in Path (21),5.26188593332933,1
Cell 19 rooted in Path (19),2.927445956380096,1
Cell 17 rooted in Path (17),1.0576923585429086,1
Cell 18 rooted in Path (18),23.61983094051712,1
Cell 15 rooted in Path (15),5.326045733488741,1
Cell 16 rooted in Path (16),4.140033774627005,1
Cell 13 rooted in Path (13),4.623512124126176,1
Cell 14 rooted in Path (14),3.127709245856397,1
Cell 11 rooted in Path (11),2.7725504966761005,1
Cell 12 rooted in Path (12),0.9027968988388961,1
Cell 10 rooted in Path (10),7.724645510597417,1
Cell 48 rooted in Path (48),4.249561404558727,1
Cell 49 rooted in Path (49),6.976744071462521,1
Cell 46 rooted in Path (46),7.687061569823159,1
Cell 47 rooted in Path (47),8.38959517918574,1
Cell 44 rooted in Path (44),9.885398057455495,1
Cell 45 rooted in Path (45),7.441430450574554,1
Cell 42 rooted in Path (42),2.817918326448386,1
Cell 43 rooted in Path (43),3.6111875953555654,1
Cell 40 rooted in Path (40),6.648161181667377,1
Cell 41 rooted in Path (41),18.218617325479876,1
Cell 39 rooted in Path (39),3.7848750254466825,1
Cell 37 rooted in Path (37),24.122101260403376,1
Cell 38 rooted in Path (38),17.190725018713163,1
Cell 35 rooted in Path (35),2.070016887313505,1
Cell 36 rooted in Path (36),11.343616994951024,1
