\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),16.31450398,1
Cell 33 rooted in Path (33),12.15567823,1
Cell 5 rooted in Path (5),4.778407584,1
Cell 34 rooted in Path (34),9.730502598,1
Cell 2 rooted in Path (2),15.09090808,1
Cell 31 rooted in Path (31),11.27167331,1
Cell 3 rooted in Path (3),7.68706157,1
Cell 32 rooted in Path (32),18.29378521,1
Cell 1 rooted in Path (1),27.46564157,1
Cell 30 rooted in Path (30),18.4940485,1
Cell 8 rooted in Path (8),4.797199554,1
Cell 9 rooted in Path (9),5.635836653,1
Cell 6 rooted in Path (6),1.915121428,1
Cell 7 rooted in Path (7),6.009787372,1
Cell 28 rooted in Path (28),19.64247651,1
Cell 29 rooted in Path (29),3.985138315,1
Cell 26 rooted in Path (26),8.106380119,1
Cell 27 rooted in Path (27),1.760225968,1
Cell 24 rooted in Path (24),26.88364368,1
Cell 25 rooted in Path (25),2.115384717,1
Cell 22 rooted in Path (22),3.675347396,1
Cell 23 rooted in Path (23),4.978670873,1
Cell 20 rooted in Path (20),19.23094185,1
Cell 21 rooted in Path (21),5.945627572,1
Cell 62 rooted in Path (62),3.675347396,1
Cell 60 rooted in Path (60),3.036973586,1
Cell 61 rooted in Path (61),3.811450885,1
Cell 19 rooted in Path (19),15.80444977,1
Cell 17 rooted in Path (17),2.489335437,1
Cell 18 rooted in Path (18),2.443967607,1
Cell 15 rooted in Path (15),4.423248835,1
Cell 59 rooted in Path (59),3.501659965,1
Cell 16 rooted in Path (16),4.933303044,1
Cell 13 rooted in Path (13),3.191869046,1
Cell 57 rooted in Path (57),7.62290177,1
Cell 14 rooted in Path (14),5.480941193,1
Cell 58 rooted in Path (58),3.191869046,1
Cell 11 rooted in Path (11),6.119315002,1
Cell 55 rooted in Path (55),3.830242855,1
Cell 12 rooted in Path (12),1.541170708,1
Cell 56 rooted in Path (56),4.933303044,1
Cell 53 rooted in Path (53),3.191869046,1
Cell 10 rooted in Path (10),2.398599777,1
Cell 54 rooted in Path (54),4.204193575,1
Cell 51 rooted in Path (51),8.280067549,1
Cell 52 rooted in Path (52),8.12517209,1
Cell 50 rooted in Path (50),6.493265722,1
Cell 48 rooted in Path (48),4.359089034,1
Cell 49 rooted in Path (49),7.75122137,1
Cell 46 rooted in Path (46),3.629979566,1
Cell 47 rooted in Path (47),10.52377187,1
Cell 44 rooted in Path (44),4.887935214,1
Cell 45 rooted in Path (45),15.09090808,1
Cell 42 rooted in Path (42),3.811450885,1
Cell 43 rooted in Path (43),17.70077923,1
Cell 40 rooted in Path (40),10.27814075,1
Cell 41 rooted in Path (41),4.623512124,1
Cell 39 rooted in Path (39),2.817918326,1
Cell 37 rooted in Path (37),1.805593798,1
Cell 38 rooted in Path (38),18.93994291,1
Cell 35 rooted in Path (35),5.699996453,1
Cell 36 rooted in Path (36),5.462149223,1
,486.0708984,
