\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),15.06433222,1
Cell 33 rooted in Path (33),4.294929234,1
Cell 5 rooted in Path (5),7.42263848,1
Cell 34 rooted in Path (34),3.830242855,1
Cell 2 rooted in Path (2),2.289072147,1
Cell 31 rooted in Path (31),13.05847513,1
Cell 3 rooted in Path (3),13.23994645,1
Cell 32 rooted in Path (32),5.662412512,1
Cell 1 rooted in Path (1),35.7567172,1
Cell 30 rooted in Path (30),30.2835599,1
Cell 8 rooted in Path (8),14.11616749,1
Cell 9 rooted in Path (9),21.18364722,1
Cell 6 rooted in Path (6),7.75122137,1
Cell 7 rooted in Path (7),34.48775347,1
Cell 28 rooted in Path (28),11.78172751,1
Cell 29 rooted in Path (29),31.77936278,1
Cell 26 rooted in Path (26),14.49011821,1
Cell 27 rooted in Path (27),10.55034773,1
Cell 24 rooted in Path (24),10.06686938,1
Cell 25 rooted in Path (25),5.197726133,1
Cell 22 rooted in Path (22),13.52316151,1
Cell 23 rooted in Path (23),9.273600108,1
Cell 20 rooted in Path (20),32.0891537,1
Cell 21 rooted in Path (21),14.86406893,1
Cell 62 rooted in Path (62),10.28592464,1
Cell 60 rooted in Path (60),2.224912347,1
Cell 61 rooted in Path (61),3.282604706,1
Cell 19 rooted in Path (19),30.57455885,1
Cell 17 rooted in Path (17),15.21922768,1
Cell 18 rooted in Path (18),9.666342798,1
Cell 15 rooted in Path (15),7.7324294,1
Cell 59 rooted in Path (59),9.027968988,1
Cell 16 rooted in Path (16),35.74570912,1
Cell 13 rooted in Path (13),13.63268914,1
Cell 57 rooted in Path (57),36.76581754,1
Cell 14 rooted in Path (14),15.03775636,1
Cell 58 rooted in Path (58),13.32289822,1
Cell 11 rooted in Path (11),27.65812097,1
Cell 55 rooted in Path (55),13.25873842,1
Cell 12 rooted in Path (12),22.22254761,1
Cell 56 rooted in Path (56),18.02936212,1
Cell 53 rooted in Path (53),6.803056641,1
Cell 10 rooted in Path (10),12.77526007,1
Cell 54 rooted in Path (54),14.03321572,1
Cell 51 rooted in Path (51),7.158215391,1
Cell 52 rooted in Path (52),55.37717756,1
Cell 50 rooted in Path (50),3.811450885,1
Cell 48 rooted in Path (48),16.76039839,1
Cell 49 rooted in Path (49),12.79405204,1
Cell 46 rooted in Path (46),14.31643078,1
Cell 47 rooted in Path (47),5.397989423,1
Cell 44 rooted in Path (44),9.893181946,1
Cell 45 rooted in Path (45),6.036363232,1
Cell 42 rooted in Path (42),48.5209692,1
Cell 43 rooted in Path (43),5.042830673,1
Cell 40 rooted in Path (40),2.663022867,1
Cell 41 rooted in Path (41),2.334439977,1
Cell 39 rooted in Path (39),6.648161182,1
Cell 37 rooted in Path (37),12.93015553,1
Cell 38 rooted in Path (38),6.519841581,1
Cell 35 rooted in Path (35),34.66144091,1
Cell 36 rooted in Path (36),9.583391027,1
,939.8059056,
