\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),6.274210462,1
Cell 33 rooted in Path (33),2.663022867,1
Cell 77 rooted in Path (77),2.398599777,1
Cell 5 rooted in Path (5),27.90375209,1
Cell 34 rooted in Path (34),35.34518254,1
Cell 78 rooted in Path (78),25.83373521,1
Cell 2 rooted in Path (2),4.733039754,1
Cell 31 rooted in Path (31),6.829632501,1
Cell 75 rooted in Path (75),5.088198503,1
Cell 3 rooted in Path (3),3.629979566,1
Cell 32 rooted in Path (32),18.7474635,1
Cell 76 rooted in Path (76),3.392132335,1
Cell 73 rooted in Path (73),9.337759908,1
Cell 1 rooted in Path (1),15.32875531,1
Cell 30 rooted in Path (30),6.255418492,1
Cell 74 rooted in Path (74),9.821238257,1
Cell 71 rooted in Path (71),2.817918326,1
Cell 72 rooted in Path (72),12.21983803,1
Cell 70 rooted in Path (70),2.508127407,1
Cell 8 rooted in Path (8),6.784264671,1
Cell 9 rooted in Path (9),8.589858469,1
Cell 6 rooted in Path (6),7.26774302,1
Cell 7 rooted in Path (7),24.07350924,1
Cell 28 rooted in Path (28),23.25366411,1
Cell 29 rooted in Path (29),13.63268914,1
Cell 26 rooted in Path (26),5.681204483,1
Cell 27 rooted in Path (27),6.255418492,1
Cell 24 rooted in Path (24),21.27438288,1
Cell 68 rooted in Path (68),2.908653986,1
Cell 25 rooted in Path (25),5.617044683,1
Cell 69 rooted in Path (69),3.501659965,1
Cell 22 rooted in Path (22),2.243704317,1
Cell 66 rooted in Path (66),9.473863397,1
Cell 23 rooted in Path (23),23.07997668,1
Cell 67 rooted in Path (67),2.289072147,1
Cell 20 rooted in Path (20),3.282604706,1
Cell 64 rooted in Path (64),21.31975071,1
Cell 21 rooted in Path (21),5.243093963,1
Cell 65 rooted in Path (65),2.134176687,1
Cell 62 rooted in Path (62),13.36826605,1
Cell 63 rooted in Path (63),4.404456864,1
Cell 60 rooted in Path (60),18.78504745,1
Cell 61 rooted in Path (61),63.55094167,1
Cell 19 rooted in Path (19),19.04947054,1
Cell 17 rooted in Path (17),8.061012289,1
Cell 18 rooted in Path (18),26.47210902,1
Cell 15 rooted in Path (15),7.996852489,1
Cell 59 rooted in Path (59),17.5270918,1
Cell 16 rooted in Path (16),8.170539919,1
Cell 13 rooted in Path (13),36.47481859,1
Cell 57 rooted in Path (57),5.881467772,1
Cell 14 rooted in Path (14),7.951484659,1
Cell 58 rooted in Path (58),4.449824694,1
Cell 11 rooted in Path (11),24.51161976,1
Cell 55 rooted in Path (55),9.364335767,1
Cell 12 rooted in Path (12),7.84195703,1
Cell 56 rooted in Path (56),6.893792301,1
Cell 53 rooted in Path (53),7.20358322,1
Cell 10 rooted in Path (10),9.711710627,1
Cell 54 rooted in Path (54),10.04029352,1
Cell 51 rooted in Path (51),50.42830673,1
Cell 52 rooted in Path (52),16.25034418,1
Cell 50 rooted in Path (50),14.55427801,1
Cell 48 rooted in Path (48),11.62683205,1
Cell 49 rooted in Path (49),15.03775636,1
Cell 46 rooted in Path (46),11.27945719,1
Cell 47 rooted in Path (47),48.82297623,1
Cell 44 rooted in Path (44),7.022111901,1
Cell 45 rooted in Path (45),53.1554894,1
Cell 42 rooted in Path (42),2.508127407,1
Cell 43 rooted in Path (43),15.69492214,1
Cell 40 rooted in Path (40),42.32192662,1
Cell 41 rooted in Path (41),5.106990474,1
Cell 39 rooted in Path (39),13.61389717,1
Cell 37 rooted in Path (37),10.92429845,1
Cell 38 rooted in Path (38),22.75139379,1
Cell 35 rooted in Path (35),11.58146423,1
Cell 36 rooted in Path (36),5.726572312,1
,1075.152161,
