\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.443967607,1
Cell 33 rooted in Path (33),2.115384717,1
Cell 5 rooted in Path (5),4.249561405,1
Cell 34 rooted in Path (34),3.875610685,1
Cell 2 rooted in Path (2),17.30803654,1
Cell 31 rooted in Path (31),12.90357967,1
Cell 3 rooted in Path (3),4.294929234,1
Cell 32 rooted in Path (32),3.036973586,1
Cell 73 rooted in Path (73),2.024649058,1
Cell 1 rooted in Path (1),13.25095453,1
Cell 30 rooted in Path (30),8.699386099,1
Cell 71 rooted in Path (71),4.887935214,1
Cell 72 rooted in Path (72),0.902796899,1
Cell 70 rooted in Path (70),3.392132335,1
Cell 8 rooted in Path (8),4.623512124,1
Cell 9 rooted in Path (9),3.082341416,1
Cell 6 rooted in Path (6),3.437500165,1
Cell 7 rooted in Path (7),22.20375564,1
Cell 28 rooted in Path (28),4.185401604,1
Cell 29 rooted in Path (29),6.648161182,1
Cell 26 rooted in Path (26),28.36065458,1
Cell 27 rooted in Path (27),7.158215391,1
Cell 24 rooted in Path (24),8.699386099,1
Cell 68 rooted in Path (68),3.392132335,1
Cell 25 rooted in Path (25),4.578144294,1
Cell 69 rooted in Path (69),1.322115448,1
Cell 22 rooted in Path (22),3.985138315,1
Cell 66 rooted in Path (66),4.449824694,1
Cell 23 rooted in Path (23),2.598863067,1
Cell 67 rooted in Path (67),3.036973586,1
Cell 20 rooted in Path (20),6.712320982,1
Cell 64 rooted in Path (64),4.952095014,1
Cell 21 rooted in Path (21),11.54388028,1
Cell 65 rooted in Path (65),3.127709246,1
Cell 62 rooted in Path (62),15.19265182,1
Cell 63 rooted in Path (63),5.507517053,1
Cell 60 rooted in Path (60),4.559352324,1
Cell 61 rooted in Path (61),3.720715225,1
Cell 19 rooted in Path (19),5.854891913,1
Cell 17 rooted in Path (17),15.06433222,1
Cell 18 rooted in Path (18),3.629979566,1
Cell 15 rooted in Path (15),18.90558316,1
Cell 59 rooted in Path (59),1.960489257,1
Cell 16 rooted in Path (16),35.33739866,1
Cell 13 rooted in Path (13),4.668879954,1
Cell 57 rooted in Path (57),21.4558542,1
Cell 14 rooted in Path (14),4.952095014,1
Cell 58 rooted in Path (58),1.915121428,1
Cell 11 rooted in Path (11),3.565819766,1
Cell 55 rooted in Path (55),4.049298115,1
Cell 12 rooted in Path (12),12.1103104,1
Cell 56 rooted in Path (56),10.92429845,1
Cell 53 rooted in Path (53),4.030506145,1
Cell 10 rooted in Path (10),17.30025265,1
Cell 54 rooted in Path (54),6.629369211,1
Cell 51 rooted in Path (51),9.447287538,1
Cell 52 rooted in Path (52),5.106990474,1
Cell 50 rooted in Path (50),4.933303044,1
Cell 48 rooted in Path (48),3.191869046,1
Cell 49 rooted in Path (49),5.216518104,1
Cell 46 rooted in Path (46),7.241167161,1
Cell 47 rooted in Path (47),32.3457929,1
Cell 44 rooted in Path (44),9.602182997,1
Cell 45 rooted in Path (45),8.370803209,1
Cell 42 rooted in Path (42),9.027968988,1
Cell 43 rooted in Path (43),3.127709246,1
Cell 40 rooted in Path (40),6.867216442,1
Cell 41 rooted in Path (41),21.60296577,1
Cell 39 rooted in Path (39),2.334439977,1
Cell 37 rooted in Path (37),12.96773947,1
Cell 38 rooted in Path (38),4.933303044,1
Cell 35 rooted in Path (35),15.30217945,1
Cell 36 rooted in Path (36),4.313721205,1
,588.7518976,
