\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),14.11616749,1
Cell 33 rooted in Path (33),8.0532284,1
Cell 5 rooted in Path (5),7.003319931,1
Cell 34 rooted in Path (34),5.507517053,1
Cell 2 rooted in Path (2),3.830242855,1
Cell 31 rooted in Path (31),24.40209213,1
Cell 3 rooted in Path (3),7.048687761,1
Cell 32 rooted in Path (32),11.29824917,1
Cell 1 rooted in Path (1),6.429105922,1
Cell 30 rooted in Path (30),4.204193575,1
Cell 8 rooted in Path (8),4.952095014,1
Cell 9 rooted in Path (9),4.623512124,1
Cell 6 rooted in Path (6),10.39545227,1
Cell 7 rooted in Path (7),6.164682832,1
Cell 28 rooted in Path (28),4.313721205,1
Cell 29 rooted in Path (29),8.718178069,1
Cell 26 rooted in Path (26),4.751831724,1
Cell 27 rooted in Path (27),19.75200414,1
Cell 24 rooted in Path (24),6.300786321,1
Cell 25 rooted in Path (25),11.31704114,1
Cell 22 rooted in Path (22),4.094665945,1
Cell 23 rooted in Path (23),9.356551878,1
Cell 20 rooted in Path (20),8.29885952,1
Cell 21 rooted in Path (21),3.784875025,1
Cell 19 rooted in Path (19),13.21337059,1
Cell 17 rooted in Path (17),2.772550497,1
Cell 18 rooted in Path (18),1.915121428,1
Cell 15 rooted in Path (15),2.753758526,1
Cell 16 rooted in Path (16),11.05261805,1
Cell 13 rooted in Path (13),6.210050662,1
Cell 14 rooted in Path (14),10.02150155,1
Cell 55 rooted in Path (55),32.35357679,1
Cell 56 rooted in Path (56),28.25891084,1
Cell 53 rooted in Path (53),8.654018269,1
Cell 54 rooted in Path (54),14.8187011,1
Cell 100 rooted in Path (100),6.519841581,1
Cell 51 rooted in Path (51),7.9249088,1
Cell 101 rooted in Path (101),6.364946122,1
Cell 52 rooted in Path (52),6.912584271,1
Cell 102 rooted in Path (102),21.20243919,1
Cell 103 rooted in Path (103),6.100523032,1
Cell 50 rooted in Path (50),1.696066168,1
Cell 104 rooted in Path (104),7.70585354,1
Cell 105 rooted in Path (105),3.237236876,1
Cell 106 rooted in Path (106),25.22516145,1
Cell 107 rooted in Path (107),3.018181616,1
Cell 108 rooted in Path (108),3.146501216,1
Cell 109 rooted in Path (109),8.499122809,1
Cell 48 rooted in Path (48),3.301396676,1
Cell 49 rooted in Path (49),8.891865499,1
Cell 46 rooted in Path (46),1.386275248,1
Cell 47 rooted in Path (47),6.319578292,1
Cell 44 rooted in Path (44),3.875610685,1
Cell 45 rooted in Path (45),12.63915658,1
Cell 42 rooted in Path (42),12.48426112,1
Cell 110 rooted in Path (110),3.811450885,1
Cell 43 rooted in Path (43),5.900259743,1
Cell 111 rooted in Path (111),2.598863067,1
Cell 40 rooted in Path (40),8.499122809,1
Cell 112 rooted in Path (112),2.863286156,1
Cell 41 rooted in Path (41),5.088198503,1
Cell 39 rooted in Path (39),7.70585354,1
Cell 37 rooted in Path (37),4.404456864,1
Cell 38 rooted in Path (38),11.07919391,1
Cell 35 rooted in Path (35),5.416781393,1
Cell 36 rooted in Path (36),5.197726133,1
Cell 77 rooted in Path (77),7.505590251,1
Cell 78 rooted in Path (78),3.346764506,1
Cell 75 rooted in Path (75),4.559352324,1
Cell 76 rooted in Path (76),11.62683205,1
Cell 73 rooted in Path (73),9.182864448,1
Cell 74 rooted in Path (74),8.12517209,1
Cell 71 rooted in Path (71),10.98067436,1
Cell 72 rooted in Path (72),8.937233329,1
Cell 70 rooted in Path (70),2.663022867,1
Cell 68 rooted in Path (68),43.80672141,1
Cell 69 rooted in Path (69),11.07919391,1
Cell 66 rooted in Path (66),10.61450753,1
Cell 67 rooted in Path (67),8.608650439,1
Cell 64 rooted in Path (64),3.301396676,1
Cell 65 rooted in Path (65),17.55366766,1
Cell 62 rooted in Path (62),6.939160131,1
Cell 63 rooted in Path (63),17.45514811,1
Cell 60 rooted in Path (60),8.234699719,1
Cell 61 rooted in Path (61),23.97498969,1
Cell 59 rooted in Path (59),9.046760959,1
Cell 57 rooted in Path (57),6.693529011,1
Cell 58 rooted in Path (58),7.53216611,1
Cell 11 rooted in Path (11),6.629369211,1
Cell 99 rooted in Path (99),2.334439977,1
Cell 12 rooted in Path (12),10.81477082,1
Cell 97 rooted in Path (97),3.811450885,1
Cell 10 rooted in Path (10),9.556815168,1
Cell 98 rooted in Path (98),11.73635968,1
Cell 95 rooted in Path (95),1.805593798,1
Cell 96 rooted in Path (96),1.057692359,1
Cell 93 rooted in Path (93),4.294929234,1
Cell 94 rooted in Path (94),2.115384717,1
Cell 91 rooted in Path (91),4.185401604,1
Cell 92 rooted in Path (92),2.863286156,1
Cell 90 rooted in Path (90),19.51415691,1
Cell 88 rooted in Path (88),4.578144294,1
Cell 89 rooted in Path (89),2.598863067,1
Cell 86 rooted in Path (86),2.379807807,1
Cell 87 rooted in Path (87),10.24055681,1
Cell 84 rooted in Path (84),8.499122809,1
Cell 85 rooted in Path (85),10.91651456,1
Cell 82 rooted in Path (82),9.137496618,1
Cell 83 rooted in Path (83),4.140033775,1
Cell 80 rooted in Path (80),3.346764506,1
Cell 81 rooted in Path (81),5.964419543,1
Cell 79 rooted in Path (79),5.042830673,1
,939.0902461,
